ASCII SAMPLE CYCLES :			synecho6803_brd_temp36-31-36_whitel300.mdc
DATE :	26.11.2025	TIME :	11:33:31 odp.
CONVERTED CYCLES :			5261
Number of stored cycles			5261
Printed start cycle			1
Printed end cycle			5261
Number of stored datablocks			2
Datablock 0	Ion Current	[A]	
'0/0'	17.94	min:	9.22911E-010	max:	1.67387E-009	
'0/1'	27.75	min:	4.27391E-008	max:	4.4986E-008	
'0/2'	31.72	min:	1.83275E-008	max:	1.94882E-008	
'0/3'	35.87	min:	8.61726E-008	max:	8.69342E-008	
'0/4'	40.03	min:	3.46578E-008	max:	3.51229E-008	
'0/5'	43.72	min:	1.64506E-009	max:	1.67387E-009	
Datablock 1	PKR	[mbar]	
'1/0'	PKR	min:	1.744E-007	max:	2.362E-007	
Cycle	Date	Time	RelTime[s]	'0/0'	'0/1'	'0/2'	'0/3'	'0/4'	'0/5'	'1/0'	
1150	26.11.2025	12:04:55:81 odp.	1884.81	1.59099E-007	5.60428E-008	3.30043E-008	4.53552E-008	2.1397E-008	1.38919E-009	2.028E-007	
1151	26.11.2025	12:04:57:45 odp.	1886.45	1.58988E-007	5.61757E-008	3.30638E-008	4.53584E-008	2.13848E-008	1.3815E-009	2.048E-007	
1152	26.11.2025	12:04:59:09 odp.	1888.09	1.59E-007	5.61098E-008	3.30545E-008	4.52878E-008	2.13641E-008	1.3815E-009	2.058E-007	
1153	26.11.2025	12:05:00:73 odp.	1889.73	1.59018E-007	5.60292E-008	3.30087E-008	4.5212E-008	2.13409E-008	1.3787E-009	2.045E-007	
1154	26.11.2025	12:05:02:37 odp.	1891.37	1.58891E-007	5.59706E-008	3.30123E-008	4.51609E-008	2.13213E-008	1.38187E-009	2.062E-007	
1155	26.11.2025	12:05:04:01 odp.	1893.01	1.59019E-007	5.58107E-008	3.29857E-008	4.50588E-008	2.1253E-008	1.37918E-009	2.048E-007	
1156	26.11.2025	12:05:05:65 odp.	1894.65	1.59111E-007	5.57643E-008	3.29702E-008	4.49691E-008	2.11993E-008	1.37711E-009	2.062E-007	
1157	26.11.2025	12:05:07:29 odp.	1896.29	1.58942E-007	5.57301E-008	3.29374E-008	4.49164E-008	2.12188E-008	1.36722E-009	2.028E-007	
1158	26.11.2025	12:05:08:93 odp.	1897.93	1.58894E-007	5.56749E-008	3.29583E-008	4.4865E-008	2.11956E-008	1.37906E-009	2.043E-007	
1159	26.11.2025	12:05:10:57 odp.	1899.57	1.59051E-007	5.56849E-008	3.30084E-008	4.49169E-008	2.12298E-008	1.37332E-009	2.028E-007	
1160	26.11.2025	12:05:12:21 odp.	1901.21	1.58978E-007	5.57765E-008	3.30767E-008	4.49878E-008	2.12395E-008	1.36502E-009	2.053E-007	
1161	26.11.2025	12:05:13:85 odp.	1902.85	1.58927E-007	5.58571E-008	3.31582E-008	4.50175E-008	2.13008E-008	1.3638E-009	2.053E-007	
1162	26.11.2025	12:05:15:49 odp.	1904.5	1.58873E-007	5.5945E-008	3.32414E-008	4.51115E-008	2.13056E-008	1.36466E-009	2.021E-007	
1163	26.11.2025	12:05:17:13 odp.	1906.14	1.58866E-007	5.60243E-008	3.33033E-008	4.5139E-008	2.13406E-008	1.36392E-009	2.053E-007	
1164	26.11.2025	12:05:18:78 odp.	1907.78	1.58891E-007	5.61879E-008	3.34261E-008	4.52729E-008	2.14226E-008	1.36771E-009	2.04E-007	
1165	26.11.2025	12:05:20:42 odp.	1909.42	1.58952E-007	5.63649E-008	3.35685E-008	4.54278E-008	2.1502E-008	1.366E-009	2.033E-007	
1166	26.11.2025	12:05:22:06 odp.	1911.06	1.58915E-007	5.6559E-008	3.37014E-008	4.55796E-008	2.15533E-008	1.35489E-009	2.058E-007	
1167	26.11.2025	12:05:23:70 odp.	1912.7	1.5899E-007	5.67482E-008	3.38574E-008	4.57379E-008	2.1618E-008	1.36161E-009	2.065E-007	
1168	26.11.2025	12:05:25:34 odp.	1914.34	1.59026E-007	5.69643E-008	3.39815E-008	4.58648E-008	2.16766E-008	1.35916E-009	2.07E-007	
1169	26.11.2025	12:05:26:98 odp.	1915.98	1.58964E-007	5.70912E-008	3.41082E-008	4.59902E-008	2.17302E-008	1.35965E-009	2.065E-007	
1170	26.11.2025	12:05:28:62 odp.	1917.62	1.58964E-007	5.72902E-008	3.42202E-008	4.61215E-008	2.18548E-008	1.36112E-009	2.072E-007	
1171	26.11.2025	12:05:30:26 odp.	1919.26	1.59037E-007	5.74282E-008	3.4355E-008	4.62278E-008	2.18954E-008	1.35111E-009	2.072E-007	
1172	26.11.2025	12:05:31:91 odp.	1920.91	1.5898E-007	5.76418E-008	3.44522E-008	4.63289E-008	2.18999E-008	1.361E-009	2.055E-007	
1173	26.11.2025	12:05:33:55 odp.	1922.55	1.58842E-007	5.76589E-008	3.45075E-008	4.63353E-008	2.1939E-008	1.3499E-009	2.095E-007	
1174	26.11.2025	12:05:35:19 odp.	1924.2	1.58817E-007	5.76113E-008	3.4521E-008	4.6279E-008	2.19002E-008	1.35599E-009	2.055E-007	
1175	26.11.2025	12:05:36:83 odp.	1925.84	1.58814E-007	5.75783E-008	3.44863E-008	4.61883E-008	2.18664E-008	1.34903E-009	2.058E-007	
1176	26.11.2025	12:05:38:48 odp.	1927.48	1.58805E-007	5.74213E-008	3.44509E-008	4.61321E-008	2.18267E-008	1.35306E-009	2.07E-007	
1177	26.11.2025	12:05:40:12 odp.	1929.12	1.58878E-007	5.73854E-008	3.44872E-008	4.61368E-008	2.18353E-008	1.34976E-009	2.085E-007	
1178	26.11.2025	12:05:41:76 odp.	1930.76	1.5883E-007	5.74892E-008	3.45572E-008	4.62077E-008	2.18658E-008	1.34549E-009	2.08E-007	
1179	26.11.2025	12:05:43:40 odp.	1932.4	1.58891E-007	5.75136E-008	3.46069E-008	4.62448E-008	2.18743E-008	1.35269E-009	2.07E-007	
1180	26.11.2025	12:05:45:04 odp.	1934.05	1.58976E-007	5.76418E-008	3.46795E-008	4.62847E-008	2.18841E-008	1.3544E-009	2.072E-007	
1181	26.11.2025	12:05:46:68 odp.	1935.68	1.58665E-007	5.77144E-008	3.47374E-008	4.6334E-008	2.19634E-008	1.35453E-009	2.053E-007	
1182	26.11.2025	12:05:48:32 odp.	1937.32	1.58769E-007	5.7771E-008	3.4825E-008	4.63809E-008	2.19402E-008	1.34012E-009	2.075E-007	
1183	26.11.2025	12:05:49:96 odp.	1938.96	1.58683E-007	5.78322E-008	3.48881E-008	4.64418E-008	2.19903E-008	1.34574E-009	2.09E-007	
1184	26.11.2025	12:05:51:60 odp.	1940.6	1.58671E-007	5.78786E-008	3.49126E-008	4.64484E-008	2.19732E-008	1.33853E-009	2.07E-007	
1185	26.11.2025	12:05:53:24 odp.	1942.24	1.58585E-007	5.78713E-008	3.49093E-008	4.62948E-008	2.19329E-008	1.33881E-009	2.075E-007	
1186	26.11.2025	12:05:54:88 odp.	1943.88	1.58578E-007	5.76003E-008	3.4764E-008	4.6049E-008	2.18087E-008	1.34085E-009	2.06E-007	
1187	26.11.2025	12:05:56:52 odp.	1945.52	1.58537E-007	5.71852E-008	3.45523E-008	4.57081E-008	2.16436E-008	1.34012E-009	2.055E-007	
1188	26.11.2025	12:05:58:16 odp.	1947.16	1.58402E-007	5.68007E-008	3.43289E-008	4.53722E-008	2.14922E-008	1.32987E-009	2.065E-007	
1189	26.11.2025	12:05:59:80 odp.	1948.8	1.58329E-007	5.64687E-008	3.41526E-008	4.50613E-008	2.13689E-008	1.33182E-009	2.05E-007	
1190	26.11.2025	12:06:01:44 odp.	1950.44	1.58253E-007	5.61574E-008	3.39921E-008	4.48379E-008	2.12749E-008	1.32437E-009	2.04E-007	
1191	26.11.2025	12:06:03:08 odp.	1952.08	1.58329E-007	5.59413E-008	3.3898E-008	4.46353E-008	2.11602E-008	1.32743E-009	2.055E-007	
1192	26.11.2025	12:06:04:72 odp.	1953.72	1.58317E-007	5.57216E-008	3.37579E-008	4.42494E-008	2.0999E-008	1.32242E-009	2.058E-007	
1193	26.11.2025	12:06:06:36 odp.	1955.36	1.57438E-007	5.53126E-008	3.35404E-008	4.40921E-008	2.09258E-008	1.32305E-009	2.033E-007	
1194	26.11.2025	12:06:08:00 odp.	1957	1.57548E-007	5.51222E-008	3.34654E-008	4.39366E-008	2.08425E-008	1.31668E-009	2.048E-007	
1195	26.11.2025	12:06:09:64 odp.	1958.64	1.57471E-007	5.50233E-008	3.34186E-008	4.38162E-008	2.07854E-008	1.319E-009	2.043E-007	
1196	26.11.2025	12:06:11:28 odp.	1960.28	1.5734E-007	5.4889E-008	3.3385E-008	4.37391E-008	2.0761E-008	1.31851E-009	2.043E-007	
1197	26.11.2025	12:06:12:92 odp.	1961.92	1.57229E-007	5.48805E-008	3.34238E-008	4.37484E-008	2.0783E-008	1.31339E-009	2.023E-007	
1198	26.11.2025	12:06:14:56 odp.	1963.56	1.573E-007	5.50136E-008	3.34613E-008	4.37928E-008	2.08049E-008	1.31729E-009	2.031E-007	
1199	26.11.2025	12:06:16:20 odp.	1965.2	1.57304E-007	5.50514E-008	3.35264E-008	4.38625E-008	2.08062E-008	1.31372E-009	2.04E-007	
1200	26.11.2025	12:06:17:84 odp.	1966.84	1.5723E-007	5.52455E-008	3.36506E-008	4.39466E-008	2.08709E-008	1.32071E-009	2.04E-007	
1201	26.11.2025	12:06:19:48 odp.	1968.48	1.57218E-007	5.53615E-008	3.37584E-008	4.40557E-008	2.09417E-008	1.31937E-009	2.038E-007	
1202	26.11.2025	12:06:21:12 odp.	1970.12	1.5723E-007	5.56325E-008	3.39093E-008	4.42383E-008	2.10259E-008	1.31314E-009	2.028E-007	
1203	26.11.2025	12:06:22:76 odp.	1971.76	1.57181E-007	5.57973E-008	3.40658E-008	4.44072E-008	2.11248E-008	1.31192E-009	2.055E-007	
1204	26.11.2025	12:06:24:40 odp.	1973.4	1.57328E-007	5.59889E-008	3.42109E-008	4.4568E-008	2.1159E-008	1.30679E-009	2.045E-007	
1205	26.11.2025	12:06:26:04 odp.	1975.04	1.57216E-007	5.62404E-008	3.43469E-008	4.47184E-008	2.12688E-008	1.30545E-009	2.045E-007	
1206	26.11.2025	12:06:27:68 odp.	1976.68	1.57389E-007	5.64552E-008	3.45503E-008	4.49233E-008	2.13299E-008	1.31071E-009	2.058E-007	
1207	26.11.2025	12:06:29:32 odp.	1978.32	1.57194E-007	5.66713E-008	3.46406E-008	4.49718E-008	2.13406E-008	1.31191E-009	2.058E-007	
1208	26.11.2025	12:06:30:96 odp.	1979.96	1.57084E-007	5.65273E-008	3.45592E-008	4.47238E-008	2.12334E-008	1.30618E-009	2.058E-007	
1209	26.11.2025	12:06:32:60 odp.	1981.6	1.57133E-007	5.61293E-008	3.4324E-008	4.43744E-008	2.10808E-008	1.30545E-009	2.026E-007	
1210	26.11.2025	12:06:34:24 odp.	1983.24	1.57169E-007	5.57377E-008	3.40915E-008	4.40329E-008	2.09124E-008	1.30667E-009	2.023E-007	
1211	26.11.2025	12:06:35:88 odp.	1984.88	1.57074E-007	5.53651E-008	3.39238E-008	4.37656E-008	2.08003E-008	1.30155E-009	2.062E-007	
1212	26.11.2025	12:06:37:52 odp.	1986.53	1.57097E-007	5.5077E-008	3.37737E-008	4.35303E-008	2.07038E-008	1.29324E-009	2.026E-007	
1213	26.11.2025	12:06:39:17 odp.	1988.17	1.57072E-007	5.47902E-008	3.36312E-008	4.33114E-008	2.05999E-008	1.3024E-009	2.033E-007	
1214	26.11.2025	12:06:40:81 odp.	1989.81	1.57072E-007	5.45973E-008	3.35454E-008	4.31634E-008	2.05535E-008	1.29996E-009	2.018E-007	
1215	26.11.2025	12:06:42:45 odp.	1991.45	1.57084E-007	5.45191E-008	3.35193E-008	4.30794E-008	2.04937E-008	1.29044E-009	2.035E-007	
1216	26.11.2025	12:06:44:09 odp.	1993.09	1.57085E-007	5.45008E-008	3.34831E-008	4.30005E-008	2.04705E-008	1.29238E-009	2.026E-007	
1217	26.11.2025	12:06:45:73 odp.	1994.73	1.57059E-007	5.438E-008	3.34909E-008	4.29725E-008	2.04402E-008	1.29984E-009	2.013E-007	
1218	26.11.2025	12:06:47:37 odp.	1996.38	1.57066E-007	5.44069E-008	3.35385E-008	4.2955E-008	2.04302E-008	1.2858E-009	2.018E-007	
1219	26.11.2025	12:06:48:93 odp.	1997.93	1.57206E-007	5.44081E-008	3.35419E-008	4.29449E-008	2.04497E-008	1.28494E-009	2.031E-007	
1220	26.11.2025	12:06:50:65 odp.	1999.66	1.5718E-007	5.44471E-008	3.35616E-008	4.29097E-008	2.04509E-008	1.28695E-009	2.028E-007	
1221	26.11.2025	12:06:52:29 odp.	2001.3	1.57157E-007	5.44313E-008	3.35547E-008	4.28845E-008	2.04131E-008	1.28755E-009	2.021E-007	
1222	26.11.2025	12:06:53:93 odp.	2002.94	1.57219E-007	5.43788E-008	3.35735E-008	4.28766E-008	2.04082E-008	1.28188E-009	2.018E-007	
1223	26.11.2025	12:06:55:57 odp.	2004.58	1.5723E-007	5.44081E-008	3.36068E-008	4.28463E-008	2.04375E-008	1.29544E-009	2.003E-007	
1224	26.11.2025	12:06:57:21 odp.	2006.22	1.57098E-007	5.44605E-008	3.3642E-008	4.28648E-008	2.04264E-008	1.28562E-009	2.021E-007	
1225	26.11.2025	12:06:58:85 odp.	2007.86	1.57108E-007	5.45338E-008	3.36652E-008	4.28296E-008	2.04021E-008	1.27579E-009	2.026E-007	
1226	26.11.2025	12:07:00:56 odp.	2009.56	1.56937E-007	5.44813E-008	3.37055E-008	4.27908E-008	2.03838E-008	1.28225E-009	2.021E-007	
1227	26.11.2025	12:07:02:20 odp.	2011.2	1.56937E-007	5.44749E-008	3.37212E-008	4.28025E-008	2.0383E-008	1.27933E-009	2.013E-007	
1228	26.11.2025	12:07:03:84 odp.	2012.84	1.5673E-007	5.45106E-008	3.37615E-008	4.28158E-008	2.0396E-008	1.27935E-009	2.016E-007	
1229	26.11.2025	12:07:05:48 odp.	2014.48	1.56608E-007	5.45244E-008	3.38106E-008	4.28318E-008	2.03887E-008	1.27971E-009	2.031E-007	
1230	26.11.2025	12:07:07:12 odp.	2016.12	1.5662E-007	5.45838E-008	3.38693E-008	4.28542E-008	2.0429E-008	1.2767E-009	2.013E-007	
1231	26.11.2025	12:07:08:76 odp.	2017.76	1.56502E-007	5.46827E-008	3.39357E-008	4.28887E-008	2.04387E-008	1.27689E-009	2.016E-007	
1232	26.11.2025	12:07:10:40 odp.	2019.4	1.56339E-007	5.47706E-008	3.39901E-008	4.29575E-008	2.04851E-008	1.28116E-009	2.023E-007	
1233	26.11.2025	12:07:12:04 odp.	2021.04	1.56461E-007	5.47987E-008	3.40824E-008	4.30019E-008	2.0523E-008	1.26932E-009	2.038E-007	
1234	26.11.2025	12:07:13:68 odp.	2022.68	1.56446E-007	5.49196E-008	3.41696E-008	4.30709E-008	2.0562E-008	1.27457E-009	2.033E-007	
1235	26.11.2025	12:07:15:38 odp.	2024.38	1.56542E-007	5.50465E-008	3.42621E-008	4.31279E-008	2.05803E-008	1.2753E-009	2.04E-007	
1236	26.11.2025	12:07:17:02 odp.	2026.03	1.56498E-007	5.51027E-008	3.43191E-008	4.31942E-008	2.05986E-008	1.27054E-009	2.016E-007	
1237	26.11.2025	12:07:18:66 odp.	2027.67	1.56373E-007	5.51722E-008	3.43902E-008	4.32327E-008	2.06194E-008	1.2753E-009	2.043E-007	
1238	26.11.2025	12:07:20:30 odp.	2029.31	1.56498E-007	5.52866E-008	3.44775E-008	4.332E-008	2.06389E-008	1.27417E-009	2.033E-007	
1239	26.11.2025	12:07:21:95 odp.	2030.95	1.56453E-007	5.54738E-008	3.46048E-008	4.34481E-008	2.07388E-008	1.27079E-009	2.026E-007	
1240	26.11.2025	12:07:23:59 odp.	2032.59	1.56303E-007	5.56581E-008	3.47355E-008	4.36156E-008	2.0805E-008	1.27213E-009	2.033E-007	
1241	26.11.2025	12:07:25:23 odp.	2034.23	1.56337E-007	5.58705E-008	3.49367E-008	4.38574E-008	2.09405E-008	1.2753E-009	2.053E-007	
1242	26.11.2025	12:07:26:87 odp.	2035.87	1.56354E-007	5.62355E-008	3.51628E-008	4.40861E-008	2.10393E-008	1.26968E-009	2.055E-007	
1243	26.11.2025	12:07:28:51 odp.	2037.52	1.56583E-007	5.65199E-008	3.54182E-008	4.43534E-008	2.11651E-008	1.27272E-009	2.07E-007	
1244	26.11.2025	12:07:30:15 odp.	2039.16	1.56547E-007	5.68288E-008	3.56088E-008	4.45995E-008	2.12835E-008	1.27445E-009	2.06E-007	
1245	26.11.2025	12:07:31:79 odp.	2040.8	1.56644E-007	5.71083E-008	3.58178E-008	4.48394E-008	2.13726E-008	1.2764E-009	2.043E-007	
1246	26.11.2025	12:07:33:43 odp.	2042.44	1.56675E-007	5.74225E-008	3.60331E-008	4.50327E-008	2.14983E-008	1.2742E-009	2.072E-007	
1247	26.11.2025	12:07:35:14 odp.	2044.14	1.56608E-007	5.75551E-008	3.61053E-008	4.50273E-008	2.14495E-008	1.27573E-009	2.072E-007	
1248	26.11.2025	12:07:36:78 odp.	2045.78	1.56547E-007	5.72934E-008	3.5876E-008	4.4639E-008	2.12683E-008	1.27983E-009	2.08E-007	
1249	26.11.2025	12:07:38:42 odp.	2047.42	1.56669E-007	5.67885E-008	3.55299E-008	4.41831E-008	2.10918E-008	1.27908E-009	2.016E-007	
1250	26.11.2025	12:07:40:06 odp.	2049.07	1.56425E-007	5.6194E-008	3.52002E-008	4.37344E-008	2.08599E-008	1.27835E-009	2.053E-007	
1251	26.11.2025	12:07:41:70 odp.	2050.71	1.56522E-007	5.56642E-008	3.48907E-008	4.33234E-008	2.07024E-008	1.28409E-009	2.033E-007	
1252	26.11.2025	12:07:43:34 odp.	2052.35	1.56359E-007	5.53248E-008	3.46743E-008	4.3032E-008	2.06049E-008	1.28092E-009	2.038E-007	
1253	26.11.2025	12:07:45:00 odp.	2054	1.56339E-007	5.49513E-008	3.44781E-008	4.2835E-008	2.04876E-008	1.27603E-009	2.026E-007	
1254	26.11.2025	12:07:46:64 odp.	2055.65	1.56275E-007	5.47206E-008	3.43716E-008	4.26352E-008	2.03887E-008	1.27718E-009	2.028E-007	
1255	26.11.2025	12:07:48:28 odp.	2057.29	1.56351E-007	5.45961E-008	3.42799E-008	4.24967E-008	2.02983E-008	1.28336E-009	2.028E-007	
1256	26.11.2025	12:07:49:92 odp.	2058.92	1.5618E-007	5.4463E-008	3.41916E-008	4.24018E-008	2.02654E-008	1.2814E-009	2.031E-007	
1257	26.11.2025	12:07:51:56 odp.	2060.56	1.56278E-007	5.43736E-008	3.41415E-008	4.2315E-008	2.02459E-008	1.28804E-009	2.031E-007	
1258	26.11.2025	12:07:53:20 odp.	2062.2	1.56289E-007	5.43165E-008	3.41095E-008	4.22408E-008	2.02178E-008	1.28285E-009	2.013E-007	
1259	26.11.2025	12:07:54:84 odp.	2063.84	1.56329E-007	5.42945E-008	3.40724E-008	4.22407E-008	2.01985E-008	1.27994E-009	2.006E-007	
1260	26.11.2025	12:07:56:48 odp.	2065.48	1.56359E-007	5.42701E-008	3.40677E-008	4.22176E-008	2.02106E-008	1.28635E-009	2.023E-007	
1261	26.11.2025	12:07:58:12 odp.	2067.12	1.56205E-007	5.43202E-008	3.40888E-008	4.22009E-008	2.01949E-008	1.29984E-009	2.026E-007	
1262	26.11.2025	12:07:59:76 odp.	2068.76	1.564E-007	5.43824E-008	3.40956E-008	4.2243E-008	2.02312E-008	1.293E-009	2.013E-007	
1263	26.11.2025	12:08:01:40 odp.	2070.4	1.56315E-007	5.44398E-008	3.41253E-008	4.22632E-008	2.02141E-008	1.288E-009	2.011E-007	
1264	26.11.2025	12:08:03:04 odp.	2072.05	1.56229E-007	5.44349E-008	3.41295E-008	4.22787E-008	2.02544E-008	1.29455E-009	2.028E-007	
1265	26.11.2025	12:08:04:68 odp.	2073.68	1.56255E-007	5.45069E-008	3.41272E-008	4.22518E-008	2.02544E-008	1.30057E-009	2.021E-007	
1266	26.11.2025	12:08:06:32 odp.	2075.32	1.56275E-007	5.45216E-008	3.41418E-008	4.22698E-008	2.02117E-008	1.30399E-009	2.031E-007	
1267	26.11.2025	12:08:07:96 odp.	2076.96	1.56192E-007	5.45763E-008	3.41646E-008	4.23015E-008	2.02654E-008	1.29829E-009	2.016E-007	
1268	26.11.2025	12:08:09:60 odp.	2078.6	1.56168E-007	5.45961E-008	3.41828E-008	4.23082E-008	2.02642E-008	1.30203E-009	2.013E-007	
1269	26.11.2025	12:08:11:15 odp.	2080.16	1.56229E-007	5.46522E-008	3.41709E-008	4.22948E-008	2.02878E-008	1.29971E-009	2.028E-007	
1270	26.11.2025	12:08:12:88 odp.	2081.88	1.5618E-007	5.46705E-008	3.41868E-008	4.2317E-008	2.02678E-008	1.30203E-009	2.008E-007	
1271	26.11.2025	12:08:14:52 odp.	2083.52	1.5623E-007	5.47413E-008	3.42146E-008	4.23448E-008	2.02813E-008	1.3035E-009	2.023E-007	
1272	26.11.2025	12:08:16:16 odp.	2085.16	1.56547E-007	5.48256E-008	3.42303E-008	4.24082E-008	2.02971E-008	1.31009E-009	2.028E-007	
1273	26.11.2025	12:08:17:80 odp.	2086.8	1.56571E-007	5.48487E-008	3.42773E-008	4.24649E-008	2.0336E-008	1.3046E-009	2.026E-007	
1274	26.11.2025	12:08:19:45 odp.	2088.45	1.5647E-007	5.4889E-008	3.43223E-008	4.24984E-008	2.03529E-008	1.3046E-009	2.028E-007	
1275	26.11.2025	12:08:21:09 odp.	2090.09	1.56421E-007	5.49858E-008	3.43294E-008	4.25223E-008	2.03625E-008	1.3002E-009	2.018E-007	
1276	26.11.2025	12:08:22:73 odp.	2091.73	1.56388E-007	5.50209E-008	3.43585E-008	4.25502E-008	2.03801E-008	1.31192E-009	2.018E-007	
1277	26.11.2025	12:08:24:37 odp.	2093.38	1.56327E-007	5.50941E-008	3.43909E-008	4.2588E-008	2.04014E-008	1.30753E-009	2.016E-007	
1278	26.11.2025	12:08:26:01 odp.	2095.01	1.56339E-007	5.51271E-008	3.44187E-008	4.2624E-008	2.04325E-008	1.30362E-009	2.035E-007	
1279	26.11.2025	12:08:27:65 odp.	2096.66	1.56339E-007	5.52589E-008	3.44649E-008	4.27027E-008	2.04216E-008	1.31436E-009	2.023E-007	
1280	26.11.2025	12:08:29:29 odp.	2098.3	1.56522E-007	5.53334E-008	3.45156E-008	4.27679E-008	2.0479E-008	1.30643E-009	2.028E-007	
1281	26.11.2025	12:08:30:93 odp.	2099.94	1.56412E-007	5.54811E-008	3.45696E-008	4.2833E-008	2.0523E-008	1.30386E-009	2.035E-007	
1282	26.11.2025	12:08:32:57 odp.	2101.58	1.56342E-007	5.55934E-008	3.46253E-008	4.28977E-008	2.05498E-008	1.31461E-009	2.023E-007	
1283	26.11.2025	12:08:34:21 odp.	2103.22	1.56425E-007	5.56386E-008	3.4662E-008	4.29834E-008	2.05828E-008	1.31839E-009	2.038E-007	
1284	26.11.2025	12:08:35:85 odp.	2104.86	1.56364E-007	5.57838E-008	3.47418E-008	4.30507E-008	2.06463E-008	1.3179E-009	2.033E-007	
1285	26.11.2025	12:08:37:49 odp.	2106.5	1.56388E-007	5.58607E-008	3.47854E-008	4.3099E-008	2.06804E-008	1.3129E-009	2.038E-007	
1286	26.11.2025	12:08:39:13 odp.	2108.14	1.56242E-007	5.59303E-008	3.48056E-008	4.31523E-008	2.07147E-008	1.31384E-009	2.031E-007	
1287	26.11.2025	12:08:40:77 odp.	2109.78	1.56168E-007	5.59958E-008	3.48758E-008	4.32319E-008	2.07232E-008	1.31119E-009	2.048E-007	
1288	26.11.2025	12:08:42:41 odp.	2111.42	1.5628E-007	5.61769E-008	3.49598E-008	4.33699E-008	2.08074E-008	1.31831E-009	2.045E-007	
1289	26.11.2025	12:08:44:05 odp.	2113.06	1.56267E-007	5.63771E-008	3.50955E-008	4.3548E-008	2.08782E-008	1.32266E-009	2.045E-007	
1290	26.11.2025	12:08:45:69 odp.	2114.7	1.56168E-007	5.662E-008	3.52199E-008	4.37376E-008	2.09764E-008	1.31558E-009	2.04E-007	
1291	26.11.2025	12:08:47:33 odp.	2116.34	1.5601E-007	5.68202E-008	3.53587E-008	4.38205E-008	2.10161E-008	1.31351E-009	2.055E-007	
1292	26.11.2025	12:08:48:97 odp.	2117.98	1.56108E-007	5.68617E-008	3.52862E-008	4.37273E-008	2.09551E-008	1.31903E-009	2.045E-007	
1293	26.11.2025	12:08:50:61 odp.	2119.62	1.5601E-007	5.65651E-008	3.51169E-008	4.34622E-008	2.08257E-008	1.31864E-009	2.038E-007	
1294	26.11.2025	12:08:52:25 odp.	2121.26	1.55924E-007	5.61977E-008	3.48348E-008	4.30879E-008	2.06572E-008	1.31912E-009	2.058E-007	
1295	26.11.2025	12:08:53:89 odp.	2122.9	1.55741E-007	5.57118E-008	3.45643E-008	4.27536E-008	2.04976E-008	1.32071E-009	2.031E-007	
1296	26.11.2025	12:08:55:53 odp.	2124.54	1.55656E-007	5.53688E-008	3.43316E-008	4.24755E-008	2.03758E-008	1.319E-009	1.999E-007	
1297	26.11.2025	12:08:57:17 odp.	2126.17	1.55643E-007	5.50123E-008	3.41282E-008	4.22287E-008	2.02959E-008	1.31839E-009	2.026E-007	
1298	26.11.2025	12:08:58:81 odp.	2127.82	1.55448E-007	5.48231E-008	3.39868E-008	4.20652E-008	2.01775E-008	1.32397E-009	2.011E-007	
1299	26.11.2025	12:09:00:45 odp.	2129.46	1.55521E-007	5.46754E-008	3.38902E-008	4.19264E-008	2.01604E-008	1.31326E-009	2.011E-007	
1300	26.11.2025	12:09:02:09 odp.	2131.1	1.55558E-007	5.45326E-008	3.38237E-008	4.18801E-008	2.01116E-008	1.31497E-009	2.003E-007	
1301	26.11.2025	12:09:03:73 odp.	2132.73	1.55314E-007	5.4513E-008	3.37903E-008	4.181E-008	2.00762E-008	1.3118E-009	2.003E-007	
1302	26.11.2025	12:09:05:37 odp.	2134.37	1.55589E-007	5.4496E-008	3.37908E-008	4.17826E-008	2.01128E-008	1.31312E-009	2.013E-007	
1303	26.11.2025	12:09:07:01 odp.	2136.01	1.55497E-007	5.45533E-008	3.37687E-008	4.17807E-008	2.0053E-008	1.31204E-009	2.001E-007	
1304	26.11.2025	12:09:08:65 odp.	2137.65	1.55582E-007	5.45814E-008	3.37934E-008	4.18342E-008	2.01142E-008	1.31546E-009	2.018E-007	
1305	26.11.2025	12:09:10:29 odp.	2139.29	1.55473E-007	5.46522E-008	3.38358E-008	4.18823E-008	2.01237E-008	1.31619E-009	2.011E-007	
1306	26.11.2025	12:09:11:93 odp.	2140.93	1.55399E-007	5.47438E-008	3.3883E-008	4.19498E-008	2.01671E-008	1.31265E-009	2.008E-007	
1307	26.11.2025	12:09:13:57 odp.	2142.58	1.55668E-007	5.4839E-008	3.3943E-008	4.20325E-008	2.02141E-008	1.31607E-009	2.021E-007	
1308	26.11.2025	12:09:15:21 odp.	2144.22	1.55473E-007	5.50001E-008	3.40116E-008	4.2138E-008	2.02495E-008	1.31778E-009	2.003E-007	
1309	26.11.2025	12:09:16:85 odp.	2145.85	1.55521E-007	5.50807E-008	3.40737E-008	4.2209E-008	2.02959E-008	1.32352E-009	1.999E-007	
1310	26.11.2025	12:09:18:49 odp.	2147.49	1.55448E-007	5.51723E-008	3.4113E-008	4.22668E-008	2.02971E-008	1.31912E-009	2.035E-007	
1311	26.11.2025	12:09:20:13 odp.	2149.13	1.55497E-007	5.53065E-008	3.41613E-008	4.23377E-008	2.03545E-008	1.32205E-009	2.028E-007	
1312	26.11.2025	12:09:21:77 odp.	2150.77	1.55656E-007	5.54169E-008	3.42448E-008	4.2458E-008	2.04082E-008	1.31888E-009	2.018E-007	
