ASCII SAMPLE CYCLES :			synecho6803_brd_temp36-31-36_whitel300.mdc
DATE :	26.11.2025	TIME :	11:33:31 odp.
CONVERTED CYCLES :			5261
Number of stored cycles			5261
Printed start cycle			1
Printed end cycle			5261
Number of stored datablocks			2
Datablock 0	Ion Current	[A]	
'0/0'	17.94	min:	9.22911E-010	max:	1.67387E-009	
'0/1'	27.75	min:	4.27391E-008	max:	4.4986E-008	
'0/2'	31.72	min:	1.83275E-008	max:	1.94882E-008	
'0/3'	35.87	min:	8.61726E-008	max:	8.69342E-008	
'0/4'	40.03	min:	3.46578E-008	max:	3.51229E-008	
'0/5'	43.72	min:	1.64506E-009	max:	1.67387E-009	
Datablock 1	PKR	[mbar]	
'1/0'	PKR	min:	1.744E-007	max:	2.362E-007	
Cycle	Date	Time	RelTime[s]	'0/0'	'0/1'	'0/2'	'0/3'	'0/4'	'0/5'	'1/0'	
4666	26.11.2025	13:41:52:20 odp.	7701.21	1.19229E-007	6.13321E-008	4.83787E-008	1.68857E-008	1.20853E-008	9.31358E-010	1.811E-007	
4667	26.11.2025	13:41:53:85 odp.	7702.86	1.19169E-007	6.13723E-008	4.83604E-008	1.68605E-008	1.20657E-008	9.29246E-010	1.8E-007	
4668	26.11.2025	13:41:55:50 odp.	7704.51	1.19082E-007	6.13614E-008	4.83705E-008	1.68513E-008	1.20657E-008	9.35606E-010	1.803E-007	
4669	26.11.2025	13:41:57:22 odp.	7706.22	1.19179E-007	6.13943E-008	4.83905E-008	1.68531E-008	1.20928E-008	9.33898E-010	1.796E-007	
4670	26.11.2025	13:41:58:87 odp.	7707.87	1.19156E-007	6.14419E-008	4.8411E-008	1.68797E-008	1.20952E-008	9.31834E-010	1.803E-007	
4671	26.11.2025	13:42:00:43 odp.	7709.44	1.19119E-007	6.15127E-008	4.84411E-008	1.68772E-008	1.21085E-008	9.3513E-010	1.798E-007	
4672	26.11.2025	13:42:02:23 odp.	7711.24	1.19049E-007	6.15555E-008	4.84726E-008	1.69017E-008	1.21109E-008	9.33641E-010	1.811E-007	
4673	26.11.2025	13:42:03:94 odp.	7712.95	1.18986E-007	6.16195E-008	4.8519E-008	1.69184E-008	1.21268E-008	9.29918E-010	1.798E-007	
4674	26.11.2025	13:42:05:59 odp.	7714.6	1.18802E-007	6.16824E-008	4.8581E-008	1.69159E-008	1.21304E-008	9.26902E-010	1.814E-007	
4675	26.11.2025	13:42:07:25 odp.	7716.25	1.1889E-007	6.16604E-008	4.8515E-008	1.69022E-008	1.21121E-008	9.33592E-010	1.807E-007	
4676	26.11.2025	13:42:08:90 odp.	7717.9	1.18857E-007	6.16482E-008	4.84876E-008	1.68926E-008	1.21001E-008	9.35179E-010	1.829E-007	
4677	26.11.2025	13:42:10:55 odp.	7719.55	1.18802E-007	6.16372E-008	4.84666E-008	1.68898E-008	1.20952E-008	9.27586E-010	1.814E-007	
4678	26.11.2025	13:42:12:20 odp.	7721.2	1.18878E-007	6.16409E-008	4.84812E-008	1.68877E-008	1.21097E-008	9.38333E-010	1.814E-007	
4679	26.11.2025	13:42:13:91 odp.	7722.92	1.18863E-007	6.16714E-008	4.85024E-008	1.68918E-008	1.21205E-008	9.34373E-010	1.818E-007	
4680	26.11.2025	13:42:15:62 odp.	7724.63	1.18814E-007	6.17337E-008	4.84487E-008	1.68767E-008	1.21219E-008	9.32859E-010	1.818E-007	
4681	26.11.2025	13:42:17:27 odp.	7726.28	1.18838E-007	6.16067E-008	4.84106E-008	1.68592E-008	1.2095E-008	9.33116E-010	1.816E-007	
4682	26.11.2025	13:42:18:93 odp.	7727.93	1.18902E-007	6.16153E-008	4.83424E-008	1.68661E-008	1.21145E-008	9.28459E-010	1.825E-007	
4683	26.11.2025	13:42:20:58 odp.	7729.58	1.18851E-007	6.15555E-008	4.83136E-008	1.68326E-008	1.20901E-008	9.29222E-010	1.807E-007	
4684	26.11.2025	13:42:22:29 odp.	7731.29	1.18948E-007	6.15677E-008	4.83385E-008	1.68336E-008	1.20832E-008	9.39842E-010	1.807E-007	
4685	26.11.2025	13:42:24:00 odp.	7733.01	1.18814E-007	6.15823E-008	4.83255E-008	1.68352E-008	1.21073E-008	9.32298E-010	1.796E-007	
4686	26.11.2025	13:42:25:65 odp.	7734.66	1.1879E-007	6.16311E-008	4.83169E-008	1.68193E-008	1.2082E-008	9.30308E-010	1.823E-007	
4687	26.11.2025	13:42:27:36 odp.	7736.37	1.18875E-007	6.16446E-008	4.83508E-008	1.6849E-008	1.2128E-008	9.31346E-010	1.814E-007	
4688	26.11.2025	13:42:29:01 odp.	7738.02	1.19011E-007	6.16858E-008	4.8372E-008	1.68545E-008	1.21158E-008	9.32347E-010	1.803E-007	
4689	26.11.2025	13:42:30:66 odp.	7739.67	1.18866E-007	6.17251E-008	4.83461E-008	1.68368E-008	1.20938E-008	9.29349E-010	1.809E-007	
4690	26.11.2025	13:42:32:37 odp.	7741.38	1.18887E-007	6.16702E-008	4.83452E-008	1.68333E-008	1.2117E-008	9.29527E-010	1.814E-007	
4691	26.11.2025	13:42:34:02 odp.	7743.03	1.18826E-007	6.16448E-008	4.8283E-008	1.68202E-008	1.20975E-008	9.32139E-010	1.816E-007	
4692	26.11.2025	13:42:35:67 odp.	7744.68	1.18769E-007	6.16763E-008	4.83016E-008	1.68321E-008	1.20975E-008	9.31431E-010	1.809E-007	
4693	26.11.2025	13:42:37:33 odp.	7746.33	1.1879E-007	6.16737E-008	4.82871E-008	1.68262E-008	1.21036E-008	9.30418E-010	1.809E-007	
4694	26.11.2025	13:42:38:98 odp.	7747.98	1.18631E-007	6.17044E-008	4.82984E-008	1.6843E-008	1.20914E-008	9.28966E-010	1.823E-007	
4695	26.11.2025	13:42:40:63 odp.	7749.64	1.18643E-007	6.16604E-008	4.82556E-008	1.68254E-008	1.21146E-008	9.33653E-010	1.823E-007	
4696	26.11.2025	13:42:42:29 odp.	7751.29	1.18777E-007	6.16544E-008	4.82379E-008	1.68212E-008	1.21097E-008	9.26841E-010	1.807E-007	
4697	26.11.2025	13:42:43:94 odp.	7752.94	1.18728E-007	6.17227E-008	4.82618E-008	1.68195E-008	1.21023E-008	9.28673E-010	1.805E-007	
4698	26.11.2025	13:42:45:59 odp.	7754.6	1.18709E-007	6.17349E-008	4.823E-008	1.68109E-008	1.20816E-008	9.30455E-010	1.8E-007	
4699	26.11.2025	13:42:47:24 odp.	7756.24	1.18765E-007	6.16445E-008	4.81918E-008	1.67865E-008	1.2084E-008	9.27317E-010	1.803E-007	
4700	26.11.2025	13:42:48:89 odp.	7757.89	1.18704E-007	6.16006E-008	4.8124E-008	1.67613E-008	1.20832E-008	9.30333E-010	1.818E-007	
4701	26.11.2025	13:42:50:54 odp.	7759.54	1.18655E-007	6.14834E-008	4.80315E-008	1.67355E-008	1.20376E-008	9.35256E-010	1.814E-007	
4702	26.11.2025	13:42:52:25 odp.	7761.25	1.18973E-007	6.13614E-008	4.79566E-008	1.67244E-008	1.20315E-008	9.37938E-010	1.814E-007	
4703	26.11.2025	13:42:53:90 odp.	7762.9	1.18667E-007	6.14053E-008	4.79097E-008	1.67086E-008	1.20422E-008	9.32701E-010	1.816E-007	
4704	26.11.2025	13:42:55:55 odp.	7764.56	1.18655E-007	6.13345E-008	4.78661E-008	1.6682E-008	1.20144E-008	9.2744E-010	1.809E-007	
4705	26.11.2025	13:42:57:21 odp.	7766.21	1.18802E-007	6.13443E-008	4.78434E-008	1.66849E-008	1.20132E-008	9.38011E-010	1.809E-007	
4706	26.11.2025	13:42:58:92 odp.	7767.92	1.18765E-007	6.12747E-008	4.77618E-008	1.66455E-008	1.19927E-008	9.30968E-010	1.805E-007	
4707	26.11.2025	13:43:00:57 odp.	7769.57	1.18728E-007	6.11819E-008	4.7715E-008	1.66352E-008	1.19644E-008	9.30027E-010	1.805E-007	
4708	26.11.2025	13:43:02:28 odp.	7771.29	1.18704E-007	6.12491E-008	4.76937E-008	1.66309E-008	1.19717E-008	9.32054E-010	1.79E-007	
4709	26.11.2025	13:43:03:93 odp.	7772.94	1.18704E-007	6.12332E-008	4.77347E-008	1.66457E-008	1.199E-008	9.24717E-010	1.796E-007	
4710	26.11.2025	13:43:05:58 odp.	7774.59	1.186E-007	6.13272E-008	4.7732E-008	1.66415E-008	1.199E-008	9.32481E-010	1.803E-007	
4711	26.11.2025	13:43:07:23 odp.	7776.24	1.18335E-007	6.13711E-008	4.77502E-008	1.66552E-008	1.19705E-008	9.37523E-010	1.807E-007	
4712	26.11.2025	13:43:08:90 odp.	7777.9	1.18371E-007	6.13675E-008	4.78029E-008	1.66619E-008	1.20059E-008	9.22911E-010	1.803E-007	
4713	26.11.2025	13:43:10:55 odp.	7779.56	1.18338E-007	6.14517E-008	4.7821E-008	1.66757E-008	1.20279E-008	9.2534E-010	1.794E-007	
4714	26.11.2025	13:43:12:21 odp.	7781.21	1.18497E-007	6.15164E-008	4.78441E-008	1.66804E-008	1.20267E-008	9.34361E-010	1.796E-007	
4715	26.11.2025	13:43:13:86 odp.	7782.86	1.18448E-007	6.15603E-008	4.7886E-008	1.66975E-008	1.20389E-008	9.32225E-010	1.809E-007	
4716	26.11.2025	13:43:15:51 odp.	7784.52	1.18514E-007	6.16934E-008	4.79504E-008	1.67349E-008	1.20731E-008	9.37206E-010	1.794E-007	
4717	26.11.2025	13:43:17:16 odp.	7786.16	1.1846E-007	6.18606E-008	4.8064E-008	1.6765E-008	1.20816E-008	9.38573E-010	1.796E-007	
4718	26.11.2025	13:43:18:81 odp.	7787.81	1.18504E-007	6.19487E-008	4.81262E-008	1.67925E-008	1.21048E-008	9.30894E-010	1.811E-007	
4719	26.11.2025	13:43:20:46 odp.	7789.46	1.18472E-007	6.20377E-008	4.82269E-008	1.68309E-008	1.21255E-008	9.33605E-010	1.816E-007	
4720	26.11.2025	13:43:22:11 odp.	7791.12	1.1835E-007	6.21182E-008	4.82755E-008	1.68294E-008	1.21495E-008	9.30003E-010	1.816E-007	
4721	26.11.2025	13:43:23:77 odp.	7792.77	1.18448E-007	6.22037E-008	4.83247E-008	1.68736E-008	1.21676E-008	9.34837E-010	1.816E-007	
4722	26.11.2025	13:43:25:48 odp.	7794.48	1.18362E-007	6.23282E-008	4.83841E-008	1.68849E-008	1.21634E-008	9.28001E-010	1.796E-007	
4723	26.11.2025	13:43:27:19 odp.	7796.19	1.18313E-007	6.23367E-008	4.84376E-008	1.68955E-008	1.21866E-008	9.30992E-010	1.809E-007	
4724	26.11.2025	13:43:28:84 odp.	7797.84	1.18436E-007	6.24295E-008	4.84672E-008	1.6914E-008	1.2189E-008	9.33116E-010	1.816E-007	
4725	26.11.2025	13:43:30:49 odp.	7799.49	1.18362E-007	6.24757E-008	4.85212E-008	1.69445E-008	1.22513E-008	9.34593E-010	1.829E-007	
4726	26.11.2025	13:43:32:14 odp.	7801.14	1.18311E-007	6.26041E-008	4.85584E-008	1.69445E-008	1.2246E-008	9.35179E-010	1.805E-007	
4727	26.11.2025	13:43:33:85 odp.	7802.86	1.18448E-007	6.26224E-008	4.8586E-008	1.69586E-008	1.2233E-008	9.31871E-010	1.82E-007	
4728	26.11.2025	13:43:35:50 odp.	7804.51	1.18423E-007	6.26139E-008	4.85675E-008	1.69505E-008	1.22305E-008	9.32139E-010	1.814E-007	
4729	26.11.2025	13:43:37:16 odp.	7806.16	1.18374E-007	6.25675E-008	4.85476E-008	1.69324E-008	1.22183E-008	9.35143E-010	1.827E-007	
4730	26.11.2025	13:43:38:81 odp.	7807.81	1.18423E-007	6.25418E-008	4.84802E-008	1.69113E-008	1.21989E-008	9.33738E-010	1.8E-007	
4731	26.11.2025	13:43:40:52 odp.	7809.53	1.18436E-007	6.23526E-008	4.83058E-008	1.68385E-008	1.21386E-008	9.31199E-010	1.811E-007	
4732	26.11.2025	13:43:42:17 odp.	7811.18	1.18335E-007	6.21344E-008	4.80922E-008	1.67572E-008	1.20976E-008	9.33031E-010	1.809E-007	
4733	26.11.2025	13:43:43:88 odp.	7812.89	1.18448E-007	6.19029E-008	4.78661E-008	1.66774E-008	1.20506E-008	9.34642E-010	1.805E-007	
4734	26.11.2025	13:43:45:60 odp.	7814.6	1.18411E-007	6.1669E-008	4.77099E-008	1.66119E-008	1.20047E-008	9.30626E-010	1.807E-007	
4735	26.11.2025	13:43:47:25 odp.	7816.25	1.18484E-007	6.14541E-008	4.75278E-008	1.65528E-008	1.1965E-008	9.30931E-010	1.798E-007	
4736	26.11.2025	13:43:48:96 odp.	7817.96	1.18432E-007	6.12784E-008	4.73727E-008	1.6503E-008	1.19278E-008	9.33384E-010	1.805E-007	
4737	26.11.2025	13:43:50:61 odp.	7819.61	1.18411E-007	6.10379E-008	4.72051E-008	1.64426E-008	1.18613E-008	9.28538E-010	1.79E-007	
4738	26.11.2025	13:43:52:26 odp.	7821.26	1.1835E-007	6.09146E-008	4.70451E-008	1.63958E-008	1.1846E-008	9.32066E-010	1.796E-007	
4739	26.11.2025	13:43:53:97 odp.	7822.98	1.18338E-007	6.07107E-008	4.69428E-008	1.63577E-008	1.1801E-008	9.3043E-010	1.788E-007	
4740	26.11.2025	13:43:55:62 odp.	7824.63	1.18265E-007	6.06289E-008	4.68604E-008	1.63097E-008	1.18167E-008	9.38731E-010	1.781E-007	
4741	26.11.2025	13:43:57:27 odp.	7826.28	1.1824E-007	6.06155E-008	4.67881E-008	1.63003E-008	1.1802E-008	9.34251E-010	1.783E-007	
4742	26.11.2025	13:43:58:93 odp.	7827.93	1.18215E-007	6.06221E-008	4.67667E-008	1.63094E-008	1.17796E-008	9.37914E-010	1.794E-007	
4743	26.11.2025	13:44:00:64 odp.	7829.64	1.18202E-007	6.05874E-008	4.67834E-008	1.62905E-008	1.17853E-008	9.29442E-010	1.8E-007	
4744	26.11.2025	13:44:02:29 odp.	7831.29	1.18154E-007	6.06281E-008	4.67914E-008	1.63018E-008	1.17877E-008	9.28135E-010	1.796E-007	
4745	26.11.2025	13:44:03:94 odp.	7832.95	1.18155E-007	6.07499E-008	4.68207E-008	1.63102E-008	1.17923E-008	9.31016E-010	1.786E-007	
4746	26.11.2025	13:44:05:59 odp.	7834.6	1.18204E-007	6.07547E-008	4.68636E-008	1.63205E-008	1.1824E-008	9.34642E-010	1.796E-007	
4747	26.11.2025	13:44:07:25 odp.	7836.25	1.18142E-007	6.0751E-008	4.68907E-008	1.63289E-008	1.18106E-008	9.30674E-010	1.809E-007	
4748	26.11.2025	13:44:08:90 odp.	7837.9	1.18154E-007	6.08681E-008	4.69489E-008	1.63508E-008	1.18408E-008	9.36082E-010	1.794E-007	
4749	26.11.2025	13:44:10:55 odp.	7839.56	1.18154E-007	6.10086E-008	4.70162E-008	1.63851E-008	1.18552E-008	9.28062E-010	1.788E-007	
4750	26.11.2025	13:44:12:20 odp.	7841.2	1.18162E-007	6.10855E-008	4.70714E-008	1.64056E-008	1.18907E-008	9.38048E-010	1.786E-007	
4751	26.11.2025	13:44:13:85 odp.	7842.86	1.18301E-007	6.12026E-008	4.71486E-008	1.6429E-008	1.18854E-008	9.30498E-010	1.779E-007	
4752	26.11.2025	13:44:15:51 odp.	7844.51	1.18261E-007	6.12955E-008	4.72192E-008	1.64571E-008	1.1907E-008	9.39708E-010	1.805E-007	
4753	26.11.2025	13:44:17:16 odp.	7846.16	1.18204E-007	6.14139E-008	4.72657E-008	1.64662E-008	1.19266E-008	9.33433E-010	1.788E-007	
4754	26.11.2025	13:44:18:87 odp.	7847.88	1.18265E-007	6.14981E-008	4.73402E-008	1.64801E-008	1.19217E-008	9.36046E-010	1.792E-007	
4755	26.11.2025	13:44:20:53 odp.	7849.53	1.18237E-007	6.15664E-008	4.73407E-008	1.6502E-008	1.1929E-008	9.29349E-010	1.794E-007	
4756	26.11.2025	13:44:22:24 odp.	7851.24	1.18338E-007	6.16372E-008	4.74044E-008	1.65163E-008	1.19583E-008	9.33031E-010	1.809E-007	
4757	26.11.2025	13:44:23:89 odp.	7852.89	1.18528E-007	6.16971E-008	4.7447E-008	1.65234E-008	1.19614E-008	9.31626E-010	1.82E-007	
4758	26.11.2025	13:44:25:54 odp.	7854.54	1.18362E-007	6.16983E-008	4.74694E-008	1.65362E-008	1.19388E-008	9.3347E-010	1.805E-007	
4759	26.11.2025	13:44:27:19 odp.	7856.2	1.18509E-007	6.17361E-008	4.75028E-008	1.65391E-008	1.19864E-008	9.31969E-010	1.805E-007	
4760	26.11.2025	13:44:28:84 odp.	7857.84	1.18448E-007	6.18167E-008	4.75337E-008	1.65705E-008	1.19974E-008	9.29441E-010	1.798E-007	
4761	26.11.2025	13:44:30:50 odp.	7859.5	1.18316E-007	6.18069E-008	4.75256E-008	1.65675E-008	1.1981E-008	9.35277E-010	1.794E-007	
4762	26.11.2025	13:44:32:15 odp.	7861.16	1.18259E-007	6.18362E-008	4.75547E-008	1.65628E-008	1.19939E-008	9.35814E-010	1.798E-007	
4763	26.11.2025	13:44:33:79 odp.	7862.79	1.18239E-007	6.19375E-008	4.76019E-008	1.65853E-008	1.20181E-008	9.31541E-010	1.79E-007	
4764	26.11.2025	13:44:35:59 odp.	7864.59	1.18227E-007	6.20254E-008	4.76624E-008	1.66063E-008	1.20254E-008	9.26756E-010	1.805E-007	
4765	26.11.2025	13:44:37:31 odp.	7866.31	1.18204E-007	6.20914E-008	4.76955E-008	1.66139E-008	1.20206E-008	9.36925E-010	1.798E-007	
4766	26.11.2025	13:44:38:96 odp.	7867.96	1.18252E-007	6.2161E-008	4.77027E-008	1.66156E-008	1.20554E-008	9.38585E-010	1.798E-007	
4767	26.11.2025	13:44:40:67 odp.	7869.68	1.18275E-007	6.21084E-008	4.76668E-008	1.66186E-008	1.20291E-008	9.35826E-010	1.769E-007	
4768	26.11.2025	13:44:42:39 odp.	7871.39	1.18095E-007	6.21316E-008	4.7676E-008	1.66225E-008	1.20828E-008	9.35045E-010	1.8E-007	
4769	26.11.2025	13:44:44:05 odp.	7873.05	1.18095E-007	6.2233E-008	4.77248E-008	1.66107E-008	1.20755E-008	9.35228E-010	1.803E-007	
4770	26.11.2025	13:44:45:70 odp.	7874.7	1.1801E-007	6.22207E-008	4.77485E-008	1.66191E-008	1.20566E-008	9.36009E-010	1.803E-007	
4771	26.11.2025	13:44:47:35 odp.	7876.36	1.17997E-007	6.22769E-008	4.77702E-008	1.66427E-008	1.20458E-008	9.36778E-010	1.816E-007	
4772	26.11.2025	13:44:49:01 odp.	7878.01	1.18034E-007	6.23233E-008	4.78279E-008	1.66516E-008	1.20633E-008	9.34202E-010	1.82E-007	
4773	26.11.2025	13:44:50:66 odp.	7879.66	1.1774E-007	6.25027E-008	4.78993E-008	1.66812E-008	1.20926E-008	9.28477E-010	1.8E-007	
4774	26.11.2025	13:44:52:31 odp.	7881.32	1.17898E-007	6.25821E-008	4.80032E-008	1.67128E-008	1.21072E-008	9.31395E-010	1.8E-007	
4775	26.11.2025	13:44:53:96 odp.	7882.97	1.17801E-007	6.25796E-008	4.79805E-008	1.66881E-008	1.21085E-008	9.25889E-010	1.792E-007	
4776	26.11.2025	13:44:55:61 odp.	7884.61	1.17789E-007	6.24844E-008	4.78708E-008	1.66578E-008	1.20523E-008	9.32396E-010	1.8E-007	
4777	26.11.2025	13:44:57:26 odp.	7886.26	1.17801E-007	6.22598E-008	4.77234E-008	1.66102E-008	1.2043E-008	9.29478E-010	1.79E-007	
4778	26.11.2025	13:44:58:91 odp.	7887.91	1.17768E-007	6.21224E-008	4.75946E-008	1.6565E-008	1.2012E-008	9.37083E-010	1.807E-007	
4779	26.11.2025	13:45:00:57 odp.	7889.58	1.17984E-007	6.20343E-008	4.75004E-008	1.65264E-008	1.19925E-008	9.37206E-010	1.798E-007	
4780	26.11.2025	13:45:02:23 odp.	7891.24	1.17998E-007	6.19473E-008	4.74364E-008	1.65025E-008	1.19632E-008	9.36522E-010	1.798E-007	
4781	26.11.2025	13:45:03:95 odp.	7892.95	1.1802E-007	6.18716E-008	4.73629E-008	1.64831E-008	1.19602E-008	9.32847E-010	1.786E-007	
4782	26.11.2025	13:45:05:60 odp.	7894.6	1.17959E-007	6.18887E-008	4.73402E-008	1.64628E-008	1.19498E-008	9.36827E-010	1.783E-007	
4783	26.11.2025	13:45:07:25 odp.	7896.25	1.17889E-007	6.17678E-008	4.72953E-008	1.64674E-008	1.19546E-008	9.33055E-010	1.8E-007	
4784	26.11.2025	13:45:08:90 odp.	7897.9	1.17925E-007	6.17886E-008	4.73011E-008	1.6455E-008	1.19473E-008	9.37132E-010	1.809E-007	
4785	26.11.2025	13:45:10:55 odp.	7899.56	1.17898E-007	6.18252E-008	4.7301E-008	1.64607E-008	1.19473E-008	9.38512E-010	1.803E-007	
4786	26.11.2025	13:45:12:27 odp.	7901.28	1.17837E-007	6.18472E-008	4.73294E-008	1.6482E-008	1.19577E-008	9.31734E-010	1.792E-007	
4787	26.11.2025	13:45:13:92 odp.	7902.93	1.17911E-007	6.18338E-008	4.73213E-008	1.64692E-008	1.19505E-008	9.33006E-010	1.794E-007	
4788	26.11.2025	13:45:15:64 odp.	7904.64	1.17935E-007	6.19815E-008	4.73336E-008	1.64583E-008	1.19596E-008	9.35619E-010	1.794E-007	
4789	26.11.2025	13:45:17:35 odp.	7906.35	1.1807E-007	6.19656E-008	4.73505E-008	1.64639E-008	1.19449E-008	9.28514E-010	1.807E-007	
4790	26.11.2025	13:45:19:00 odp.	7908	1.17925E-007	6.199E-008	4.73545E-008	1.6473E-008	1.19766E-008	9.3325E-010	1.79E-007	
4791	26.11.2025	13:45:20:65 odp.	7909.65	1.18094E-007	6.20132E-008	4.73365E-008	1.64718E-008	1.19686E-008	9.35801E-010	1.809E-007	
4792	26.11.2025	13:45:22:36 odp.	7911.37	1.18048E-007	6.19656E-008	4.73395E-008	1.64555E-008	1.19613E-008	9.35655E-010	1.79E-007	
4793	26.11.2025	13:45:24:02 odp.	7913.02	1.18023E-007	6.19535E-008	4.73219E-008	1.644E-008	1.19546E-008	9.343E-010	1.803E-007	
4794	26.11.2025	13:45:25:67 odp.	7914.68	1.1801E-007	6.1868E-008	4.72263E-008	1.64258E-008	1.1929E-008	9.37499E-010	1.805E-007	
4795	26.11.2025	13:45:27:33 odp.	7916.33	1.18082E-007	6.18704E-008	4.71908E-008	1.64066E-008	1.19107E-008	9.3596E-010	1.807E-007	
4796	26.11.2025	13:45:28:97 odp.	7917.98	1.18036E-007	6.18789E-008	4.71834E-008	1.63965E-008	1.19351E-008	9.32957E-010	1.798E-007	
4797	26.11.2025	13:45:30:63 odp.	7919.63	1.18045E-007	6.18851E-008	4.71464E-008	1.64007E-008	1.19168E-008	9.34552E-010	1.816E-007	
4798	26.11.2025	13:45:32:34 odp.	7921.34	1.1802E-007	6.18326E-008	4.71883E-008	1.63999E-008	1.19205E-008	9.38951E-010	1.796E-007	
4799	26.11.2025	13:45:34:05 odp.	7923.05	1.18059E-007	6.19009E-008	4.72286E-008	1.64268E-008	1.19168E-008	9.3253E-010	1.803E-007	
4800	26.11.2025	13:45:35:70 odp.	7924.7	1.17959E-007	6.19205E-008	4.72396E-008	1.64339E-008	1.19369E-008	9.3618E-010	1.805E-007	
4801	26.11.2025	13:45:37:36 odp.	7926.36	1.17817E-007	6.20023E-008	4.72842E-008	1.64435E-008	1.19754E-008	9.34361E-010	1.798E-007	
4802	26.11.2025	13:45:39:07 odp.	7928.08	1.17764E-007	6.20841E-008	4.73424E-008	1.64635E-008	1.19559E-008	9.34886E-010	1.809E-007	
4803	26.11.2025	13:45:40:73 odp.	7929.73	1.17703E-007	6.22159E-008	4.73976E-008	1.64722E-008	1.19668E-008	9.3187E-010	1.805E-007	
4804	26.11.2025	13:45:42:37 odp.	7931.38	1.17532E-007	6.22684E-008	4.74435E-008	1.64941E-008	1.19925E-008	9.31053E-010	1.796E-007	
4805	26.11.2025	13:45:44:02 odp.	7933.03	1.17515E-007	6.22293E-008	4.74678E-008	1.6496E-008	1.19913E-008	9.35203E-010	1.8E-007	
4806	26.11.2025	13:45:45:67 odp.	7934.68	1.17459E-007	6.23758E-008	4.7476E-008	1.65039E-008	1.19879E-008	9.40648E-010	1.8E-007	
4807	26.11.2025	13:45:47:33 odp.	7936.33	1.17353E-007	6.23758E-008	4.75153E-008	1.65025E-008	1.20169E-008	9.37413E-010	1.796E-007	
4808	26.11.2025	13:45:49:04 odp.	7938.04	1.17361E-007	6.25288E-008	4.75564E-008	1.6531E-008	1.20047E-008	9.3629E-010	1.8E-007	
4809	26.11.2025	13:45:50:69 odp.	7939.69	1.17349E-007	6.24576E-008	4.7534E-008	1.652E-008	1.2012E-008	9.32371E-010	1.805E-007	
4810	26.11.2025	13:45:52:34 odp.	7941.34	1.17337E-007	6.24759E-008	4.75217E-008	1.6517E-008	1.2001E-008	9.3574E-010	1.805E-007	
4811	26.11.2025	13:45:54:05 odp.	7943.06	1.17239E-007	6.23941E-008	4.75044E-008	1.65094E-008	1.20012E-008	9.37938E-010	1.803E-007	
4812	26.11.2025	13:45:55:70 odp.	7944.71	1.17475E-007	6.24527E-008	4.7478E-008	1.65045E-008	1.20072E-008	9.3723E-010	1.8E-007	
4813	26.11.2025	13:45:57:41 odp.	7946.42	1.17434E-007	6.24478E-008	4.74992E-008	1.65106E-008	1.19975E-008	9.34898E-010	1.803E-007	
4814	26.11.2025	13:45:59:06 odp.	7948.07	1.17563E-007	6.24759E-008	4.75308E-008	1.65153E-008	1.20328E-008	9.30796E-010	1.803E-007	
4815	26.11.2025	13:46:00:71 odp.	7949.72	1.17386E-007	6.25064E-008	4.75429E-008	1.65003E-008	1.20181E-008	9.3646E-010	1.803E-007	
4816	26.11.2025	13:46:02:37 odp.	7951.37	1.17286E-007	6.25348E-008	4.7498E-008	1.64887E-008	1.19843E-008	9.30406E-010	1.811E-007	
4817	26.11.2025	13:46:04:02 odp.	7953.03	1.17303E-007	6.25027E-008	4.74751E-008	1.64822E-008	1.19974E-008	9.3098E-010	1.807E-007	
4818	26.11.2025	13:46:05:67 odp.	7954.68	1.17216E-007	6.24295E-008	4.74206E-008	1.64649E-008	1.2001E-008	9.35875E-010	1.803E-007	
4819	26.11.2025	13:46:07:33 odp.	7956.33	1.17344E-007	6.23501E-008	4.73592E-008	1.64418E-008	1.19843E-008	9.35337E-010	1.796E-007	
4820	26.11.2025	13:46:08:97 odp.	7957.98	1.17325E-007	6.23026E-008	4.72955E-008	1.64176E-008	1.19522E-008	9.35203E-010	1.8E-007	
4821	26.11.2025	13:46:10:63 odp.	7959.63	1.1719E-007	6.22116E-008	4.72049E-008	1.63837E-008	1.19522E-008	9.29893E-010	1.798E-007	
4822	26.11.2025	13:46:12:28 odp.	7961.28	1.17272E-007	6.21671E-008	4.71758E-008	1.63576E-008	1.19473E-008	9.2733E-010	1.807E-007	
4823	26.11.2025	13:46:13:93 odp.	7962.93	1.17361E-007	6.20303E-008	4.71506E-008	1.63481E-008	1.19021E-008	9.33617E-010	1.792E-007	
4824	26.11.2025	13:46:15:58 odp.	7964.58	1.17349E-007	6.20804E-008	4.70839E-008	1.63476E-008	1.19327E-008	9.29344E-010	1.8E-007	
4825	26.11.2025	13:46:17:23 odp.	7966.24	1.17386E-007	6.2095E-008	4.7087E-008	1.63552E-008	1.19229E-008	9.35509E-010	1.794E-007	
4826	26.11.2025	13:46:18:89 odp.	7967.89	1.17398E-007	6.21597E-008	4.71403E-008	1.63612E-008	1.19424E-008	9.36986E-010	1.794E-007	
4827	26.11.2025	13:46:20:54 odp.	7969.54	1.17337E-007	6.21719E-008	4.71743E-008	1.63718E-008	1.19375E-008	9.31773E-010	1.798E-007	
4828	26.11.2025	13:46:22:19 odp.	7971.2	1.17298E-007	6.22586E-008	4.72231E-008	1.63979E-008	1.19705E-008	9.34191E-010	1.807E-007	
