Sourcefile	20130529 155438 Tomas CO2+ethylene_faraday.qmp
Exporttime	29.5.2013 18:15:54

Start Time	29.5.2013 15:54:55,413
End Time  	29.5.2013 18:15:54,098

		14			26			32			40			44	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	
29.5.2013 15:54:55	0,000	2,420526e-011	29.5.2013 15:54:56	0,593	1,397536e-012	29.5.2013 15:54:56	1,163	2,272388e-010	29.5.2013 15:54:57	1,733	2,081401e-011	29.5.2013 15:54:57	2,301	1,018093e-011	
29.5.2013 15:54:58	2,840	2,409095e-011	29.5.2013 15:54:58	3,380	1,270289e-012	29.5.2013 15:54:59	3,919	2,259846e-010	29.5.2013 15:54:59	4,458	2,072165e-011	29.5.2013 15:55:00	4,999	1,010484e-011	
29.5.2013 15:55:00	5,537	2,408012e-011	29.5.2013 15:55:01	6,078	1,271801e-012	29.5.2013 15:55:02	6,616	2,252625e-010	29.5.2013 15:55:02	7,155	2,063478e-011	29.5.2013 15:55:03	7,694	1,010118e-011	
29.5.2013 15:55:03	8,233	2,401205e-011	29.5.2013 15:55:04	8,774	1,274491e-012	29.5.2013 15:55:04	9,313	2,258244e-010	29.5.2013 15:55:05	9,854	2,069290e-011	29.5.2013 15:55:05	10,391	1,011647e-011	
29.5.2013 15:55:06	10,931	2,406161e-011	29.5.2013 15:55:06	11,471	1,291496e-012	29.5.2013 15:55:07	12,011	2,260609e-010	29.5.2013 15:55:07	12,549	2,068969e-011	29.5.2013 15:55:08	13,090	1,011678e-011	
29.5.2013 15:55:09	13,628	2,399484e-011	29.5.2013 15:55:09	14,168	1,302408e-012	29.5.2013 15:55:10	14,708	2,256690e-010	29.5.2013 15:55:10	15,246	2,068983e-011	29.5.2013 15:55:11	15,786	1,012450e-011	
29.5.2013 15:55:11	16,325	2,409886e-011	29.5.2013 15:55:12	16,864	1,293503e-012	29.5.2013 15:55:12	17,403	2,259056e-010	29.5.2013 15:55:13	17,943	2,073285e-011	29.5.2013 15:55:13	18,481	1,010936e-011	
29.5.2013 15:55:14	19,023	2,399655e-011	29.5.2013 15:55:14	19,563	1,293468e-012	29.5.2013 15:55:15	20,101	2,252857e-010	29.5.2013 15:55:16	20,640	2,070770e-011	29.5.2013 15:55:16	21,178	1,010850e-011	
29.5.2013 15:55:17	21,718	2,408629e-011	29.5.2013 15:55:17	22,257	1,296424e-012	29.5.2013 15:55:18	22,797	2,258915e-010	29.5.2013 15:55:18	23,336	2,072072e-011	29.5.2013 15:55:19	23,876	1,009925e-011	
29.5.2013 15:55:19	24,414	2,403794e-011	29.5.2013 15:55:20	24,954	1,288038e-012	29.5.2013 15:55:20	25,494	2,258110e-010	29.5.2013 15:55:21	26,033	2,071814e-011	29.5.2013 15:55:21	26,574	1,009455e-011	
29.5.2013 15:55:22	27,113	2,417952e-011	29.5.2013 15:55:23	27,652	1,286211e-012	29.5.2013 15:55:23	28,191	2,252018e-010	29.5.2013 15:55:24	28,731	2,065777e-011	29.5.2013 15:55:24	29,271	1,009242e-011	
29.5.2013 15:55:25	29,810	2,407996e-011	29.5.2013 15:55:25	30,351	1,285245e-012	29.5.2013 15:55:26	30,890	2,257664e-010	29.5.2013 15:55:26	31,428	2,071170e-011	29.5.2013 15:55:27	31,967	1,008603e-011	
29.5.2013 15:55:27	32,507	2,410161e-011	29.5.2013 15:55:28	33,047	1,280922e-012	29.5.2013 15:55:29	33,587	2,260356e-010	29.5.2013 15:55:29	34,125	2,066454e-011	29.5.2013 15:55:30	34,665	1,008576e-011	
29.5.2013 15:55:30	35,203	2,410214e-011	29.5.2013 15:55:31	35,745	1,283354e-012	29.5.2013 15:55:31	36,283	2,263005e-010	29.5.2013 15:55:32	36,823	2,094510e-011	29.5.2013 15:55:32	37,360	1,016225e-011	
29.5.2013 15:55:33	37,899	2,381901e-011	29.5.2013 15:55:33	38,441	1,279248e-012	29.5.2013 15:55:34	38,979	2,256837e-010	29.5.2013 15:55:34	39,521	2,070422e-011	29.5.2013 15:55:35	40,058	1,007896e-011	
29.5.2013 15:55:36	40,597	2,399911e-011	29.5.2013 15:55:36	41,136	1,277551e-012	29.5.2013 15:55:37	41,676	2,257132e-010	29.5.2013 15:55:37	42,216	2,071655e-011	29.5.2013 15:55:38	42,756	1,009355e-011	
29.5.2013 15:55:38	43,294	2,416103e-011	29.5.2013 15:55:39	43,836	1,272537e-012	29.5.2013 15:55:39	44,376	2,261738e-010	29.5.2013 15:55:40	44,916	2,066260e-011	29.5.2013 15:55:40	45,457	1,008723e-011	
29.5.2013 15:55:41	45,997	2,414507e-011	29.5.2013 15:55:41	46,538	1,266583e-012	29.5.2013 15:55:42	47,076	2,252530e-010	29.5.2013 15:55:43	47,616	2,067702e-011	29.5.2013 15:55:43	48,154	1,008124e-011	
29.5.2013 15:55:44	48,694	2,411180e-011	29.5.2013 15:55:44	49,234	1,271060e-012	29.5.2013 15:55:45	49,773	2,259404e-010	29.5.2013 15:55:45	50,312	2,070710e-011	29.5.2013 15:55:46	50,851	1,007503e-011	
29.5.2013 15:55:46	51,391	2,404194e-011	29.5.2013 15:55:47	51,930	1,263716e-012	29.5.2013 15:55:47	52,470	2,247691e-010	29.5.2013 15:55:48	53,008	2,060249e-011	29.5.2013 15:55:48	53,549	1,008604e-011	
29.5.2013 15:55:49	54,087	2,414641e-011	29.5.2013 15:55:50	54,627	1,266835e-012	29.5.2013 15:55:50	55,165	2,260555e-010	29.5.2013 15:55:51	55,705	2,069741e-011	29.5.2013 15:55:51	56,242	1,008369e-011	
29.5.2013 15:55:52	56,782	2,418170e-011	29.5.2013 15:55:52	57,322	1,264105e-012	29.5.2013 15:55:53	57,861	2,253049e-010	29.5.2013 15:55:53	58,402	2,068597e-011	29.5.2013 15:55:54	58,940	1,007032e-011	
29.5.2013 15:55:54	59,482	2,412810e-011	29.5.2013 15:55:55	60,022	1,264357e-012	29.5.2013 15:55:55	60,562	2,263185e-010	29.5.2013 15:55:56	61,101	2,072149e-011	29.5.2013 15:55:57	61,641	1,006828e-011	
29.5.2013 15:55:57	62,179	2,413731e-011	29.5.2013 15:55:58	62,720	1,260670e-012	29.5.2013 15:55:58	63,260	2,261161e-010	29.5.2013 15:55:59	63,799	2,072608e-011	29.5.2013 15:55:59	64,340	1,006913e-011	
29.5.2013 15:56:00	64,878	2,409200e-011	29.5.2013 15:56:00	65,419	1,258083e-012	29.5.2013 15:56:01	65,958	2,260700e-010	29.5.2013 15:56:01	66,499	2,069869e-011	29.5.2013 15:56:02	67,038	1,007361e-011	
29.5.2013 15:56:02	67,578	2,420285e-011	29.5.2013 15:56:03	68,118	1,255529e-012	29.5.2013 15:56:04	68,658	2,261512e-010	29.5.2013 15:56:04	69,197	2,063686e-011	29.5.2013 15:56:05	69,736	1,008021e-011	
29.5.2013 15:56:05	70,275	2,406522e-011	29.5.2013 15:56:06	70,814	1,255676e-012	29.5.2013 15:56:06	71,354	2,259883e-010	29.5.2013 15:56:07	71,892	2,066134e-011	29.5.2013 15:56:07	72,432	1,008427e-011	
29.5.2013 15:56:08	72,970	2,417315e-011	29.5.2013 15:56:08	73,512	1,249852e-012	29.5.2013 15:56:09	74,048	2,260402e-010	29.5.2013 15:56:09	74,586	2,070775e-011	29.5.2013 15:56:10	75,125	1,005817e-011	
29.5.2013 15:56:11	75,663	2,407862e-011	29.5.2013 15:56:11	76,204	1,249978e-012	29.5.2013 15:56:12	76,741	2,252332e-010	29.5.2013 15:56:12	77,283	2,064706e-011	29.5.2013 15:56:13	77,822	1,005021e-011	
29.5.2013 15:56:13	78,361	2,415489e-011	29.5.2013 15:56:14	78,900	1,249138e-012	29.5.2013 15:56:14	79,441	2,260703e-010	29.5.2013 15:56:15	79,981	2,070123e-011	29.5.2013 15:56:15	80,523	1,004538e-011	
29.5.2013 15:56:16	81,062	2,419112e-011	29.5.2013 15:56:17	81,602	1,239400e-012	29.5.2013 15:56:17	82,142	2,253766e-010	29.5.2013 15:56:18	82,680	2,065197e-011	29.5.2013 15:56:18	83,219	1,003840e-011	
29.5.2013 15:56:19	83,758	2,413994e-011	29.5.2013 15:56:19	84,300	1,246156e-012	29.5.2013 15:56:20	84,839	2,260777e-010	29.5.2013 15:56:20	85,380	2,069582e-011	29.5.2013 15:56:21	85,918	1,003482e-011	
29.5.2013 15:56:21	86,457	2,417021e-011	29.5.2013 15:56:22	86,998	1,241201e-012	29.5.2013 15:56:22	87,538	2,262456e-010	29.5.2013 15:56:23	88,077	2,065168e-011	29.5.2013 15:56:24	88,615	1,001929e-011	
29.5.2013 15:56:24	89,154	2,415175e-011	29.5.2013 15:56:25	89,694	1,238733e-012	29.5.2013 15:56:25	90,234	2,263387e-010	29.5.2013 15:56:26	90,772	2,070581e-011	29.5.2013 15:56:26	91,313	1,001431e-011	
29.5.2013 15:56:27	91,852	2,417410e-011	29.5.2013 15:56:27	92,394	1,237669e-012	29.5.2013 15:56:28	92,931	2,261262e-010	29.5.2013 15:56:28	93,472	2,070462e-011	29.5.2013 15:56:29	94,011	1,001425e-011	
29.5.2013 15:56:29	94,552	2,408298e-011	29.5.2013 15:56:30	95,093	1,234486e-012	29.5.2013 15:56:31	95,630	2,253184e-010	29.5.2013 15:56:31	96,171	2,064088e-011	29.5.2013 15:56:32	96,709	1,001584e-011	
29.5.2013 15:56:32	97,248	2,420773e-011	29.5.2013 15:56:33	97,786	1,234150e-012	29.5.2013 15:56:33	98,327	2,253007e-010	29.5.2013 15:56:34	98,866	2,063691e-011	29.5.2013 15:56:34	99,405	1,001169e-011	
29.5.2013 15:56:35	99,945	2,418916e-011	29.5.2013 15:56:35	100,485	1,229427e-012	29.5.2013 15:56:36	101,025	2,261129e-010	29.5.2013 15:56:36	101,564	2,067954e-011	29.5.2013 15:56:37	102,103	1,001221e-011	
29.5.2013 15:56:38	102,641	2,410600e-011	29.5.2013 15:56:38	103,183	1,230011e-012	29.5.2013 15:56:39	103,721	2,250699e-010	29.5.2013 15:56:39	104,261	2,060771e-011	29.5.2013 15:56:40	104,802	1,000815e-011	
29.5.2013 15:56:40	105,342	2,418440e-011	29.5.2013 15:56:41	105,880	1,228799e-012	29.5.2013 15:56:41	106,421	2,258485e-010	29.5.2013 15:56:42	106,961	2,065270e-011	29.5.2013 15:56:42	107,500	1,000076e-011	
29.5.2013 15:56:43	108,041	2,422546e-011	29.5.2013 15:56:43	108,579	1,221044e-012	29.5.2013 15:56:44	109,119	2,251990e-010	29.5.2013 15:56:45	109,659	2,059483e-011	29.5.2013 15:56:45	110,199	1,000076e-011	
29.5.2013 15:56:46	110,737	2,420244e-011	29.5.2013 15:56:46	111,279	1,224139e-012	29.5.2013 15:56:47	111,818	2,258506e-010	29.5.2013 15:56:47	112,358	2,063539e-011	29.5.2013 15:56:48	112,896	9,993897e-012	
29.5.2013 15:56:48	113,435	2,421066e-011	29.5.2013 15:56:49	113,975	1,220622e-012	29.5.2013 15:56:49	114,513	2,260191e-010	29.5.2013 15:56:50	115,053	2,059891e-011	29.5.2013 15:56:51	115,590	9,995146e-012	
29.5.2013 15:56:51	116,129	2,412090e-011	29.5.2013 15:56:52	116,667	1,223939e-012	29.5.2013 15:56:52	117,206	2,258107e-010	29.5.2013 15:56:53	117,744	2,064265e-011	29.5.2013 15:56:53	118,283	9,981960e-012	
29.5.2013 15:56:54	118,823	2,422256e-011	29.5.2013 15:56:54	119,364	1,220061e-012	29.5.2013 15:56:55	119,904	2,262162e-010	29.5.2013 15:56:55	120,444	2,063765e-011	29.5.2013 15:56:56	120,987	9,984924e-012	
29.5.2013 15:56:56	121,525	2,422736e-011	29.5.2013 15:56:57	122,066	1,217821e-012	29.5.2013 15:56:58	122,604	2,260929e-010	29.5.2013 15:56:58	123,144	2,067103e-011	29.5.2013 15:56:59	123,682	9,986173e-012	
29.5.2013 15:56:59	124,222	2,417940e-011	29.5.2013 15:57:00	124,762	1,214622e-012	29.5.2013 15:57:00	125,301	2,259383e-010	29.5.2013 15:57:01	125,838	2,064724e-011	29.5.2013 15:57:01	126,377	9,980165e-012	
29.5.2013 15:57:02	126,915	2,426300e-011	29.5.2013 15:57:02	127,455	1,198317e-012	29.5.2013 15:57:03	127,995	2,248816e-010	29.5.2013 15:57:03	128,534	2,055506e-011	29.5.2013 15:57:04	129,074	9,967858e-012	
29.5.2013 15:57:05	129,614	2,417742e-011	29.5.2013 15:57:05	130,153	1,208119e-012	29.5.2013 15:57:06	130,693	2,251975e-010	29.5.2013 15:57:06	131,231	2,060554e-011	29.5.2013 15:57:07	131,770	9,978422e-012	
29.5.2013 15:57:07	132,311	2,420886e-011	29.5.2013 15:57:08	132,850	1,213394e-012	29.5.2013 15:57:08	133,388	2,261741e-010	29.5.2013 15:57:09	133,928	2,063374e-011	29.5.2013 15:57:09	134,467	9,974480e-012	
29.5.2013 15:57:10	135,007	2,416536e-011	29.5.2013 15:57:10	135,545	1,208164e-012	29.5.2013 15:57:11	136,085	2,250687e-010	29.5.2013 15:57:12	136,623	2,056180e-011	29.5.2013 15:57:12	137,165	9,966330e-012	
29.5.2013 15:57:13	137,705	2,422989e-011	29.5.2013 15:57:13	138,243	1,203419e-012	29.5.2013 15:57:14	138,782	2,257682e-010	29.5.2013 15:57:14	139,323	2,062412e-011	29.5.2013 15:57:15	139,863	9,968292e-012	
29.5.2013 15:57:15	140,402	2,427005e-011	29.5.2013 15:57:16	140,942	1,207241e-012	29.5.2013 15:57:16	141,481	2,253793e-010	29.5.2013 15:57:17	142,020	2,055252e-011	29.5.2013 15:57:17	142,558	9,970429e-012	
29.5.2013 15:57:18	143,099	2,415917e-011	29.5.2013 15:57:19	143,637	1,202592e-012	29.5.2013 15:57:19	144,176	2,256196e-010	29.5.2013 15:57:20	144,715	2,061359e-011	29.5.2013 15:57:20	145,255	9,962827e-012	
29.5.2013 15:57:21	145,794	2,427450e-011	29.5.2013 15:57:21	146,334	1,200372e-012	29.5.2013 15:57:22	146,872	2,260528e-010	29.5.2013 15:57:22	147,410	2,062833e-011	29.5.2013 15:57:23	147,950	9,957484e-012	
29.5.2013 15:57:23	148,488	2,416758e-011	29.5.2013 15:57:24	149,028	1,198469e-012	29.5.2013 15:57:24	149,567	2,258271e-010	29.5.2013 15:57:25	150,107	2,062938e-011	29.5.2013 15:57:26	150,647	9,946918e-012	
29.5.2013 15:57:26	151,186	2,425205e-011	29.5.2013 15:57:27	151,726	1,199475e-012	29.5.2013 15:57:27	152,265	2,260978e-010	29.5.2013 15:57:28	152,804	2,065267e-011	29.5.2013 15:57:28	153,343	9,948266e-012	
29.5.2013 15:57:29	153,884	2,417639e-011	29.5.2013 15:57:29	154,424	1,197677e-012	29.5.2013 15:57:30	154,965	2,251905e-010	29.5.2013 15:57:30	155,505	2,061848e-011	29.5.2013 15:57:31	156,047	9,951322e-012	
