Sourcefile	20130524 151844 Tomas CO2+ethylene_faraday.qmp													
Exporttime	24.5.2013 17:40:45													
														
Start Time	24.5.2013 15:18:55,606													
End Time  	24.5.2013 17:40:45,656													
														
		14			26			32			40			44
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]
24.5.2013 15:59:57	2462,136	1,512996E-012	24.5.2013 15:59:58	2462,678	9,435166E-013	24.5.2013 15:59:58	2463,216	4,451156E-012	24.5.2013 15:59:59	2463,758	8,224651E-013	24.5.2013 15:59:59	2464,296	1,453178E-012
24.5.2013 16:00:00	2464,837	1,515368E-012	24.5.2013 16:00:00	2465,377	9,468103E-013	24.5.2013 16:00:01	2465,916	4,45301E-012	24.5.2013 16:00:02	2466,455	8,249747E-013	24.5.2013 16:00:02	2466,996	1,427037E-012
24.5.2013 16:00:03	2467,536	1,510445E-012	24.5.2013 16:00:03	2468,074	9,459018E-013	24.5.2013 16:00:04	2468,614	4,44769E-012	24.5.2013 16:00:04	2469,152	8,225347E-013	24.5.2013 16:00:05	2469,692	1,446701E-012
24.5.2013 16:00:05	2470,231	1,512877E-012	24.5.2013 16:00:06	2470,772	9,433111E-013	24.5.2013 16:00:06	2471,31	4,44872E-012	24.5.2013 16:00:07	2471,849	8,176579E-013	24.5.2013 16:00:07	2472,388	1,364919E-012
24.5.2013 16:00:08	2472,928	1,51183E-012	24.5.2013 16:00:09	2473,468	9,450353E-013	24.5.2013 16:00:09	2474,009	4,442301E-012	24.5.2013 16:00:10	2474,549	8,145803E-013	24.5.2013 16:00:10	2475,09	1,361151E-012
24.5.2013 16:00:11	2475,629	1,517056E-012	24.5.2013 16:00:11	2476,169	9,459578E-013	24.5.2013 16:00:12	2476,711	4,445124E-012	24.5.2013 16:00:12	2477,251	8,263138E-013	24.5.2013 16:00:13	2477,79	1,361525E-012
24.5.2013 16:00:13	2478,328	1,519368E-012	24.5.2013 16:00:14	2478,869	9,441893E-013	24.5.2013 16:00:15	2479,407	4,440379E-012	24.5.2013 16:00:15	2479,949	8,206673E-013	24.5.2013 16:00:16	2480,487	1,361453E-012
24.5.2013 16:00:16	2481,025	1,514061E-012	24.5.2013 16:00:17	2481,567	9,454891E-013	24.5.2013 16:00:17	2482,106	4,441484E-012	24.5.2013 16:00:18	2482,645	8,226498E-013	24.5.2013 16:00:18	2483,185	1,359233E-012
24.5.2013 16:00:19	2483,725	1,514358E-012	24.5.2013 16:00:19	2484,265	9,450676E-013	24.5.2013 16:00:20	2484,804	4,439986E-012	24.5.2013 16:00:20	2485,343	8,190277E-013	24.5.2013 16:00:21	2485,882	1,358945E-012
24.5.2013 16:00:22	2486,421	1,512783E-012	24.5.2013 16:00:22	2486,963	9,47078E-013	24.5.2013 16:00:23	2487,503	4,440115E-012	24.5.2013 16:00:23	2488,042	8,222945E-013	24.5.2013 16:00:24	2488,582	1,35919E-012
24.5.2013 16:00:24	2489,12	1,516003E-012	24.5.2013 16:00:25	2489,661	9,461695E-013	24.5.2013 16:00:25	2490,199	4,4426E-012	24.5.2013 16:00:26	2490,739	8,245993E-013	24.5.2013 16:00:26	2491,277	1,361811E-012
24.5.2013 16:00:27	2491,818	1,513873E-012	24.5.2013 16:00:27	2492,356	9,477093E-013	24.5.2013 16:00:28	2492,897	4,437214E-012	24.5.2013 16:00:29	2493,435	8,215254E-013	24.5.2013 16:00:29	2493,975	1,361327E-012
24.5.2013 16:00:30	2494,514	1,514965E-012	24.5.2013 16:00:30	2495,055	9,459266E-013	24.5.2013 16:00:31	2495,594	4,439034E-012	24.5.2013 16:00:31	2496,132	8,20615E-013	24.5.2013 16:00:32	2496,673	1,356782E-012
24.5.2013 16:00:32	2497,21	1,5191E-012	24.5.2013 16:00:33	2497,749	9,439915E-013	24.5.2013 16:00:33	2498,289	4,435279E-012	24.5.2013 16:00:34	2498,829	8,305782E-013	24.5.2013 16:00:34	2499,367	1,358052E-012
24.5.2013 16:00:35	2499,906	1,515868E-012	24.5.2013 16:00:36	2500,446	9,486418E-013	24.5.2013 16:00:36	2500,986	4,436028E-012	24.5.2013 16:00:37	2501,526	8,212743E-013	24.5.2013 16:00:37	2502,065	1,356668E-012
24.5.2013 16:00:38	2502,605	1,515346E-012	24.5.2013 16:00:38	2503,144	9,481943E-013	24.5.2013 16:00:39	2503,685	4,435217E-012	24.5.2013 16:00:39	2504,225	8,228081E-013	24.5.2013 16:00:40	2504,765	1,352549E-012
24.5.2013 16:00:40	2505,302	1,514529E-012	24.5.2013 16:00:41	2505,842	9,497469E-013	24.5.2013 16:00:41	2506,382	4,435789E-012	24.5.2013 16:00:42	2506,923	8,197732E-013	24.5.2013 16:00:43	2507,463	1,354527E-012
24.5.2013 16:00:43	2508,003	1,516225E-012	24.5.2013 16:00:44	2508,544	9,469915E-013	24.5.2013 16:00:44	2509,082	4,439493E-012	24.5.2013 16:00:45	2509,625	8,210502E-013	24.5.2013 16:00:45	2510,164	1,3564E-012
24.5.2013 16:00:46	2510,703	1,517773E-012	24.5.2013 16:00:46	2511,242	9,477737E-013	24.5.2013 16:00:47	2511,78	4,43523E-012	24.5.2013 16:00:47	2512,32	8,227402E-013	24.5.2013 16:00:48	2512,86	1,352792E-012
24.5.2013 16:00:49	2513,398	1,517101E-012	24.5.2013 16:00:49	2513,94	9,408253E-013	24.5.2013 16:00:50	2514,481	4,436217E-012	24.5.2013 16:00:50	2515,019	8,232569E-013	24.5.2013 16:00:51	2515,559	1,889758E-012
24.5.2013 16:00:51	2516,099	1,505216E-012	24.5.2013 16:00:52	2516,64	9,464926E-013	24.5.2013 16:00:52	2517,178	4,494832E-012	24.5.2013 16:00:53	2517,717	8,239261E-013	24.5.2013 16:00:53	2518,256	1,366083E-012
24.5.2013 16:00:54	2518,797	1,509251E-012	24.5.2013 16:00:54	2519,336	9,505415E-013	24.5.2013 16:00:55	2519,877	4,45935E-012	24.5.2013 16:00:56	2520,416	8,258074E-013	24.5.2013 16:00:56	2520,956	1,35914E-012
24.5.2013 16:00:57	2521,496	1,513264E-012	24.5.2013 16:00:57	2522,036	9,464659E-013	24.5.2013 16:00:58	2522,575	4,447168E-012	24.5.2013 16:00:58	2523,114	8,23474E-013	24.5.2013 16:00:59	2523,653	1,36056E-012
24.5.2013 16:00:59	2524,192	1,514812E-012	24.5.2013 16:01:00	2524,733	9,469794E-013	24.5.2013 16:01:00	2525,272	4,443605E-012	24.5.2013 16:01:01	2525,813	8,213885E-013	24.5.2013 16:01:01	2526,352	1,352306E-012
24.5.2013 16:01:02	2526,892	1,514391E-012	24.5.2013 16:01:03	2527,432	9,468483E-013	24.5.2013 16:01:03	2527,972	4,434598E-012	24.5.2013 16:01:04	2528,511	8,226419E-013	24.5.2013 16:01:04	2529,051	1,350703E-012
24.5.2013 16:01:05	2529,591	1,509266E-012	24.5.2013 16:01:05	2530,13	9,455027E-013	24.5.2013 16:01:06	2530,673	4,43679E-012	24.5.2013 16:01:06	2531,211	8,197038E-013	24.5.2013 16:01:07	2531,752	1,347017E-012
24.5.2013 16:01:07	2532,29	1,51324E-012	24.5.2013 16:01:08	2532,831	9,464903E-013	24.5.2013 16:01:08	2533,369	4,430559E-012	24.5.2013 16:01:09	2533,908	8,248544E-013	24.5.2013 16:01:10	2534,447	1,350067E-012
24.5.2013 16:01:10	2534,986	1,514503E-012	24.5.2013 16:01:11	2535,529	9,453548E-013	24.5.2013 16:01:11	2536,068	4,433442E-012	24.5.2013 16:01:12	2536,609	8,220994E-013	24.5.2013 16:01:12	2537,147	1,353651E-012
24.5.2013 16:01:13	2537,686	1,514021E-012	24.5.2013 16:01:13	2538,225	9,45328E-013	24.5.2013 16:01:14	2538,765	4,429254E-012	24.5.2013 16:01:14	2539,304	8,236948E-013	24.5.2013 16:01:15	2539,843	1,350867E-012
24.5.2013 16:01:15	2540,382	1,516805E-012	24.5.2013 16:01:16	2540,926	9,454437E-013	24.5.2013 16:01:17	2541,467	4,434026E-012	24.5.2013 16:01:17	2542,005	8,212809E-013	24.5.2013 16:01:18	2542,546	1,348522E-012
24.5.2013 16:01:18	2543,086	1,515236E-012	24.5.2013 16:01:19	2543,627	9,435525E-013	24.5.2013 16:01:19	2544,167	4,427463E-012	24.5.2013 16:01:20	2544,707	8,176757E-013	24.5.2013 16:01:20	2545,246	1,349503E-012
24.5.2013 16:01:21	2545,785	1,510411E-012	24.5.2013 16:01:21	2546,324	9,490993E-013	24.5.2013 16:01:22	2546,864	4,427447E-012	24.5.2013 16:01:23	2547,404	8,203616E-013	24.5.2013 16:01:23	2547,943	1,342028E-012
24.5.2013 16:01:24	2548,483	1,510878E-012	24.5.2013 16:01:24	2549,021	9,457782E-013	24.5.2013 16:01:25	2549,562	4,424253E-012	24.5.2013 16:01:25	2550,102	8,233145E-013	24.5.2013 16:01:26	2550,641	1,346614E-012
24.5.2013 16:01:26	2551,179	1,514415E-012	24.5.2013 16:01:27	2551,72	9,452265E-013	24.5.2013 16:01:27	2552,259	4,42835E-012	24.5.2013 16:01:28	2552,8	8,204519E-013	24.5.2013 16:01:28	2553,34	1,344992E-012
24.5.2013 16:01:29	2553,88	1,511635E-012	24.5.2013 16:01:30	2554,421	9,458456E-013	24.5.2013 16:01:30	2554,961	4,430728E-012	24.5.2013 16:01:31	2555,502	8,189217E-013	24.5.2013 16:01:31	2556,04	1,345382E-012
24.5.2013 16:01:32	2556,579	1,514942E-012	24.5.2013 16:01:32	2557,119	9,483448E-013	24.5.2013 16:01:33	2557,658	4,424927E-012	24.5.2013 16:01:33	2558,198	8,214754E-013	24.5.2013 16:01:34	2558,738	1,344329E-012
24.5.2013 16:01:34	2559,276	1,518737E-012	24.5.2013 16:01:35	2559,818	9,495328E-013	24.5.2013 16:01:35	2560,356	4,423199E-012	24.5.2013 16:01:36	2560,899	8,19949E-013	24.5.2013 16:01:37	2561,44	1,342897E-012
24.5.2013 16:01:37	2561,979	1,514662E-012	24.5.2013 16:01:38	2562,519	9,47051E-013	24.5.2013 16:01:38	2563,057	4,42697E-012	24.5.2013 16:01:39	2563,597	8,212189E-013	24.5.2013 16:01:39	2564,136	1,345915E-012
24.5.2013 16:01:40	2564,676	1,514944E-012	24.5.2013 16:01:40	2565,216	9,502441E-013	24.5.2013 16:01:41	2565,755	4,423817E-012	24.5.2013 16:01:41	2566,294	8,234066E-013	24.5.2013 16:01:42	2566,836	1,341644E-012
24.5.2013 16:01:42	2567,375	1,517382E-012	24.5.2013 16:01:43	2567,917	9,456424E-013	24.5.2013 16:01:44	2568,457	4,420552E-012	24.5.2013 16:01:44	2568,997	8,21653E-013	24.5.2013 16:01:45	2569,536	1,339504E-012
24.5.2013 16:01:45	2570,075	1,516882E-012	24.5.2013 16:01:46	2570,616	9,458469E-013	24.5.2013 16:01:46	2571,155	4,420235E-012	24.5.2013 16:01:47	2571,695	8,209574E-013	24.5.2013 16:01:47	2572,235	1,337318E-012
24.5.2013 16:01:48	2572,776	1,512345E-012	24.5.2013 16:01:48	2573,315	9,523768E-013	24.5.2013 16:01:49	2573,856	4,418998E-012	24.5.2013 16:01:50	2574,397	8,193362E-013	24.5.2013 16:01:50	2574,934	1,339807E-012
24.5.2013 16:01:51	2575,475	1,511457E-012	24.5.2013 16:01:51	2576,015	9,513646E-013	24.5.2013 16:01:52	2576,555	4,422067E-012	24.5.2013 16:01:52	2577,095	8,249477E-013	24.5.2013 16:01:53	2577,634	1,339957E-012
24.5.2013 16:01:53	2578,173	1,752408E-012	24.5.2013 16:01:54	2578,715	9,456429E-013	24.5.2013 16:01:54	2579,254	4,562069E-012	24.5.2013 16:01:55	2579,795	8,281217E-013	24.5.2013 16:01:55	2580,333	1,366676E-012
24.5.2013 16:01:56	2580,873	1,511088E-012	24.5.2013 16:01:57	2581,414	9,435174E-013	24.5.2013 16:01:57	2581,953	4,462202E-012	24.5.2013 16:01:58	2582,493	8,225397E-013	24.5.2013 16:01:58	2583,03	1,351613E-012
24.5.2013 16:01:59	2583,57	1,514177E-012	24.5.2013 16:01:59	2584,111	9,476659E-013	24.5.2013 16:02:00	2584,649	4,445657E-012	24.5.2013 16:02:00	2585,19	8,248963E-013	24.5.2013 16:02:01	2585,73	1,342201E-012
24.5.2013 16:02:01	2586,268	1,512514E-012	24.5.2013 16:02:02	2586,809	9,454632E-013	24.5.2013 16:02:02	2587,35	4,437241E-012	24.5.2013 16:02:03	2587,892	8,203436E-013	24.5.2013 16:02:04	2588,433	1,339839E-012
24.5.2013 16:02:04	2588,971	1,510457E-012	24.5.2013 16:02:05	2589,513	9,502669E-013	24.5.2013 16:02:05	2590,053	4,42833E-012	24.5.2013 16:02:06	2590,594	8,240953E-013	24.5.2013 16:02:06	2591,133	1,345911E-012
24.5.2013 16:02:07	2591,674	1,512587E-012	24.5.2013 16:02:07	2592,215	9,477357E-013	24.5.2013 16:02:08	2592,754	4,425955E-012	24.5.2013 16:02:08	2593,293	8,218393E-013	24.5.2013 16:02:09	2593,831	1,338889E-012
24.5.2013 16:02:09	2594,37	1,516448E-012	24.5.2013 16:02:10	2594,91	9,456354E-013	24.5.2013 16:02:11	2595,453	4,42258E-012	24.5.2013 16:02:11	2595,992	8,203007E-013	24.5.2013 16:02:12	2596,534	1,336276E-012
24.5.2013 16:02:12	2597,073	1,513778E-012	24.5.2013 16:02:13	2597,614	9,475782E-013	24.5.2013 16:02:13	2598,153	4,420098E-012	24.5.2013 16:02:14	2598,694	8,215505E-013	24.5.2013 16:02:14	2599,233	1,333543E-012
24.5.2013 16:02:15	2599,774	1,512901E-012	24.5.2013 16:02:15	2600,313	9,499672E-013	24.5.2013 16:02:16	2600,854	4,416109E-012	24.5.2013 16:02:17	2601,396	8,191351E-013	24.5.2013 16:02:17	2601,934	1,336449E-012
24.5.2013 16:02:18	2602,474	1,512147E-012	24.5.2013 16:02:18	2603,013	9,48834E-013	24.5.2013 16:02:19	2603,553	4,421103E-012	24.5.2013 16:02:19	2604,091	8,233048E-013	24.5.2013 16:02:20	2604,632	1,335503E-012
24.5.2013 16:02:20	2605,171	1,513683E-012	24.5.2013 16:02:21	2605,713	9,503006E-013	24.5.2013 16:02:21	2606,253	4,413654E-012	24.5.2013 16:02:22	2606,793	8,190922E-013	24.5.2013 16:02:22	2607,331	1,333464E-012
24.5.2013 16:02:23	2607,87	1,512519E-012	24.5.2013 16:02:24	2608,411	9,463363E-013	24.5.2013 16:02:24	2608,949	4,415472E-012	24.5.2013 16:02:25	2609,491	8,202618E-013	24.5.2013 16:02:25	2610,03	1,334423E-012
24.5.2013 16:02:26	2610,571	1,513457E-012	24.5.2013 16:02:26	2611,11	9,488628E-013	24.5.2013 16:02:27	2611,649	4,410805E-012	24.5.2013 16:02:27	2612,189	8,196963E-013	24.5.2013 16:02:28	2612,729	1,333659E-012
24.5.2013 16:02:28	2613,269	1,51559E-012	24.5.2013 16:02:29	2613,81	9,459154E-013	24.5.2013 16:02:29	2614,35	4,408373E-012	24.5.2013 16:02:30	2614,89	8,229787E-013	24.5.2013 16:02:31	2615,43	1,330834E-012
24.5.2013 16:02:31	2615,966	1,511665E-012	24.5.2013 16:02:32	2616,509	9,490772E-013	24.5.2013 16:02:32	2617,047	4,413808E-012	24.5.2013 16:02:33	2617,587	8,207119E-013	24.5.2013 16:02:33	2618,126	1,332497E-012
24.5.2013 16:02:34	2618,665	1,512993E-012	24.5.2013 16:02:34	2619,205	9,505259E-013	24.5.2013 16:02:35	2619,745	4,411282E-012	24.5.2013 16:02:35	2620,284	8,212479E-013	24.5.2013 16:02:36	2620,824	1,329076E-012
24.5.2013 16:02:36	2621,364	1,512254E-012	24.5.2013 16:02:37	2621,903	9,464479E-013	24.5.2013 16:02:38	2622,443	4,407829E-012	24.5.2013 16:02:38	2622,983	8,199577E-013	24.5.2013 16:02:39	2623,524	1,330059E-012
24.5.2013 16:02:39	2624,062	1,514635E-012	24.5.2013 16:02:40	2624,604	9,503233E-013	24.5.2013 16:02:40	2625,142	4,40937E-012	24.5.2013 16:02:41	2625,682	8,1866E-013	24.5.2013 16:02:41	2626,223	1,336329E-012
24.5.2013 16:02:42	2626,763	1,508732E-012	24.5.2013 16:02:42	2627,304	9,484814E-013	24.5.2013 16:02:43	2627,843	4,411773E-012	24.5.2013 16:02:43	2628,383	8,241506E-013	24.5.2013 16:02:44	2628,923	1,325203E-012
24.5.2013 16:02:45	2629,462	1,51653E-012	24.5.2013 16:02:45	2630,001	9,481043E-013	24.5.2013 16:02:46	2630,541	4,407658E-012	24.5.2013 16:02:46	2631,079	8,19947E-013	24.5.2013 16:02:47	2631,619	1,326547E-012
24.5.2013 16:02:47	2632,158	1,512938E-012	24.5.2013 16:02:48	2632,699	9,494691E-013	24.5.2013 16:02:48	2633,238	4,410684E-012	24.5.2013 16:02:49	2633,778	8,173004E-013	24.5.2013 16:02:49	2634,319	1,328548E-012
24.5.2013 16:02:50	2634,857	1,515749E-012	24.5.2013 16:02:51	2635,398	9,492121E-013	24.5.2013 16:02:51	2635,937	4,405577E-012	24.5.2013 16:02:52	2636,479	8,218002E-013	24.5.2013 16:02:52	2637,018	1,327696E-012
24.5.2013 16:02:53	2637,558	1,510548E-012	24.5.2013 16:02:53	2638,099	9,439664E-013	24.5.2013 16:02:54	2638,639	4,410915E-012	24.5.2013 16:02:54	2639,177	8,229099E-013	24.5.2013 16:02:55	2639,717	1,328998E-012
24.5.2013 16:02:55	2640,256	1,514656E-012	24.5.2013 16:02:56	2640,798	9,475731E-013	24.5.2013 16:02:56	2641,337	4,398591E-012	24.5.2013 16:02:57	2641,876	1,456197E-012	24.5.2013 16:02:58	2642,416	1,392101E-012
24.5.2013 16:02:58	2642,954	1,505466E-012	24.5.2013 16:02:59	2643,494	9,497933E-013	24.5.2013 16:02:59	2644,032	4,457791E-012	24.5.2013 16:03:00	2644,573	8,213927E-013	24.5.2013 16:03:00	2645,112	1,340575E-012
24.5.2013 16:03:01	2645,653	1,50676E-012	24.5.2013 16:03:01	2646,193	9,50001E-013	24.5.2013 16:03:02	2646,731	4,431034E-012	24.5.2013 16:03:02	2647,273	8,249206E-013	24.5.2013 16:03:03	2647,811	1,336786E-012
24.5.2013 16:03:03	2648,35	1,50873E-012	24.5.2013 16:03:04	2648,891	9,500533E-013	24.5.2013 16:03:05	2649,431	4,418245E-012	24.5.2013 16:03:05	2649,97	8,188656E-013	24.5.2013 16:03:06	2650,51	1,332206E-012
24.5.2013 16:03:06	2651,048	1,510386E-012	24.5.2013 16:03:07	2651,59	9,519155E-013	24.5.2013 16:03:07	2652,129	4,416076E-012	24.5.2013 16:03:08	2652,669	8,194408E-013	24.5.2013 16:03:08	2653,209	1,327797E-012
24.5.2013 16:03:09	2653,747	1,513087E-012	24.5.2013 16:03:09	2654,288	9,474304E-013	24.5.2013 16:03:10	2654,827	4,409756E-012	24.5.2013 16:03:10	2655,367	8,186667E-013	24.5.2013 16:03:11	2655,907	1,328319E-012
24.5.2013 16:03:12	2656,448	1,513133E-012	24.5.2013 16:03:12	2656,987	9,473148E-013	24.5.2013 16:03:13	2657,527	4,40932E-012	24.5.2013 16:03:13	2658,067	8,201461E-013	24.5.2013 16:03:14	2658,606	1,325354E-012
24.5.2013 16:03:14	2659,145	1,511949E-012	24.5.2013 16:03:15	2659,686	9,472653E-013	24.5.2013 16:03:15	2660,225	4,407373E-012	24.5.2013 16:03:16	2660,764	8,177051E-013	24.5.2013 16:03:16	2661,304	1,326519E-012
24.5.2013 16:03:17	2661,842	1,517253E-012	24.5.2013 16:03:17	2662,383	9,47974E-013	24.5.2013 16:03:18	2662,922	4,404949E-012	24.5.2013 16:03:19	2663,464	8,190249E-013	24.5.2013 16:03:19	2664,002	1,322196E-012
24.5.2013 16:03:20	2664,545	1,513091E-012	24.5.2013 16:03:20	2665,086	9,501916E-013	24.5.2013 16:03:21	2665,624	4,400102E-012	24.5.2013 16:03:21	2666,163	8,203004E-013	24.5.2013 16:03:22	2666,702	1,328178E-012
24.5.2013 16:03:22	2667,242	1,512267E-012	24.5.2013 16:03:23	2667,781	9,501281E-013	24.5.2013 16:03:23	2668,321	4,398767E-012	24.5.2013 16:03:24	2668,86	8,231615E-013	24.5.2013 16:03:25	2669,4	1,325312E-012
24.5.2013 16:03:25	2669,939	1,51711E-012	24.5.2013 16:03:26	2670,481	9,508988E-013	24.5.2013 16:03:26	2671,02	4,402119E-012	24.5.2013 16:03:27	2671,56	8,175107E-013	24.5.2013 16:03:27	2672,098	1,326147E-012
24.5.2013 16:03:28	2672,638	1,510381E-012	24.5.2013 16:03:28	2673,18	9,490436E-013	24.5.2013 16:03:29	2673,719	4,401837E-012	24.5.2013 16:03:29	2674,258	8,228958E-013	24.5.2013 16:03:30	2674,797	1,322273E-012
24.5.2013 16:03:30	2675,338	1,510325E-012	24.5.2013 16:03:31	2675,877	9,494202E-013	24.5.2013 16:03:32	2676,417	4,39687E-012	24.5.2013 16:03:32	2676,956	8,19698E-013	24.5.2013 16:03:33	2677,498	1,321933E-012
24.5.2013 16:03:33	2678,037	1,514845E-012	24.5.2013 16:03:34	2678,579	9,500435E-013	24.5.2013 16:03:34	2679,12	4,394757E-012	24.5.2013 16:03:35	2679,657	8,209359E-013	24.5.2013 16:03:35	2680,196	1,321527E-012
24.5.2013 16:03:36	2680,735	1,516887E-012	24.5.2013 16:03:36	2681,275	9,568721E-013	24.5.2013 16:03:37	2681,814	4,39831E-012	24.5.2013 16:03:37	2682,355	8,207983E-013	24.5.2013 16:03:38	2682,894	1,316783E-012
24.5.2013 16:03:39	2683,434	1,50995E-012	24.5.2013 16:03:39	2683,974	9,498461E-013	24.5.2013 16:03:40	2684,515	4,397394E-012	24.5.2013 16:03:40	2685,054	8,211019E-013	24.5.2013 16:03:41	2685,594	1,323674E-012
24.5.2013 16:03:41	2686,133	1,515187E-012	24.5.2013 16:03:42	2686,672	9,513016E-013	24.5.2013 16:03:42	2687,212	4,396565E-012	24.5.2013 16:03:43	2687,751	8,202421E-013	24.5.2013 16:03:43	2688,291	1,320781E-012
24.5.2013 16:03:44	2688,829	1,510161E-012	24.5.2013 16:03:44	2689,371	9,498775E-013	24.5.2013 16:03:45	2689,909	4,397177E-012	24.5.2013 16:03:46	2690,449	8,213411E-013	24.5.2013 16:03:46	2690,988	1,320431E-012
24.5.2013 16:03:47	2691,528	1,50958E-012	24.5.2013 16:03:47	2692,069	9,492629E-013	24.5.2013 16:03:48	2692,608	4,400694E-012	24.5.2013 16:03:48	2693,149	8,196694E-013	24.5.2013 16:03:49	2693,687	1,316505E-012
24.5.2013 16:03:49	2694,228	1,513628E-012	24.5.2013 16:03:50	2694,769	9,49475E-013	24.5.2013 16:03:50	2695,309	4,397949E-012	24.5.2013 16:03:51	2695,848	8,200191E-013	24.5.2013 16:03:51	2696,388	1,318284E-012
24.5.2013 16:03:52	2696,927	1,513814E-012	24.5.2013 16:03:53	2697,468	9,461699E-013	24.5.2013 16:03:53	2698,007	4,40123E-012	24.5.2013 16:03:54	2698,545	8,177501E-013	24.5.2013 16:03:54	2699,085	1,321046E-012
24.5.2013 16:03:55	2699,625	1,514971E-012	24.5.2013 16:03:55	2700,165	9,518531E-013	24.5.2013 16:03:56	2700,702	4,396868E-012	24.5.2013 16:03:56	2701,241	8,206121E-013	24.5.2013 16:03:57	2701,781	1,319746E-012
24.5.2013 16:03:57	2702,323	1,51408E-012	24.5.2013 16:03:58	2702,862	9,505881E-013	24.5.2013 16:03:59	2703,402	4,395799E-012	24.5.2013 16:03:59	2703,942	8,193934E-013	24.5.2013 16:04:00	2704,48	1,313521E-012
24.5.2013 16:04:00	2705,02	1,5127E-012	24.5.2013 16:04:01	2705,561	9,469767E-013	24.5.2013 16:04:01	2706,128	5,700976E-012	24.5.2013 16:04:02	2706,669	8,290515E-013	24.5.2013 16:04:02	2707,208	1,343454E-012
24.5.2013 16:04:03	2707,746	1,50701E-012	24.5.2013 16:04:03	2708,287	9,494299E-013	24.5.2013 16:04:04	2708,828	4,428309E-012	24.5.2013 16:04:04	2709,368	8,241526E-013	24.5.2013 16:04:05	2709,905	1,32543E-012
24.5.2013 16:04:06	2710,446	1,508317E-012	24.5.2013 16:04:06	2710,986	9,505807E-013	24.5.2013 16:04:07	2711,527	4,413873E-012	24.5.2013 16:04:07	2712,068	8,209901E-013	24.5.2013 16:04:08	2712,608	1,321968E-012
24.5.2013 16:04:08	2713,148	1,508583E-012	24.5.2013 16:04:09	2713,686	9,475557E-013	24.5.2013 16:04:09	2714,226	4,401293E-012	24.5.2013 16:04:10	2714,763	8,249709E-013	24.5.2013 16:04:10	2715,304	1,320382E-012
24.5.2013 16:04:11	2715,843	1,512553E-012	24.5.2013 16:04:11	2716,384	9,486798E-013	24.5.2013 16:04:12	2716,923	4,396872E-012	24.5.2013 16:04:13	2717,462	8,204034E-013	24.5.2013 16:04:13	2718	1,318381E-012
24.5.2013 16:04:14	2718,54	1,512627E-012	24.5.2013 16:04:14	2719,08	9,521633E-013	24.5.2013 16:04:15	2719,62	4,394792E-012	24.5.2013 16:04:15	2720,158	8,216776E-013	24.5.2013 16:04:16	2720,696	1,31321E-012
24.5.2013 16:04:16	2721,237	1,512941E-012	24.5.2013 16:04:17	2721,776	9,491915E-013	24.5.2013 16:04:17	2722,314	4,390522E-012	24.5.2013 16:04:18	2722,853	8,261926E-013	24.5.2013 16:04:19	2723,394	1,316517E-012
24.5.2013 16:04:19	2723,932	1,514039E-012	24.5.2013 16:04:20	2724,474	9,505338E-013	24.5.2013 16:04:20	2725,013	4,391841E-012	24.5.2013 16:04:21	2725,552	8,214E-013	24.5.2013 16:04:21	2726,092	1,31214E-012
24.5.2013 16:04:22	2726,63	1,513711E-012	24.5.2013 16:04:22	2727,172	9,502885E-013	24.5.2013 16:04:23	2727,71	4,395561E-012	24.5.2013 16:04:23	2728,251	8,191966E-013	24.5.2013 16:04:24	2728,788	1,315175E-012
24.5.2013 16:04:24	2729,329	1,513518E-012	24.5.2013 16:04:25	2729,87	9,521251E-013	24.5.2013 16:04:26	2730,408	4,38912E-012	24.5.2013 16:04:26	2730,948	8,220598E-013	24.5.2013 16:04:27	2731,488	1,309571E-012
24.5.2013 16:04:27	2732,027	1,514256E-012	24.5.2013 16:04:28	2732,566	9,500638E-013	24.5.2013 16:04:28	2733,105	4,388207E-012	24.5.2013 16:04:29	2733,644	8,233204E-013	24.5.2013 16:04:29	2734,185	1,311218E-012
24.5.2013 16:04:30	2734,724	1,513802E-012	24.5.2013 16:04:30	2735,264	9,478852E-013	24.5.2013 16:04:31	2735,802	4,390228E-012	24.5.2013 16:04:31	2736,342	8,229048E-013	24.5.2013 16:04:32	2736,881	1,313037E-012
24.5.2013 16:04:33	2737,421	1,511073E-012	24.5.2013 16:04:33	2737,964	9,539692E-013	24.5.2013 16:04:34	2738,502	4,38674E-012	24.5.2013 16:04:34	2739,042	8,195105E-013	24.5.2013 16:04:35	2739,58	1,311781E-012
24.5.2013 16:04:35	2740,121	1,51162E-012	24.5.2013 16:04:36	2740,661	9,481643E-013	24.5.2013 16:04:36	2741,2	4,389545E-012	24.5.2013 16:04:37	2741,738	8,194152E-013	24.5.2013 16:04:37	2742,279	1,309254E-012
24.5.2013 16:04:38	2742,818	1,511144E-012	24.5.2013 16:04:38	2743,359	9,510157E-013	24.5.2013 16:04:39	2743,897	4,390579E-012	24.5.2013 16:04:40	2744,438	8,167603E-013	24.5.2013 16:04:40	2744,979	1,307513E-012
24.5.2013 16:04:41	2745,517	1,511946E-012	24.5.2013 16:04:41	2746,058	9,517975E-013	24.5.2013 16:04:42	2746,596	4,384929E-012	24.5.2013 16:04:42	2747,135	8,230215E-013	24.5.2013 16:04:43	2747,674	1,309366E-012
