Sourcefile	20130524 151844 Tomas CO2+ethylene_faraday.qmp													
Exporttime	24.5.2013 17:40:45													
														
Start Time	24.5.2013 15:18:55,606													
End Time  	24.5.2013 17:40:45,656													
														
		14			26			32			40			44
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]
24.5.2013 17:10:04	6669,133	1,615389E-011	24.5.2013 17:10:05	6669,672	9,151563E-013	24.5.2013 17:10:05	6670,209	1,553684E-010	24.5.2013 17:10:06	6670,746	1,424136E-011	24.5.2013 17:10:06	6671,284	3,293285E-011
24.5.2013 17:10:07	6671,82	1,626749E-011	24.5.2013 17:10:07	6672,358	9,150868E-013	24.5.2013 17:10:08	6672,894	1,56107E-010	24.5.2013 17:10:09	6673,43	1,431687E-011	24.5.2013 17:10:09	6673,965	3,29417E-011
24.5.2013 17:10:10	6674,5	1,629301E-011	24.5.2013 17:10:10	6675,037	9,133182E-013	24.5.2013 17:10:11	6675,572	1,555888E-010	24.5.2013 17:10:11	6676,108	1,425918E-011	24.5.2013 17:10:12	6676,644	3,295959E-011
24.5.2013 17:10:12	6677,18	1,624289E-011	24.5.2013 17:10:13	6677,717	9,150149E-013	24.5.2013 17:10:13	6678,254	1,561229E-010	24.5.2013 17:10:14	6678,789	1,430872E-011	24.5.2013 17:10:14	6679,326	3,294691E-011
24.5.2013 17:10:15	6679,863	1,630398E-011	24.5.2013 17:10:16	6680,399	9,102131E-013	24.5.2013 17:10:16	6680,935	1,564135E-010	24.5.2013 17:10:17	6681,473	1,428406E-011	24.5.2013 17:10:17	6682,009	3,297016E-011
24.5.2013 17:10:18	6682,545	1,619444E-011	24.5.2013 17:10:18	6683,083	9,128086E-013	24.5.2013 17:10:19	6683,619	1,559242E-010	24.5.2013 17:10:19	6684,157	1,429855E-011	24.5.2013 17:10:20	6684,698	3,294767E-011
24.5.2013 17:10:20	6685,234	1,629893E-011	24.5.2013 17:10:21	6685,773	9,098758E-013	24.5.2013 17:10:21	6686,311	1,561904E-010	24.5.2013 17:10:22	6686,846	1,433659E-011	24.5.2013 17:10:22	6687,382	3,294805E-011
24.5.2013 17:10:23	6687,92	1,621722E-011	24.5.2013 17:10:24	6688,457	9,121315E-013	24.5.2013 17:10:24	6688,992	1,554328E-010	24.5.2013 17:10:25	6689,53	1,431053E-011	24.5.2013 17:10:25	6690,065	3,29418E-011
24.5.2013 17:10:26	6690,604	1,627401E-011	24.5.2013 17:10:26	6691,141	9,090137E-013	24.5.2013 17:10:27	6691,679	1,56125E-010	24.5.2013 17:10:27	6692,215	1,433265E-011	24.5.2013 17:10:28	6692,752	3,293553E-011
24.5.2013 17:10:28	6693,29	1,629142E-011	24.5.2013 17:10:29	6693,827	9,113169E-013	24.5.2013 17:10:29	6694,362	1,56002E-010	24.5.2013 17:10:30	6694,899	1,431863E-011	24.5.2013 17:10:31	6695,435	3,292969E-011
24.5.2013 17:10:31	6695,972	1,630817E-011	24.5.2013 17:10:32	6696,51	9,116595E-013	24.5.2013 17:10:32	6697,048	1,5555E-010	24.5.2013 17:10:33	6697,584	1,430854E-011	24.5.2013 17:10:33	6698,12	3,295257E-011
24.5.2013 17:10:34	6698,656	1,630338E-011	24.5.2013 17:10:34	6699,194	9,082024E-013	24.5.2013 17:10:35	6699,731	1,565185E-010	24.5.2013 17:10:35	6700,267	1,431462E-011	24.5.2013 17:10:36	6700,803	3,295873E-011
24.5.2013 17:10:36	6701,341	1,627102E-011	24.5.2013 17:10:37	6701,879	9,108772E-013	24.5.2013 17:10:38	6702,415	1,560569E-010	24.5.2013 17:10:38	6702,951	1,431263E-011	24.5.2013 17:10:39	6703,489	3,293049E-011
24.5.2013 17:10:39	6704,025	1,63154E-011	24.5.2013 17:10:40	6704,561	9,101379E-013	24.5.2013 17:10:40	6705,097	1,556837E-010	24.5.2013 17:10:41	6705,632	1,426752E-011	24.5.2013 17:10:41	6706,171	3,295253E-011
24.5.2013 17:10:42	6706,707	1,627741E-011	24.5.2013 17:10:42	6707,243	9,087004E-013	24.5.2013 17:10:43	6707,78	1,560829E-010	24.5.2013 17:10:43	6708,316	1,429365E-011	24.5.2013 17:10:44	6708,852	3,295536E-011
24.5.2013 17:10:44	6709,387	1,625537E-011	24.5.2013 17:10:45	6709,925	9,137723E-013	24.5.2013 17:10:46	6710,463	1,562242E-010	24.5.2013 17:10:46	6710,999	1,43201E-011	24.5.2013 17:10:47	6711,537	3,293055E-011
24.5.2013 17:10:47	6712,074	1,632777E-011	24.5.2013 17:10:48	6712,61	9,10968E-013	24.5.2013 17:10:48	6713,147	1,559797E-010	24.5.2013 17:10:49	6713,683	1,431074E-011	24.5.2013 17:10:49	6714,22	3,293391E-011
24.5.2013 17:10:50	6714,757	1,627048E-011	24.5.2013 17:10:50	6715,296	9,136997E-013	24.5.2013 17:10:51	6715,832	1,554567E-010	24.5.2013 17:10:51	6716,369	1,424906E-011	24.5.2013 17:10:52	6716,906	3,295162E-011
24.5.2013 17:10:53	6717,443	1,628827E-011	24.5.2013 17:10:53	6717,98	9,137988E-013	24.5.2013 17:10:54	6718,516	1,561186E-010	24.5.2013 17:10:54	6719,053	1,430579E-011	24.5.2013 17:10:55	6719,589	3,294762E-011
24.5.2013 17:10:55	6720,127	1,629475E-011	24.5.2013 17:10:56	6720,663	9,120185E-013	24.5.2013 17:10:56	6721,2	1,561222E-010	24.5.2013 17:10:57	6721,737	1,427103E-011	24.5.2013 17:10:57	6722,274	3,294082E-011
24.5.2013 17:10:58	6722,81	1,618997E-011	24.5.2013 17:10:58	6723,349	9,11652E-013	24.5.2013 17:10:59	6723,885	1,559828E-010	24.5.2013 17:11:00	6724,422	1,430472E-011	24.5.2013 17:11:00	6724,96	3,291937E-011
24.5.2013 17:11:01	6725,498	1,628747E-011	24.5.2013 17:11:01	6726,035	9,139303E-013	24.5.2013 17:11:02	6726,572	1,56265E-010	24.5.2013 17:11:02	6727,109	1,430781E-011	24.5.2013 17:11:03	6727,646	3,293085E-011
24.5.2013 17:11:03	6728,183	1,640396E-011	24.5.2013 17:11:04	6728,721	9,231001E-013	24.5.2013 17:11:04	6729,258	1,556608E-010	24.5.2013 17:11:05	6729,793	1,428715E-011	24.5.2013 17:11:05	6730,331	3,286306E-011
24.5.2013 17:11:06	6730,867	1,619641E-011	24.5.2013 17:11:07	6731,404	9,112984E-013	24.5.2013 17:11:07	6731,941	1,559557E-010	24.5.2013 17:11:08	6732,477	1,429104E-011	24.5.2013 17:11:08	6733,014	3,288634E-011
24.5.2013 17:11:09	6733,548	1,628712E-011	24.5.2013 17:11:09	6734,086	9,137051E-013	24.5.2013 17:11:10	6734,622	1,554384E-010	24.5.2013 17:11:10	6735,16	1,427338E-011	24.5.2013 17:11:11	6735,697	3,290673E-011
24.5.2013 17:11:11	6736,234	1,626068E-011	24.5.2013 17:11:12	6736,771	9,120211E-013	24.5.2013 17:11:12	6737,308	1,562797E-010	24.5.2013 17:11:13	6737,843	1,430896E-011	24.5.2013 17:11:13	6738,381	3,289887E-011
24.5.2013 17:11:14	6738,916	1,627545E-011	24.5.2013 17:11:15	6739,453	9,13592E-013	24.5.2013 17:11:15	6739,99	1,558769E-010	24.5.2013 17:11:16	6740,526	1,429251E-011	24.5.2013 17:11:16	6741,062	3,291054E-011
24.5.2013 17:11:17	6741,599	1,626252E-011	24.5.2013 17:11:17	6742,137	9,141002E-013	24.5.2013 17:11:18	6742,672	1,562388E-010	24.5.2013 17:11:18	6743,207	1,427414E-011	24.5.2013 17:11:19	6743,743	3,292919E-011
24.5.2013 17:11:19	6744,278	1,628696E-011	24.5.2013 17:11:20	6744,816	9,130261E-013	24.5.2013 17:11:20	6745,351	1,561872E-010	24.5.2013 17:11:21	6745,889	1,43098E-011	24.5.2013 17:11:22	6746,425	3,290471E-011
24.5.2013 17:11:22	6746,962	1,620498E-011	24.5.2013 17:11:23	6747,5	9,158045E-013	24.5.2013 17:11:23	6748,037	1,559376E-010	24.5.2013 17:11:24	6748,576	1,428364E-011	24.5.2013 17:11:24	6749,111	3,291269E-011
24.5.2013 17:11:25	6749,648	1,630818E-011	24.5.2013 17:11:25	6750,184	9,110396E-013	24.5.2013 17:11:26	6750,72	1,555876E-010	24.5.2013 17:11:26	6751,256	1,428806E-011	24.5.2013 17:11:27	6751,793	3,29268E-011
24.5.2013 17:11:27	6752,328	1,62843E-011	24.5.2013 17:11:28	6752,865	9,131012E-013	24.5.2013 17:11:29	6753,402	1,562737E-010	24.5.2013 17:11:29	6753,939	1,430631E-011	24.5.2013 17:11:30	6754,476	3,290983E-011
24.5.2013 17:11:30	6755,012	1,620253E-011	24.5.2013 17:11:31	6755,551	9,15142E-013	24.5.2013 17:11:31	6756,087	1,554405E-010	24.5.2013 17:11:32	6756,625	1,42695E-011	24.5.2013 17:11:32	6757,161	3,290393E-011
24.5.2013 17:11:33	6757,697	1,627482E-011	24.5.2013 17:11:33	6758,234	9,097624E-013	24.5.2013 17:11:34	6758,772	1,560084E-010	24.5.2013 17:11:34	6759,309	1,429993E-011	24.5.2013 17:11:35	6759,845	3,289794E-011
24.5.2013 17:11:35	6760,381	1,627874E-011	24.5.2013 17:11:36	6760,92	9,127977E-013	24.5.2013 17:11:37	6761,457	1,557059E-010	24.5.2013 17:11:37	6761,992	1,425004E-011	24.5.2013 17:11:38	6762,527	3,29294E-011
24.5.2013 17:11:38	6763,064	1,622321E-011	24.5.2013 17:11:39	6763,603	9,154035E-013	24.5.2013 17:11:39	6764,139	1,560554E-010	24.5.2013 17:11:40	6764,676	1,429337E-011	24.5.2013 17:11:40	6765,214	3,290841E-011
24.5.2013 17:11:41	6765,75	1,626878E-011	24.5.2013 17:11:41	6766,287	9,137392E-013	24.5.2013 17:11:42	6766,825	1,561437E-010	24.5.2013 17:11:42	6767,362	1,430839E-011	24.5.2013 17:11:43	6767,899	3,289366E-011
24.5.2013 17:11:44	6768,437	1,624596E-011	24.5.2013 17:11:44	6768,975	9,122844E-013	24.5.2013 17:11:45	6769,511	1,560527E-010	24.5.2013 17:11:45	6770,048	1,433137E-011	24.5.2013 17:11:46	6770,583	3,288709E-011
24.5.2013 17:11:46	6771,121	1,62171E-011	24.5.2013 17:11:47	6771,659	9,129927E-013	24.5.2013 17:11:47	6772,197	1,56028E-010	24.5.2013 17:11:48	6772,733	1,429312E-011	24.5.2013 17:11:48	6773,269	3,289868E-011
24.5.2013 17:11:49	6773,807	1,629593E-011	24.5.2013 17:11:49	6774,345	9,150503E-013	24.5.2013 17:11:50	6774,881	1,553623E-010	24.5.2013 17:11:51	6775,417	1,430458E-011	24.5.2013 17:11:51	6775,953	3,290526E-011
24.5.2013 17:11:52	6776,489	1,628608E-011	24.5.2013 17:11:52	6777,026	9,099037E-013	24.5.2013 17:11:53	6777,563	1,563264E-010	24.5.2013 17:11:53	6778,101	1,431724E-011	24.5.2013 17:11:54	6778,638	3,291225E-011
24.5.2013 17:11:54	6779,174	1,62713E-011	24.5.2013 17:11:55	6779,711	9,172444E-013	24.5.2013 17:11:55	6780,247	1,560674E-010	24.5.2013 17:11:56	6780,783	1,43166E-011	24.5.2013 17:11:56	6781,32	3,291389E-011
24.5.2013 17:11:57	6781,858	1,625934E-011	24.5.2013 17:11:58	6782,397	9,167188E-013	24.5.2013 17:11:58	6782,933	1,561281E-010	24.5.2013 17:11:59	6783,469	1,426458E-011	24.5.2013 17:11:59	6784,006	3,292914E-011
24.5.2013 17:12:00	6784,542	1,619927E-011	24.5.2013 17:12:00	6785,079	9,159184E-013	24.5.2013 17:12:01	6785,615	1,559767E-010	24.5.2013 17:12:01	6786,152	1,430686E-011	24.5.2013 17:12:02	6786,688	3,291507E-011
24.5.2013 17:12:02	6787,224	1,628584E-011	24.5.2013 17:12:03	6787,763	9,289458E-013	24.5.2013 17:12:03	6788,299	1,556629E-010	24.5.2013 17:12:04	6788,836	1,427899E-011	24.5.2013 17:12:04	6789,371	3,285325E-011
24.5.2013 17:12:05	6789,907	1,618605E-011	24.5.2013 17:12:06	6790,445	9,137838E-013	24.5.2013 17:12:06	6790,981	1,554777E-010	24.5.2013 17:12:07	6791,518	1,427888E-011	24.5.2013 17:12:07	6792,052	3,289326E-011
24.5.2013 17:12:08	6792,589	1,624609E-011	24.5.2013 17:12:08	6793,127	9,16125E-013	24.5.2013 17:12:09	6793,662	1,558961E-010	24.5.2013 17:12:09	6794,199	1,430338E-011	24.5.2013 17:12:10	6794,734	3,289483E-011
24.5.2013 17:12:10	6795,269	1,62951E-011	24.5.2013 17:12:11	6795,807	9,141343E-013	24.5.2013 17:12:11	6796,344	1,555472E-010	24.5.2013 17:12:12	6796,88	1,427496E-011	24.5.2013 17:12:13	6797,418	3,290564E-011
24.5.2013 17:12:13	6797,954	1,62644E-011	24.5.2013 17:12:14	6798,492	9,149899E-013	24.5.2013 17:12:14	6799,029	1,559635E-010	24.5.2013 17:12:15	6799,567	1,430293E-011	24.5.2013 17:12:15	6800,102	3,290519E-011
24.5.2013 17:12:16	6800,638	1,625516E-011	24.5.2013 17:12:16	6801,177	9,165105E-013	24.5.2013 17:12:17	6801,715	1,56035E-010	24.5.2013 17:12:17	6802,252	1,425757E-011	24.5.2013 17:12:18	6802,79	3,290835E-011
24.5.2013 17:12:18	6803,328	1,62829E-011	24.5.2013 17:12:19	6803,866	9,175565E-013	24.5.2013 17:12:20	6804,401	1,563271E-010	24.5.2013 17:12:20	6804,937	1,432444E-011	24.5.2013 17:12:21	6805,473	3,291545E-011
24.5.2013 17:12:21	6806,009	1,626502E-011	24.5.2013 17:12:22	6806,547	9,154742E-013	24.5.2013 17:12:22	6807,085	1,560063E-010	24.5.2013 17:12:23	6807,622	1,428391E-011	24.5.2013 17:12:23	6808,159	3,288116E-011
24.5.2013 17:12:24	6808,696	1,629291E-011	24.5.2013 17:12:24	6809,234	9,133934E-013	24.5.2013 17:12:25	6809,77	1,560682E-010	24.5.2013 17:12:25	6810,307	1,429487E-011	24.5.2013 17:12:26	6810,843	3,289399E-011
24.5.2013 17:12:26	6811,379	1,629121E-011	24.5.2013 17:12:27	6811,917	9,156312E-013	24.5.2013 17:12:28	6812,454	1,559828E-010	24.5.2013 17:12:28	6812,99	1,429728E-011	24.5.2013 17:12:29	6813,526	3,288141E-011
24.5.2013 17:12:29	6814,062	1,617086E-011	24.5.2013 17:12:30	6814,6	9,12264E-013	24.5.2013 17:12:30	6815,136	1,555817E-010	24.5.2013 17:12:31	6815,672	1,42967E-011	24.5.2013 17:12:31	6816,209	3,288519E-011
24.5.2013 17:12:32	6816,746	1,627818E-011	24.5.2013 17:12:32	6817,284	9,157227E-013	24.5.2013 17:12:33	6817,821	1,560453E-010	24.5.2013 17:12:33	6818,359	1,429755E-011	24.5.2013 17:12:34	6818,896	3,289069E-011
24.5.2013 17:12:35	6819,431	1,627354E-011	24.5.2013 17:12:35	6819,967	9,13021E-013	24.5.2013 17:12:36	6820,505	1,552747E-010	24.5.2013 17:12:36	6821,04	1,424621E-011	24.5.2013 17:12:37	6821,578	3,289473E-011
24.5.2013 17:12:37	6822,115	1,62674E-011	24.5.2013 17:12:38	6822,652	9,143568E-013	24.5.2013 17:12:38	6823,189	1,560151E-010	24.5.2013 17:12:39	6823,727	1,430421E-011	24.5.2013 17:12:39	6824,264	3,286496E-011
24.5.2013 17:12:40	6824,801	1,627017E-011	24.5.2013 17:12:40	6825,339	9,169413E-013	24.5.2013 17:12:41	6825,876	1,55811E-010	24.5.2013 17:12:42	6826,414	1,425912E-011	24.5.2013 17:12:42	6826,95	3,28731E-011
24.5.2013 17:12:43	6827,486	1,624402E-011	24.5.2013 17:12:43	6828,024	9,172567E-013	24.5.2013 17:12:44	6828,562	1,562049E-010	24.5.2013 17:12:44	6829,097	1,432127E-011	24.5.2013 17:12:45	6829,634	3,287176E-011
24.5.2013 17:12:45	6830,171	1,626514E-011	24.5.2013 17:12:46	6830,709	9,144284E-013	24.5.2013 17:12:46	6831,246	1,559656E-010	24.5.2013 17:12:47	6831,784	1,430967E-011	24.5.2013 17:12:47	6832,321	3,285192E-011
24.5.2013 17:12:48	6832,858	1,628644E-011	24.5.2013 17:12:49	6833,398	9,156841E-013	24.5.2013 17:12:49	6833,935	1,558625E-010	24.5.2013 17:12:50	6834,471	1,427701E-011	24.5.2013 17:12:50	6835,007	3,28849E-011
24.5.2013 17:12:51	6835,546	1,629825E-011	24.5.2013 17:12:51	6836,087	9,163737E-013	24.5.2013 17:12:52	6836,624	1,561109E-010	24.5.2013 17:12:52	6837,164	1,426022E-011	24.5.2013 17:12:53	6837,702	3,287413E-011
24.5.2013 17:12:53	6838,241	1,6263E-011	24.5.2013 17:12:54	6838,781	9,197009E-013	24.5.2013 17:12:54	6839,321	1,56079E-010	24.5.2013 17:12:55	6839,859	1,42986E-011	24.5.2013 17:12:56	6840,395	3,286828E-011
24.5.2013 17:12:56	6840,931	1,628398E-011	24.5.2013 17:12:57	6841,469	9,176626E-013	24.5.2013 17:12:57	6842,006	1,558265E-010	24.5.2013 17:12:58	6842,543	1,428342E-011	24.5.2013 17:12:58	6843,081	3,288065E-011
24.5.2013 17:12:59	6843,618	1,627924E-011	24.5.2013 17:12:59	6844,156	9,202138E-013	24.5.2013 17:13:00	6844,694	1,562401E-010	24.5.2013 17:13:00	6845,231	1,432515E-011	24.5.2013 17:13:01	6845,77	3,23914E-011
24.5.2013 17:13:01	6846,307	1,60441E-011	24.5.2013 17:13:02	6846,845	9,196132E-013	24.5.2013 17:13:02	6847,381	1,551072E-010	24.5.2013 17:13:03	6847,918	1,421497E-011	24.5.2013 17:13:04	6848,455	3,286988E-011
24.5.2013 17:13:04	6848,993	1,62477E-011	24.5.2013 17:13:05	6849,531	9,146859E-013	24.5.2013 17:13:05	6850,071	1,559299E-010	24.5.2013 17:13:06	6850,608	1,429169E-011	24.5.2013 17:13:06	6851,145	3,286868E-011
24.5.2013 17:13:07	6851,683	1,624506E-011	24.5.2013 17:13:07	6852,22	9,179145E-013	24.5.2013 17:13:08	6852,758	1,560148E-010	24.5.2013 17:13:08	6853,295	1,423983E-011	24.5.2013 17:13:09	6853,831	3,290049E-011
24.5.2013 17:13:09	6854,366	1,61689E-011	24.5.2013 17:13:10	6854,903	9,168059E-013	24.5.2013 17:13:11	6855,437	1,559785E-010	24.5.2013 17:13:11	6855,975	1,428736E-011	24.5.2013 17:13:12	6856,511	3,287581E-011
24.5.2013 17:13:12	6857,049	1,624942E-011	24.5.2013 17:13:13	6857,585	9,160332E-013	24.5.2013 17:13:13	6858,122	1,560118E-010	24.5.2013 17:13:14	6858,658	1,429594E-011	24.5.2013 17:13:14	6859,196	3,288869E-011
24.5.2013 17:13:15	6859,732	1,616577E-011	24.5.2013 17:13:15	6860,269	9,165039E-013	24.5.2013 17:13:16	6860,805	1,556169E-010	24.5.2013 17:13:16	6861,341	1,427439E-011	24.5.2013 17:13:17	6861,878	3,286404E-011
24.5.2013 17:13:18	6862,414	1,626746E-011	24.5.2013 17:13:18	6862,952	9,150753E-013	24.5.2013 17:13:19	6863,488	1,56082E-010	24.5.2013 17:13:19	6864,024	1,430106E-011	24.5.2013 17:13:20	6864,56	3,287038E-011
24.5.2013 17:13:20	6865,098	1,619363E-011	24.5.2013 17:13:21	6865,635	9,15217E-013	24.5.2013 17:13:21	6866,172	1,558778E-010	24.5.2013 17:13:22	6866,709	1,428397E-011	24.5.2013 17:13:22	6867,246	3,288936E-011
24.5.2013 17:13:23	6867,782	1,632087E-011	24.5.2013 17:13:23	6868,319	9,169719E-013	24.5.2013 17:13:24	6868,856	1,557353E-010	24.5.2013 17:13:24	6869,392	1,429816E-011	24.5.2013 17:13:25	6869,928	3,288892E-011
24.5.2013 17:13:26	6870,465	1,627909E-011	24.5.2013 17:13:26	6871,003	9,154741E-013	24.5.2013 17:13:27	6871,54	1,565963E-010	24.5.2013 17:13:27	6872,076	1,428723E-011	24.5.2013 17:13:28	6872,613	3,290041E-011
24.5.2013 17:13:28	6873,149	1,625463E-011	24.5.2013 17:13:29	6873,688	9,133514E-013	24.5.2013 17:13:29	6874,225	1,561448E-010	24.5.2013 17:13:30	6874,762	1,43086E-011	24.5.2013 17:13:30	6875,299	3,288975E-011
24.5.2013 17:13:31	6875,836	1,631483E-011	24.5.2013 17:13:31	6876,373	9,194098E-013	24.5.2013 17:13:32	6876,91	1,556009E-010	24.5.2013 17:13:33	6877,446	1,426385E-011	24.5.2013 17:13:33	6877,984	3,290789E-011
24.5.2013 17:13:34	6878,52	1,625955E-011	24.5.2013 17:13:34	6879,06	9,189681E-013	24.5.2013 17:13:35	6879,596	1,55984E-010	24.5.2013 17:13:35	6880,132	1,428699E-011	24.5.2013 17:13:36	6880,669	3,288402E-011
24.5.2013 17:13:36	6881,205	1,630666E-011	24.5.2013 17:13:37	6881,743	9,166086E-013	24.5.2013 17:13:37	6882,28	1,557205E-010	24.5.2013 17:13:38	6882,816	1,429374E-011	24.5.2013 17:13:38	6883,352	3,288265E-011
24.5.2013 17:13:39	6883,889	1,626902E-011	24.5.2013 17:13:40	6884,425	9,177375E-013	24.5.2013 17:13:40	6884,963	1,564446E-010	24.5.2013 17:13:41	6885,5	1,428665E-011	24.5.2013 17:13:41	6886,037	3,288824E-011
24.5.2013 17:13:42	6886,573	1,625656E-011	24.5.2013 17:13:42	6887,111	9,150882E-013	24.5.2013 17:13:43	6887,648	1,561699E-010	24.5.2013 17:13:43	6888,182	1,432307E-011	24.5.2013 17:13:44	6888,719	3,287035E-011
24.5.2013 17:13:44	6889,254	1,62179E-011	24.5.2013 17:13:45	6889,791	9,144544E-013	24.5.2013 17:13:45	6890,326	1,561082E-010	24.5.2013 17:13:46	6890,862	1,429938E-011	24.5.2013 17:13:47	6891,398	3,288314E-011
24.5.2013 17:13:47	6891,937	1,628528E-011	24.5.2013 17:13:48	6892,474	9,17042E-013	24.5.2013 17:13:48	6893,011	1,562852E-010	24.5.2013 17:13:49	6893,546	1,427634E-011	24.5.2013 17:13:49	6894,082	3,288904E-011
24.5.2013 17:13:50	6894,619	1,618334E-011	24.5.2013 17:13:50	6895,155	9,191082E-013	24.5.2013 17:13:51	6895,692	1,559938E-010	24.5.2013 17:13:51	6896,227	1,429309E-011	24.5.2013 17:13:52	6896,764	3,28743E-011
24.5.2013 17:13:52	6897,3	1,625771E-011	24.5.2013 17:13:53	6897,838	9,1952E-013	24.5.2013 17:13:53	6898,375	1,559685E-010	24.5.2013 17:13:54	6898,912	1,428943E-011	24.5.2013 17:13:55	6899,447	3,286521E-011
24.5.2013 17:13:55	6899,985	1,624884E-011	24.5.2013 17:13:56	6900,522	9,175945E-013	24.5.2013 17:13:56	6901,057	1,55518E-010	24.5.2013 17:13:57	6901,595	1,42525E-011	24.5.2013 17:13:57	6902,131	3,287123E-011
24.5.2013 17:13:58	6902,667	1,624594E-011	24.5.2013 17:13:58	6903,204	9,190103E-013	24.5.2013 17:13:59	6903,739	1,610078E-010	24.5.2013 17:13:59	6904,275	1,420101E-011	24.5.2013 17:14:00	6904,812	3,278829E-011
24.5.2013 17:14:00	6905,348	1,619433E-011	24.5.2013 17:14:01	6905,885	9,165626E-013	24.5.2013 17:14:02	6906,422	1,553827E-010	24.5.2013 17:14:02	6906,959	1,42323E-011	24.5.2013 17:14:03	6907,498	3,285464E-011
24.5.2013 17:14:03	6908,034	1,620611E-011	24.5.2013 17:14:04	6908,572	9,186162E-013	24.5.2013 17:14:04	6909,108	1,559365E-010	24.5.2013 17:14:05	6909,646	1,426318E-011	24.5.2013 17:14:05	6910,182	3,28546E-011
24.5.2013 17:14:06	6910,719	1,624042E-011	24.5.2013 17:14:06	6911,256	9,193788E-013	24.5.2013 17:14:07	6911,792	1,561055E-010	24.5.2013 17:14:07	6912,328	1,426835E-011	24.5.2013 17:14:08	6912,864	3,28596E-011
24.5.2013 17:14:09	6913,399	1,625204E-011	24.5.2013 17:14:09	6913,935	9,151096E-013	24.5.2013 17:14:10	6914,474	1,56118E-010	24.5.2013 17:14:10	6915,01	1,430219E-011	24.5.2013 17:14:11	6915,546	3,285402E-011
24.5.2013 17:14:11	6916,081	1,621367E-011	24.5.2013 17:14:12	6916,619	9,145495E-013	24.5.2013 17:14:12	6917,155	1,559401E-010	24.5.2013 17:14:13	6917,69	1,428296E-011	24.5.2013 17:14:13	6918,225	3,28629E-011
24.5.2013 17:14:14	6918,761	1,630167E-011	24.5.2013 17:14:14	6919,298	9,194335E-013	24.5.2013 17:14:15	6919,836	1,558162E-010	24.5.2013 17:14:15	6920,372	1,42844E-011	24.5.2013 17:14:16	6920,908	3,286527E-011
24.5.2013 17:14:17	6921,444	1,627127E-011	24.5.2013 17:14:17	6921,982	9,159215E-013	24.5.2013 17:14:18	6922,52	1,559825E-010	24.5.2013 17:14:18	6923,057	1,428275E-011	24.5.2013 17:14:19	6923,595	3,285017E-011
24.5.2013 17:14:19	6924,131	1,628339E-011	24.5.2013 17:14:20	6924,668	9,180729E-013	24.5.2013 17:14:20	6925,205	1,554099E-010	24.5.2013 17:14:21	6925,741	1,423987E-011	24.5.2013 17:14:21	6926,278	3,287631E-011
24.5.2013 17:14:22	6926,815	1,626005E-011	24.5.2013 17:14:22	6927,353	9,179302E-013	24.5.2013 17:14:23	6927,889	1,561238E-010	24.5.2013 17:14:24	6928,429	1,430558E-011	24.5.2013 17:14:24	6928,969	3,286476E-011
24.5.2013 17:14:25	6929,509	1,628961E-011	24.5.2013 17:14:25	6930,049	9,17095E-013	24.5.2013 17:14:26	6930,59	1,561936E-010	24.5.2013 17:14:26	6931,129	1,424752E-011	24.5.2013 17:14:27	6931,668	3,286903E-011
24.5.2013 17:14:27	6932,207	1,61733E-011	24.5.2013 17:14:28	6932,746	9,12741E-013	24.5.2013 17:14:28	6933,282	1,559666E-010	24.5.2013 17:14:29	6933,818	1,427424E-011	24.5.2013 17:14:29	6934,356	3,286012E-011
24.5.2013 17:14:30	6934,894	1,626339E-011	24.5.2013 17:14:31	6935,432	9,167972E-013	24.5.2013 17:14:31	6935,969	1,56111E-010	24.5.2013 17:14:32	6936,508	1,429966E-011	24.5.2013 17:14:32	6937,044	3,28694E-011
24.5.2013 17:14:33	6937,581	1,615947E-011	24.5.2013 17:14:33	6938,119	9,199244E-013	24.5.2013 17:14:34	6938,654	1,554025E-010	24.5.2013 17:14:34	6939,19	1,428855E-011	24.5.2013 17:14:35	6939,729	3,285015E-011
24.5.2013 17:14:35	6940,266	1,626655E-011	24.5.2013 17:14:36	6940,803	9,179861E-013	24.5.2013 17:14:36	6941,337	1,56063E-010	24.5.2013 17:14:37	6941,872	1,429929E-011	24.5.2013 17:14:38	6942,408	3,284775E-011
24.5.2013 17:14:38	6942,945	1,624627E-011	24.5.2013 17:14:39	6943,483	9,158658E-013	24.5.2013 17:14:39	6944,019	1,553849E-010	24.5.2013 17:14:40	6944,557	1,423083E-011	24.5.2013 17:14:40	6945,093	3,286334E-011
24.5.2013 17:14:41	6945,63	1,624375E-011	24.5.2013 17:14:41	6946,169	9,177984E-013	24.5.2013 17:14:42	6946,705	1,560326E-010	24.5.2013 17:14:42	6947,243	1,427778E-011	24.5.2013 17:14:43	6947,778	3,284955E-011
24.5.2013 17:14:43	6948,315	1,628532E-011	24.5.2013 17:14:44	6948,852	9,221387E-013	24.5.2013 17:14:44	6949,389	1,556138E-010	24.5.2013 17:14:45	6949,926	1,427882E-011	24.5.2013 17:14:46	6950,463	3,284201E-011
24.5.2013 17:14:46	6951	1,624167E-011	24.5.2013 17:14:47	6951,538	9,18419E-013	24.5.2013 17:14:47	6952,073	1,562026E-010	24.5.2013 17:14:48	6952,608	1,42612E-011	24.5.2013 17:14:48	6953,145	3,286146E-011
