Sourcefile	20130531 095358 Tomas CO2+ethylene_faraday.qmp
Exporttime	31.5.2013 12:04:44

Start Time	31.5.2013 9:54:16,396
End Time  	31.5.2013 12:04:43,672

		14			26			32			40			44	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	
31.5.2013 9:57:27	190,981	1,628326e-011	31.5.2013 9:57:27	191,521	9,859614e-013	31.5.2013 9:57:28	192,058	1,506462e-010	31.5.2013 9:57:28	192,593	1,395892e-011	31.5.2013 9:57:29	193,128	4,825270e-012	
31.5.2013 9:57:30	193,664	1,617312e-011	31.5.2013 9:57:30	194,204	9,852951e-013	31.5.2013 9:57:31	194,741	1,502435e-010	31.5.2013 9:57:31	195,280	1,399805e-011	31.5.2013 9:57:32	195,816	4,825633e-012	
31.5.2013 9:57:32	196,353	1,626459e-011	31.5.2013 9:57:33	196,891	9,870873e-013	31.5.2013 9:57:33	197,428	1,505131e-010	31.5.2013 9:57:34	197,964	1,403021e-011	31.5.2013 9:57:34	198,502	4,827485e-012	
31.5.2013 9:57:35	199,039	1,617278e-011	31.5.2013 9:57:35	199,577	9,855359e-013	31.5.2013 9:57:36	200,114	1,499829e-010	31.5.2013 9:57:37	200,649	1,400589e-011	31.5.2013 9:57:37	201,187	4,825528e-012	
31.5.2013 9:57:38	201,721	1,625390e-011	31.5.2013 9:57:38	202,259	9,866297e-013	31.5.2013 9:57:39	202,797	1,508634e-010	31.5.2013 9:57:39	203,334	1,401498e-011	31.5.2013 9:57:40	203,870	4,830795e-012	
31.5.2013 9:57:40	204,406	1,618077e-011	31.5.2013 9:57:41	204,942	9,833589e-013	31.5.2013 9:57:41	205,478	1,503128e-010	31.5.2013 9:57:42	206,015	1,401758e-011	31.5.2013 9:57:42	206,551	4,837165e-012	
31.5.2013 9:57:43	207,087	1,621795e-011	31.5.2013 9:57:44	207,625	9,794820e-013	31.5.2013 9:57:44	208,160	1,495653e-010	31.5.2013 9:57:45	208,696	1,395990e-011	31.5.2013 9:57:45	209,234	4,825371e-012	
31.5.2013 9:57:46	209,770	1,623669e-011	31.5.2013 9:57:46	210,308	9,791067e-013	31.5.2013 9:57:47	210,845	1,501339e-010	31.5.2013 9:57:47	211,381	1,400623e-011	31.5.2013 9:57:48	211,917	4,830621e-012	
31.5.2013 9:57:48	212,452	1,627799e-011	31.5.2013 9:57:49	212,988	9,765489e-013	31.5.2013 9:57:49	213,524	1,493636e-010	31.5.2013 9:57:50	214,063	1,392989e-011	31.5.2013 9:57:50	214,600	4,827212e-012	
31.5.2013 9:57:51	215,139	1,619980e-011	31.5.2013 9:57:52	215,676	9,798513e-013	31.5.2013 9:57:52	216,213	1,499567e-010	31.5.2013 9:57:53	216,749	1,398800e-011	31.5.2013 9:57:53	217,285	4,831491e-012	
31.5.2013 9:57:54	217,821	1,624677e-011	31.5.2013 9:57:54	218,358	9,778029e-013	31.5.2013 9:57:55	218,894	1,494848e-010	31.5.2013 9:57:55	219,430	1,396133e-011	31.5.2013 9:57:56	219,968	4,829925e-012	
31.5.2013 9:57:56	220,504	1,622100e-011	31.5.2013 9:57:57	221,043	9,728156e-013	31.5.2013 9:57:57	221,579	1,498361e-010	31.5.2013 9:57:58	222,114	1,393230e-011	31.5.2013 9:57:59	222,652	4,830190e-012	
31.5.2013 9:57:59	223,189	1,619082e-011	31.5.2013 9:58:00	223,727	9,754944e-013	31.5.2013 9:58:00	224,265	1,505961e-010	31.5.2013 9:58:01	224,805	1,396029e-011	31.5.2013 9:58:01	225,342	4,831689e-012	
31.5.2013 9:58:02	225,882	1,610585e-011	31.5.2013 9:58:02	226,419	9,767582e-013	31.5.2013 9:58:03	226,956	1,498764e-010	31.5.2013 9:58:03	227,492	1,397512e-011	31.5.2013 9:58:04	228,031	4,829576e-012	
