0000004391,scans,0000000078,DataLength
"header",0000000023,"lines"
"Date",11/19/2024,"Time",10:00:58 AM
"ID","HAL RC RGA 201 #15522","Version",3
"Scans",4
"Scan ID","Mode","Input","Scanned","Start","Stop","Increment","Dwell","Settle","RS","RelSEM"
"Scan 1","RGA","Faraday","mass",14.00,14.00,0.01,100.000%,100.000%,0.623000,1.000000,
"Scan 2","RGA","Faraday","mass",31.50,31.50,0.01,100.000%,100.000%,0.860000,1.000000,
"Scan 3","RGA","Faraday","mass",39.50,39.50,0.01,100.000%,100.000%,1.200000,1.000000,
"Scan 4","RGA","Faraday","mass",43.50,43.50,0.01,100.000%,100.000%,1.400000,1.000000,
"Environment",
"Global","RGA"
"F1",1,"( 1 = on, 0 = off )"
"F2",0,"( 1 = on, 0 = off )"
"cage",3.0,"V"
"delta-m",-100,"%"
"electron-energy",70.0,"V"
"emission",250.000,"uA"
"focus",-90,"V"
"mass",31.99,"amu"
"mode-change-delay",1000,"ms"
"multiplier",975,"V"
"resolution",0,"%"
"Data",4
"Time","ms","Nitrogen","Oxygen","Argon","Carbon dioxide",
00:00:01,      1532,  6.21186e-08,  2.34999e-07,  2.14999e-08,  8.29279e-08,
00:00:01,      1785,  7.44215e-08,  2.25774e-07,  1.23177e-08,  7.96650e-08,
00:00:05,      5158,  5.83225e-08,  2.13624e-07,  1.10187e-08,  7.77836e-08,
00:00:06,      6690,  5.71395e-08,  2.10874e-07,  1.14464e-08,  7.83979e-08,
00:00:08,      8972,  5.47421e-08,  2.07249e-07,  1.12683e-08,  7.87050e-08,
00:00:11,     11254,  5.27254e-08,  2.03749e-07,  1.11586e-08,  7.90121e-08,
00:00:13,     13537,  5.15897e-08,  2.00374e-07,  1.10053e-08,  7.97800e-08,
00:00:15,     15819,  4.86283e-08,  1.92749e-07,  1.07673e-08,  8.00871e-08,
00:00:18,     18100,  4.66063e-08,  1.88124e-07,  1.05970e-08,  8.01636e-08,
00:00:20,     20383,  4.45454e-08,  1.84499e-07,  1.04291e-08,  7.93957e-08,
00:00:22,     22665,  4.27045e-08,  1.81499e-07,  1.02483e-08,  7.83207e-08,
00:00:24,     24947,  4.08396e-08,  1.78749e-07,  1.00882e-08,  7.71693e-08,
00:00:27,     27229,  3.93417e-08,  1.75749e-07,  9.97167e-09,  7.64014e-08,
00:00:29,     29512,  3.83130e-08,  1.74499e-07,  9.97167e-09,  7.55564e-08,
00:00:31,     31794,  3.67610e-08,  1.69499e-07,  9.82500e-09,  7.51729e-08,
00:00:34,     34076,  3.51424e-08,  1.63624e-07,  9.77900e-09,  7.57100e-08,
00:00:36,     36358,  3.40228e-08,  1.61499e-07,  9.45033e-09,  7.34836e-08,
00:00:38,     38640,  3.28634e-08,  1.59124e-07,  9.31608e-09,  7.26386e-08,
00:00:40,     40922,  3.17743e-08,  1.56999e-07,  9.20858e-09,  7.14871e-08,
00:00:43,     43204,  3.08144e-08,  1.55749e-07,  9.06858e-09,  7.15636e-08,
00:00:45,     45487,  2.99592e-08,  1.53249e-07,  8.87092e-09,  7.02588e-08,
00:00:47,     47769,  2.92507e-08,  1.51249e-07,  8.77183e-09,  7.01052e-08,
00:00:50,     50051,  2.84796e-08,  1.48874e-07,  8.71467e-09,  6.93374e-08,
00:00:52,     52333,  2.84839e-08,  1.48374e-07,  8.82617e-09,  6.84927e-08,
00:00:54,     54615,  2.74636e-08,  1.45499e-07,  8.68000e-09,  6.87231e-08,
00:00:56,     56897,  2.68297e-08,  1.42624e-07,  8.69958e-09,  6.81856e-08,
00:00:59,     59180,  2.59918e-08,  1.40874e-07,  8.24729e-09,  6.67266e-08,
00:01:01,     61462,  2.57144e-08,  1.40249e-07,  8.35242e-09,  6.74177e-08,
00:01:03,     63744,  2.54848e-08,  1.38999e-07,  8.32398e-09,  6.76481e-08,
00:01:06,     66026,  2.47677e-08,  1.37249e-07,  8.15718e-09,  6.68034e-08,
00:01:08,     68308,  2.43265e-08,  1.35624e-07,  8.07870e-09,  6.64963e-08,
00:01:10,     70590,  2.40095e-08,  1.34124e-07,  7.99530e-09,  6.60356e-08,
00:01:12,     72872,  2.52982e-08,  1.37249e-07,  8.22822e-09,  6.64195e-08,
00:01:15,     75155,  2.37831e-08,  1.31249e-07,  8.10118e-09,  6.70338e-08,
00:01:17,     77437,  2.33429e-08,  1.29249e-07,  8.00649e-09,  6.71874e-08,
00:01:19,     79719,  2.29353e-08,  1.27874e-07,  7.91628e-09,  6.70338e-08,
00:01:22,     82001,  2.25093e-08,  1.26874e-07,  7.88609e-09,  6.72641e-08,
00:01:24,     84284,  2.23594e-08,  1.25749e-07,  7.79149e-09,  6.68802e-08,
00:01:26,     86565,  2.19226e-08,  1.24999e-07,  7.65775e-09,  6.57284e-08,
00:01:28,     88847,  2.17006e-08,  1.23374e-07,  7.59333e-09,  6.51909e-08,
00:01:31,     91130,  2.14665e-08,  1.22374e-07,  7.62353e-09,  6.48838e-08,
00:01:33,     93412,  2.13490e-08,  1.22499e-07,  7.82285e-09,  6.54981e-08,
00:01:35,     95694,  2.13909e-08,  1.21499e-07,  7.64933e-09,  6.50374e-08,
00:01:37,     97976,  2.08130e-08,  1.19999e-07,  7.46057e-09,  6.42695e-08,
00:01:40,    100259,  2.05994e-08,  1.19124e-07,  7.33975e-09,  6.31551e-08,
00:01:45,    105040,  2.00127e-08,  1.17874e-07,  7.15633e-09,  6.31864e-08,
00:01:49,    109823,  1.96600e-08,  1.15750e-07,  7.18737e-09,  6.46145e-08,
00:01:54,    114605,  1.95069e-08,  1.12875e-07,  7.14087e-09,  6.53566e-08,
00:01:59,    119387,  1.96957e-08,  1.12000e-07,  7.21717e-09,  6.61920e-08,
00:02:04,    124170,  1.90268e-08,  1.07125e-07,  7.11671e-09,  6.49855e-08,
00:02:08,    128952,  1.90798e-08,  1.09500e-07,  7.04158e-09,  6.45210e-08,
00:02:13,    133735,  1.79583e-08,  1.01375e-07,  6.10538e-09,  5.91124e-08,
00:02:18,    138517,  1.59707e-08,  8.89241e-08,  5.05194e-09,  5.42159e-08,
00:02:23,    143799,  1.40221e-08,  8.00990e-08,  4.56608e-09,  5.29346e-08,
00:02:30,    150552,  1.39550e-08,  8.41076e-08,  5.04899e-09,  5.64706e-08,
00:02:37,    157834,  1.40834e-08,  8.19099e-08,  4.79235e-09,  5.50975e-08,
00:02:45,    165117,  1.32938e-08,  7.98476e-08,  5.03037e-09,  5.63683e-08,
00:02:52,    172399,  1.38524e-08,  8.30724e-08,  5.16497e-09,  5.70549e-08,
00:02:59,    179682,  1.35807e-08,  7.94756e-08,  4.74793e-09,  5.43752e-08,
00:03:06,    186965,  1.28829e-08,  7.60303e-08,  4.58930e-09,  5.34591e-08,
00:03:14,    194247,  1.28667e-08,  7.83607e-08,  4.87726e-09,  5.51056e-08,
00:03:21,    201530,  1.27093e-08,  7.58107e-08,  4.60808e-09,  5.35569e-08,
00:03:28,    208812,  1.22196e-08,  7.21693e-08,  4.27416e-09,  5.12582e-08,
00:03:36,    216095,  1.13624e-08,  6.73983e-08,  4.03022e-09,  5.02264e-08,
00:03:43,    223377,  1.13808e-08,  6.93257e-08,  4.21394e-09,  5.19958e-08,
00:03:50,    230660,  1.17354e-08,  7.01592e-08,  4.23488e-09,  5.17271e-08,
00:03:57,    237943,  1.16536e-08,  6.96342e-08,  4.14414e-09,  5.08061e-08,
00:04:05,    245225,  1.11473e-08,  6.60123e-08,  3.90675e-09,  4.90544e-08,
00:04:12,    252508,  1.03610e-08,  6.12294e-08,  3.42625e-09,  4.63477e-08,
00:04:19,    259790,  1.00547e-08,  6.14678e-08,  3.65162e-09,  4.78897e-08,
00:04:27,    267073,  1.01235e-08,  5.98553e-08,  3.39248e-09,  4.58990e-08,
00:04:34,    274355,  9.33565e-09,  5.45788e-08,  2.99043e-09,  4.29909e-08,
00:04:41,    281638,  8.66803e-09,  5.19147e-08,  2.74916e-09,  4.13571e-08,
00:04:48,    288921,  8.19790e-09,  4.90772e-08,  2.51984e-09,  3.95887e-08,
00:04:56,    296204,  8.17337e-09,  5.13717e-08,  2.94822e-09,  4.33018e-08,
00:05:03,    303486,  8.70544e-09,  5.28312e-08,  2.91966e-09,  4.30436e-08,
00:05:10,    310769,  8.43904e-09,  5.08249e-08,  2.71886e-09,  4.15405e-08,
00:05:18,    318051,  8.12246e-09,  4.84241e-08,  2.55693e-09,  4.07011e-08,
00:05:25,    325334,  8.45737e-09,  5.21608e-08,  3.30555e-09,  4.67441e-08,
00:05:32,    332617,  9.79647e-09,  5.81920e-08,  3.53868e-09,  4.69687e-08,
00:05:39,    339899,  9.75249e-09,  5.88724e-08,  4.12356e-09,  5.07616e-08,
00:05:47,    347182,  1.17414e-08,  7.03272e-08,  4.81952e-09,  5.34466e-08,
00:05:54,    354464,  1.17463e-08,  6.79140e-08,  4.64769e-09,  5.21350e-08,
00:06:01,    361747,  1.14203e-08,  6.39209e-08,  4.09618e-09,  4.86839e-08,
00:06:09,    369029,  1.02176e-08,  5.63335e-08,  3.60355e-09,  4.61044e-08,
00:06:16,    376312,  9.84311e-09,  5.58693e-08,  3.63872e-09,  4.68416e-08,
00:06:23,    383595,  1.01775e-08,  5.92194e-08,  3.80584e-09,  4.75682e-08,
00:06:30,    390877,  1.01589e-08,  5.86234e-08,  3.88208e-09,  4.78662e-08,
00:06:38,    398160,  1.00619e-08,  5.70131e-08,  3.67313e-09,  4.67787e-08,
00:06:45,    405442,  9.82892e-09,  5.60007e-08,  3.59880e-09,  4.57354e-08,
00:06:52,    412725,  9.25390e-09,  5.18249e-08,  3.15942e-09,  4.29543e-08,
00:07:00,    420008,  8.45055e-09,  4.76648e-08,  2.79036e-09,  4.03604e-08,
00:07:07,    427290,  7.78419e-09,  4.42585e-08,  2.52632e-09,  3.83812e-08,
00:07:14,    434573,  7.72657e-09,  4.64140e-08,  2.87211e-09,  4.12866e-08,
00:07:21,    441855,  8.25329e-09,  4.83100e-08,  2.97834e-09,  4.19149e-08,
00:07:29,    449138,  8.19687e-09,  4.75881e-08,  2.85757e-09,  4.07568e-08,
00:07:36,    456420,  7.84380e-09,  4.52405e-08,  2.71369e-09,  3.98858e-08,
00:07:43,    463704,  7.74292e-09,  4.43851e-08,  2.66938e-09,  3.92149e-08,
00:07:50,    470986,  7.52801e-09,  4.30381e-08,  2.52330e-09,  3.76407e-08,
00:07:58,    478269,  7.44191e-09,  4.36827e-08,  2.48269e-09,  3.73172e-08,
00:08:05,    485551,  7.36143e-09,  4.44648e-08,  2.79441e-09,  4.03148e-08,
00:08:12,    492834,  8.42220e-09,  5.01921e-08,  3.19613e-09,  4.31406e-08,
00:08:20,    500116,  8.70111e-09,  5.03047e-08,  3.18718e-09,  4.28981e-08,
00:08:27,    507399,  8.76327e-09,  5.16194e-08,  3.55337e-09,  4.54445e-08,
00:08:34,    514682,  9.48929e-09,  5.45373e-08,  3.54821e-09,  4.51269e-08,
00:08:41,    521964,  9.21445e-09,  5.22592e-08,  3.37681e-09,  4.37371e-08,
00:08:49,    529247,  8.74905e-09,  4.98974e-08,  3.28783e-09,  4.32615e-08,
00:08:56,    536529,  8.89082e-09,  5.07952e-08,  3.31068e-09,  4.31458e-08,
00:09:02,    542872,  8.70000e-09,  4.91280e-08,  3.05698e-09,  4.13183e-08,
00:09:10,    550154,  8.16872e-09,  4.63695e-08,  2.96901e-09,  4.06939e-08,
00:09:17,    557437,  8.53294e-09,  5.10445e-08,  3.39732e-09,  4.36137e-08,
00:09:24,    564720,  9.02326e-09,  5.34014e-08,  3.76198e-09,  4.59149e-08,
00:09:32,    572002,  1.01369e-08,  5.97984e-08,  4.06303e-09,  4.68263e-08,
00:09:39,    579285,  1.01078e-08,  5.86241e-08,  4.15150e-09,  4.73306e-08,
00:09:46,    586567,  1.01872e-08,  5.72350e-08,  3.88288e-09,  4.56672e-08,
00:09:53,    593850,  9.93573e-09,  5.75224e-08,  4.19178e-09,  4.79934e-08,
00:10:01,    601132,  1.04658e-08,  5.85631e-08,  4.11540e-09,  4.69904e-08,
00:10:08,    608415,  1.01005e-08,  5.67209e-08,  4.05457e-09,  4.71670e-08,
00:10:15,    615698,  1.00954e-08,  5.65592e-08,  4.07392e-09,  4.71165e-08,
00:10:22,    622980,  1.01553e-08,  5.63070e-08,  4.02764e-09,  4.67777e-08,
00:10:30,    630263,  9.92429e-09,  5.39850e-08,  3.89363e-09,  4.62561e-08,
00:10:37,    637545,  1.00723e-08,  5.49312e-08,  4.02485e-09,  4.68090e-08,
00:10:44,    644828,  9.74536e-09,  5.22116e-08,  3.75961e-09,  4.57052e-08,
00:10:52,    652110,  9.53560e-09,  5.08562e-08,  3.64828e-09,  4.49566e-08,
00:10:59,    659394,  9.80894e-09,  5.44334e-08,  4.14417e-09,  4.75682e-08,
00:11:06,    666676,  1.02402e-08,  5.39842e-08,  3.97218e-09,  4.64260e-08,
00:11:13,    673959,  9.90053e-09,  5.24076e-08,  3.86783e-09,  4.53520e-08,
00:11:21,    681241,  9.32815e-09,  4.86357e-08,  3.56002e-09,  4.37466e-08,
00:11:27,    687584,  9.09486e-09,  4.78078e-08,  3.57537e-09,  4.41071e-08,
00:11:34,    694866,  9.22912e-09,  4.78671e-08,  3.58024e-09,  4.42447e-08,
00:11:42,    702149,  9.47281e-09,  5.08085e-08,  3.90713e-09,  4.58928e-08,
00:11:49,    709431,  9.46045e-09,  4.81740e-08,  3.46343e-09,  4.28449e-08,
00:11:56,    716714,  8.45576e-09,  4.32312e-08,  3.02192e-09,  3.98944e-08,
00:12:03,    723997,  7.69925e-09,  3.93155e-08,  2.66966e-09,  3.75088e-08,
00:12:11,    731279,  7.08897e-09,  3.65366e-08,  2.40262e-09,  3.57351e-08,
00:12:18,    738562,  6.71360e-09,  3.46765e-08,  2.21935e-09,  3.44435e-08,
00:12:24,    744904,  6.60868e-09,  3.58812e-08,  2.59107e-09,  3.74963e-08,
00:12:32,    752187,  7.24892e-09,  3.80258e-08,  2.64561e-09,  3.77832e-08,
00:12:39,    759469,  7.13188e-09,  3.66648e-08,  2.51664e-09,  3.66242e-08,
00:12:46,    766752,  6.79401e-09,  3.47141e-08,  2.31503e-09,  3.54792e-08,
00:12:54,    774035,  7.04231e-09,  3.82210e-08,  3.26961e-09,  4.28003e-08,
00:13:01,    781317,  8.76515e-09,  4.41883e-08,  3.35797e-09,  4.26275e-08,
00:13:08,    788600,  8.24302e-09,  4.03578e-08,  3.21845e-09,  4.24595e-08,
00:13:15,    795882,  9.17592e-09,  4.62007e-08,  3.70332e-09,  4.46369e-08,
00:13:23,    803165,  8.82364e-09,  4.22100e-08,  3.23553e-09,  4.13428e-08,
00:13:30,    810448,  7.98045e-09,  3.81093e-08,  2.79965e-09,  3.85814e-08,
00:13:37,    817730,  7.26658e-09,  3.51633e-08,  2.51429e-09,  3.63686e-08,
00:13:45,    825013,  6.76995e-09,  3.30116e-08,  2.31044e-09,  3.47263e-08,
00:13:52,    832295,  6.57878e-09,  3.22881e-08,  2.21886e-09,  3.40069e-08,
00:13:59,    839578,  6.60014e-09,  3.54413e-08,  3.30072e-09,  4.23223e-08,
00:14:06,    846860,  9.97368e-09,  5.32163e-08,  4.80389e-09,  4.91145e-08,
00:14:14,    854144,  1.19858e-08,  6.14138e-08,  5.42008e-09,  5.11142e-08,
00:14:20,    860486,  1.28866e-08,  6.48053e-08,  5.72841e-09,  5.13369e-08,
00:14:27,    867769,  1.33812e-08,  6.67771e-08,  5.93565e-09,  5.14958e-08,
00:14:35,    875051,  1.37210e-08,  6.81116e-08,  5.97661e-09,  5.12222e-08,
00:14:42,    882334,  1.37443e-08,  6.91717e-08,  6.04198e-09,  5.07677e-08,
00:14:49,    889616,  1.37949e-08,  7.00249e-08,  6.06559e-09,  5.05071e-08,
00:14:56,    896899,  1.38956e-08,  7.04936e-08,  6.10583e-09,  5.06934e-08,
00:15:04,    904182,  1.40095e-08,  7.13795e-08,  6.13804e-09,  5.01836e-08,
00:15:11,    911464,  1.39881e-08,  7.23443e-08,  6.11301e-09,  4.92128e-08,
00:15:18,    918747,  1.39707e-08,  7.28350e-08,  6.03763e-09,  4.87848e-08,
00:15:26,    926029,  1.39238e-08,  7.29779e-08,  6.09698e-09,  4.88001e-08,
00:15:33,    933312,  1.32698e-08,  6.65320e-08,  5.02208e-09,  4.37779e-08,
00:15:40,    940594,  1.08133e-08,  5.36562e-08,  3.90165e-09,  3.88444e-08,
00:15:47,    947877,  9.10220e-09,  4.56913e-08,  3.26683e-09,  3.59312e-08,
00:15:54,    954220,  8.09498e-09,  4.15873e-08,  2.79758e-09,  3.37074e-08,
00:16:01,    961502,  7.25348e-09,  3.84851e-08,  2.53092e-09,  3.20801e-08,
00:16:08,    968785,  6.81445e-09,  3.64405e-08,  2.31872e-09,  3.10319e-08,
00:16:16,    976067,  6.46838e-09,  3.50648e-08,  2.14463e-09,  3.01210e-08,
00:16:23,    983350,  6.09878e-09,  3.38444e-08,  2.04408e-09,  2.92808e-08,
00:16:30,    990632,  5.92406e-09,  3.28960e-08,  1.96077e-09,  2.84744e-08,
00:16:37,    997915,  5.72796e-09,  3.19045e-08,  1.87840e-09,  2.77843e-08,
00:16:45,   1005198,  5.56177e-09,  3.12021e-08,  1.80219e-09,  2.71336e-08,
00:16:52,   1012480,  5.44291e-09,  3.07343e-08,  2.07675e-09,  2.43151e-08,
00:16:59,   1019763,  9.28083e-09,  9.15538e-08,  5.95713e-09,  1.75455e-08,
00:17:07,   1027045,  1.37434e-08,  1.05681e-07,  6.10011e-09,  2.96494e-08,
00:17:14,   1034328,  1.34196e-08,  8.95545e-08,  5.93052e-09,  3.20009e-08,
00:17:21,   1041610,  1.50044e-08,  1.13606e-07,  6.99232e-09,  2.96478e-08,
00:17:28,   1048893,  1.54107e-08,  1.09458e-07,  6.49853e-09,  3.33806e-08,
00:17:36,   1056176,  1.49410e-08,  8.63076e-08,  5.70881e-09,  3.59193e-08,
00:17:43,   1063459,  1.40128e-08,  8.49702e-08,  5.77541e-09,  4.08658e-08,
00:17:50,   1070741,  1.32367e-08,  8.25155e-08,  5.91490e-09,  4.27038e-08,
00:17:58,   1078024,  1.34526e-08,  8.33294e-08,  5.95970e-09,  4.37069e-08,
00:18:05,   1085306,  1.37671e-08,  8.29967e-08,  6.11203e-09,  4.35840e-08,
00:18:12,   1092589,  1.37572e-08,  8.31772e-08,  6.09020e-09,  4.34371e-08,
00:18:19,   1099871,  1.36654e-08,  8.11310e-08,  5.96156e-09,  4.34381e-08,
00:18:27,   1107154,  1.36405e-08,  7.96608e-08,  5.86817e-09,  4.33996e-08,
00:18:34,   1114437,  1.33531e-08,  7.76576e-08,  5.78287e-09,  4.35105e-08,
00:18:41,   1121719,  1.31860e-08,  7.70412e-08,  5.82647e-09,  4.35081e-08,
00:18:49,   1129002,  1.33699e-08,  7.84029e-08,  5.95902e-09,  4.22800e-08,
00:18:56,   1136284,  1.34129e-08,  7.91335e-08,  5.94242e-09,  4.23305e-08,
00:19:03,   1143567,  1.35638e-08,  7.91364e-08,  5.92125e-09,  4.15688e-08,
00:19:10,   1150849,  1.34743e-08,  8.02998e-08,  5.98079e-09,  4.05374e-08,
00:19:18,   1158132,  1.34907e-08,  7.92623e-08,  5.95731e-09,  4.13399e-08,
00:19:25,   1165415,  1.35254e-08,  7.79584e-08,  5.93127e-09,  4.20276e-08,
00:19:31,   1171757,  1.34329e-08,  7.68052e-08,  5.91773e-09,  4.22042e-08,
00:19:39,   1179040,  1.34852e-08,  7.63178e-08,  5.88775e-09,  4.21596e-08,
00:19:46,   1186322,  1.33428e-08,  7.50616e-08,  5.84643e-09,  4.20074e-08,
00:19:53,   1193605,  1.32963e-08,  7.59757e-08,  5.87600e-09,  4.09646e-08,
00:20:00,   1200887,  1.34321e-08,  7.73458e-08,  5.91821e-09,  3.96094e-08,
00:20:08,   1208170,  1.34567e-08,  7.78794e-08,  5.89671e-09,  3.95168e-08,
00:20:15,   1215453,  1.33703e-08,  7.68452e-08,  5.86292e-09,  3.99194e-08,
00:20:22,   1222735,  1.33463e-08,  7.58883e-08,  5.82718e-09,  4.04458e-08,
00:20:30,   1230018,  1.33534e-08,  7.52905e-08,  5.90616e-09,  4.10899e-08,
00:20:36,   1236360,  1.35565e-08,  7.55272e-08,  5.93130e-09,  4.10909e-08,
00:20:43,   1243643,  1.34630e-08,  7.42412e-08,  5.84153e-09,  4.01521e-08,
00:20:50,   1250925,  1.33148e-08,  7.37974e-08,  5.39703e-09,  3.60877e-08,
00:20:58,   1258208,  1.34004e-08,  1.02593e-07,  7.19088e-09,  1.69959e-08,
00:21:05,   1265490,  1.72750e-08,  1.25199e-07,  8.75717e-09,  9.03571e-09,
00:21:11,   1271303,  1.89936e-08,  1.64999e-07,  9.34825e-09,  7.22300e-09,
00:21:16,   1276085,  2.00289e-08,  1.73749e-07,  9.53833e-09,  6.59826e-09,
00:21:18,   1278867,  2.02403e-08,  1.76499e-07,  9.74217e-09,  6.16734e-09,
00:21:21,   1281650,  2.06242e-08,  1.78499e-07,  9.88100e-09,  5.67885e-09,
00:21:26,   1286432,  2.08645e-08,  1.81749e-07,  9.98517e-09,  5.42404e-09,
00:21:31,   1291214,  2.14159e-08,  1.86249e-07,  1.03401e-08,  5.38888e-09,
00:21:35,   1295997,  2.19379e-08,  1.92874e-07,  1.08933e-08,  6.91962e-09,
00:21:40,   1300779,  2.34507e-08,  1.93874e-07,  1.07460e-08,  8.05500e-09,
00:21:45,   1305562,  2.10157e-08,  1.62249e-07,  1.03944e-08,  1.70584e-08,
00:21:48,   1308344,  2.64531e-08,  1.79749e-07,  9.42575e-09,  1.72061e-08,
00:21:51,   1311126,  1.95565e-08,  1.57749e-07,  9.26617e-09,  1.39788e-08,
00:21:53,   1313908,  2.12517e-08,  1.76374e-07,  9.88875e-09,  1.39279e-08,
00:21:56,   1316690,  2.73321e-08,  1.94499e-07,  1.01268e-08,  1.60102e-08,
00:21:59,   1319472,  1.98941e-08,  1.49499e-07,  8.51317e-09,  1.72398e-08,
00:22:02,   1322254,  1.78148e-08,  1.29499e-07,  7.46792e-09,  1.77634e-08,
00:22:05,   1325037,  1.61432e-08,  1.16749e-07,  6.41015e-09,  1.85898e-08,
00:22:09,   1329819,  2.17101e-08,  1.21749e-07,  5.99977e-09,  1.95035e-08,
00:22:14,   1334601,  1.37653e-08,  1.00125e-07,  6.22143e-09,  2.08247e-08,
00:22:20,   1340854,  1.44554e-08,  1.01976e-07,  6.26489e-09,  2.25548e-08,
00:22:28,   1348136,  1.54999e-08,  1.05110e-07,  6.99642e-09,  2.42762e-08,
00:22:35,   1355419,  1.51073e-08,  1.05885e-07,  6.76070e-09,  2.47494e-08,
00:22:42,   1362702,  1.51721e-08,  1.05828e-07,  6.79743e-09,  2.48929e-08,
00:22:49,   1369984,  1.74581e-08,  1.07317e-07,  6.83557e-09,  2.50052e-08,
00:22:55,   1375797,  1.51371e-08,  1.04449e-07,  6.79717e-09,  2.50052e-08,
00:23:01,   1381079,  1.51685e-08,  1.03769e-07,  6.73267e-09,  2.49198e-08,
00:23:06,   1386361,  1.49915e-08,  1.02387e-07,  6.71767e-09,  2.48046e-08,
00:23:11,   1391644,  1.48514e-08,  1.01862e-07,  6.72511e-09,  2.48175e-08,
00:23:16,   1396926,  1.48643e-08,  1.02092e-07,  6.74417e-09,  2.48651e-08,
00:23:22,   1402208,  1.50455e-08,  1.02215e-07,  6.71572e-09,  2.48113e-08,
00:23:27,   1407490,  1.50324e-08,  1.01661e-07,  6.67418e-09,  2.46909e-08,
00:23:32,   1412773,  1.47565e-08,  1.00330e-07,  6.57441e-09,  2.45095e-08,
00:23:38,   1418055,  1.45763e-08,  9.97529e-08,  6.59174e-09,  2.44951e-08,
00:23:43,   1423337,  1.47844e-08,  9.98326e-08,  6.70333e-09,  2.46025e-08,
00:23:48,   1428620,  1.58132e-08,  1.01058e-07,  6.57427e-09,  2.44331e-08,
00:23:53,   1433902,  1.47425e-08,  1.00029e-07,  6.61220e-09,  2.44011e-08,
00:23:59,   1439184,  1.46626e-08,  9.94991e-08,  6.57999e-09,  2.43218e-08,
00:24:04,   1444467,  1.47306e-08,  9.92115e-08,  6.58100e-09,  2.43122e-08,
00:24:09,   1449749,  1.45839e-08,  9.95427e-08,  6.60727e-09,  2.43199e-08,
00:24:15,   1455032,  1.47121e-08,  9.98279e-08,  6.63446e-09,  2.43439e-08,
00:24:20,   1460314,  1.48536e-08,  9.98787e-08,  6.62375e-09,  2.42690e-08,
00:24:25,   1465596,  1.47090e-08,  9.93459e-08,  6.60555e-09,  2.41879e-08,
00:24:30,   1470879,  1.48253e-08,  9.94044e-08,  6.60101e-09,  2.41596e-08,
00:24:36,   1476160,  1.46733e-08,  9.92014e-08,  6.61255e-09,  2.41035e-08,
00:24:41,   1481443,  1.47716e-08,  9.85998e-08,  6.56180e-09,  2.40464e-08,
00:24:46,   1486725,  1.56504e-08,  1.00267e-07,  6.55892e-09,  2.40151e-08,
00:24:51,   1491068,  1.46065e-08,  9.80380e-08,  6.53856e-09,  2.39144e-08,
00:24:56,   1496350,  1.45278e-08,  9.78553e-08,  6.55853e-09,  2.38731e-08,
00:25:01,   1501632,  1.46593e-08,  9.81395e-08,  6.74329e-09,  2.39009e-08,
00:25:06,   1506915,  1.47187e-08,  9.81466e-08,  6.53441e-09,  2.37747e-08,
00:25:12,   1512197,  1.46087e-08,  9.75857e-08,  6.52960e-09,  2.37156e-08,
00:25:17,   1517479,  1.45245e-08,  9.77693e-08,  6.51378e-09,  2.36960e-08,
00:25:22,   1522762,  1.46367e-08,  9.76342e-08,  6.55465e-09,  2.36778e-08,
00:25:28,   1528044,  1.45116e-08,  9.76599e-08,  6.52532e-09,  2.35866e-08,
00:25:33,   1533327,  1.44631e-08,  9.73507e-08,  6.49489e-09,  2.35011e-08,
00:25:38,   1538609,  1.45051e-08,  9.71435e-08,  6.49067e-09,  2.35074e-08,
00:25:43,   1543891,  1.44555e-08,  9.69224e-08,  6.46273e-09,  2.34215e-08,
00:25:49,   1549174,  1.44340e-08,  9.65451e-08,  6.47309e-09,  2.33514e-08,
00:25:55,   1555926,  1.43560e-08,  9.61233e-08,  6.42913e-09,  2.33428e-08,
00:26:03,   1563209,  1.44091e-08,  9.61209e-08,  6.46353e-09,  2.33432e-08,
00:26:10,   1570491,  1.43896e-08,  9.58529e-08,  6.45208e-09,  2.33394e-08,
00:26:17,   1577774,  1.43279e-08,  9.51897e-08,  6.41637e-09,  2.33298e-08,
00:26:25,   1585056,  1.42581e-08,  9.48044e-08,  6.42567e-09,  2.33591e-08,
00:26:32,   1592339,  1.43423e-08,  9.47171e-08,  6.41066e-09,  2.34426e-08,
00:26:39,   1599622,  1.43539e-08,  9.46317e-08,  6.43282e-09,  2.34359e-08,
00:26:46,   1606904,  1.43662e-08,  9.44693e-08,  6.43620e-09,  2.33438e-08,
00:26:53,   1613247,  1.43456e-08,  9.43912e-08,  6.42907e-09,  2.32224e-08,
00:27:00,   1620529,  1.42886e-08,  9.41567e-08,  6.39697e-09,  2.31009e-08,
00:27:07,   1627812,  1.43237e-08,  9.41365e-08,  6.41062e-09,  2.29646e-08,
00:27:15,   1635094,  1.41976e-08,  9.37959e-08,  6.39412e-09,  2.28729e-08,
00:27:22,   1642377,  1.41492e-08,  9.34397e-08,  6.37012e-09,  2.27717e-08,
00:27:29,   1649659,  1.41855e-08,  9.36873e-08,  6.32177e-09,  2.25500e-08,
00:27:36,   1656942,  1.40871e-08,  9.35592e-08,  6.30665e-09,  2.25801e-08,
00:27:44,   1664225,  1.41057e-08,  9.35560e-08,  6.26833e-09,  2.24574e-08,
00:27:51,   1671507,  1.40596e-08,  9.32827e-08,  6.28579e-09,  2.24723e-08,
