Sourcefile	20131107 111108 Tomas CO2+ethylene_faraday.qmp
Exporttime	7.11.2013 14:12:07

Start Time	7.11.2013 11:12:45,713
End Time  	7.11.2013 14:12:07,159

		14			26			32			40			44			18			TP86	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Pressure [mbar]	
7.11.2013 13:16:27	7421,843	4,203313e-012	7.11.2013 13:16:28	7422,382	1,387971e-013	7.11.2013 13:16:28	7422,920	1,214580e-011	7.11.2013 13:16:29	7423,457	1,247610e-012	7.11.2013 13:16:29	7423,993	1,810874e-012	7.11.2013 13:16:32	7426,974	3,104936e-012	7.11.2013 13:16:32	7426,914	1,657199e-006	
7.11.2013 13:16:30	7424,676	4,207255e-012	7.11.2013 13:16:30	7425,214	1,382945e-013	7.11.2013 13:16:31	7425,753	1,214351e-011	7.11.2013 13:16:32	7426,290	1,251309e-012	7.11.2013 13:16:32	7426,829	1,808509e-012	7.11.2013 13:16:35	7429,808	3,104312e-012	7.11.2013 13:16:35	7429,746	1,657199e-006	
7.11.2013 13:16:33	7427,512	4,201428e-012	7.11.2013 13:16:33	7428,050	1,344244e-013	7.11.2013 13:16:34	7428,587	1,214183e-011	7.11.2013 13:16:34	7429,124	1,246536e-012	7.11.2013 13:16:35	7429,663	1,816466e-012	7.11.2013 13:16:38	7432,648	3,120199e-012	7.11.2013 13:16:38	7432,587	1,664981e-006	
7.11.2013 13:16:36	7430,347	4,202843e-012	7.11.2013 13:16:36	7430,887	1,414324e-013	7.11.2013 13:16:37	7431,425	1,213759e-011	7.11.2013 13:16:37	7431,964	1,241793e-012	7.11.2013 13:16:38	7432,501	1,810178e-012	7.11.2013 13:16:41	7435,483	3,100605e-012	7.11.2013 13:16:41	7435,421	1,657199e-006	
7.11.2013 13:16:38	7433,186	4,201051e-012	7.11.2013 13:16:39	7433,723	1,365734e-013	7.11.2013 13:16:39	7434,261	1,214736e-011	7.11.2013 13:16:40	7434,799	1,247311e-012	7.11.2013 13:16:41	7435,338	1,809852e-012	7.11.2013 13:16:44	7438,317	3,098424e-012	7.11.2013 13:16:43	7438,255	1,664981e-006	
7.11.2013 13:16:41	7436,020	4,198081e-012	7.11.2013 13:16:42	7436,558	1,405930e-013	7.11.2013 13:16:42	7437,095	1,211765e-011	7.11.2013 13:16:43	7437,633	1,245645e-012	7.11.2013 13:16:43	7438,172	1,805729e-012	7.11.2013 13:16:46	7441,154	3,096271e-012	7.11.2013 13:16:46	7441,093	1,657199e-006	
7.11.2013 13:16:44	7438,855	4,195787e-012	7.11.2013 13:16:45	7439,392	1,393200e-013	7.11.2013 13:16:45	7439,931	1,211568e-011	7.11.2013 13:16:46	7440,469	1,248171e-012	7.11.2013 13:16:46	7441,006	1,809892e-012	7.11.2013 13:16:49	7443,994	3,096719e-012	7.11.2013 13:16:49	7443,933	1,657199e-006	
7.11.2013 13:16:47	7441,690	4,199141e-012	7.11.2013 13:16:47	7442,229	1,377744e-013	7.11.2013 13:16:48	7442,766	1,212648e-011	7.11.2013 13:16:49	7443,303	1,243970e-012	7.11.2013 13:16:49	7443,841	1,806284e-012	7.11.2013 13:16:52	7446,828	3,911133e-012	7.11.2013 13:16:52	7446,767	1,672802e-006	
7.11.2013 13:16:50	7444,532	4,201541e-012	7.11.2013 13:16:50	7445,070	1,416695e-013	7.11.2013 13:16:51	7445,607	1,213011e-011	7.11.2013 13:16:51	7446,146	1,246874e-012	7.11.2013 13:16:52	7446,684	1,910587e-012	7.11.2013 13:16:55	7449,669	3,249260e-012	7.11.2013 13:16:55	7449,607	1,664981e-006	
7.11.2013 13:16:53	7447,366	4,200874e-012	7.11.2013 13:16:53	7447,905	1,378275e-013	7.11.2013 13:16:54	7448,443	1,214064e-011	7.11.2013 13:16:54	7448,979	1,249097e-012	7.11.2013 13:16:55	7449,517	1,810014e-012	7.11.2013 13:16:58	7452,500	3,168938e-012	7.11.2013 13:16:58	7452,438	1,664981e-006	
7.11.2013 13:16:55	7450,205	4,203899e-012	7.11.2013 13:16:56	7450,744	1,398193e-013	7.11.2013 13:16:56	7451,280	1,214552e-011	7.11.2013 13:16:57	7451,818	1,244405e-012	7.11.2013 13:16:58	7452,355	1,803248e-012	7.11.2013 13:17:01	7455,333	3,154162e-012	7.11.2013 13:17:00	7455,272	1,664981e-006	
7.11.2013 13:16:58	7453,039	4,202491e-012	7.11.2013 13:16:59	7453,576	1,348462e-013	7.11.2013 13:16:59	7454,113	1,211180e-011	7.11.2013 13:17:00	7454,650	1,241796e-012	7.11.2013 13:17:00	7455,188	1,800253e-012	7.11.2013 13:17:03	7458,164	3,133448e-012	7.11.2013 13:17:03	7458,103	1,664981e-006	
7.11.2013 13:17:01	7455,870	4,202829e-012	7.11.2013 13:17:02	7456,409	1,413127e-013	7.11.2013 13:17:02	7456,944	1,212285e-011	7.11.2013 13:17:03	7457,482	1,247216e-012	7.11.2013 13:17:03	7458,019	1,802729e-012	7.11.2013 13:17:06	7461,007	3,113325e-012	7.11.2013 13:17:06	7460,947	1,657199e-006	
7.11.2013 13:17:04	7458,704	4,195598e-012	7.11.2013 13:17:04	7459,242	1,416493e-013	7.11.2013 13:17:05	7459,780	1,208961e-011	7.11.2013 13:17:06	7460,317	1,241800e-012	7.11.2013 13:17:06	7460,855	1,795990e-012	7.11.2013 13:17:09	7463,836	3,085426e-012	7.11.2013 13:17:09	7463,775	1,649451e-006	
7.11.2013 13:17:07	7461,543	4,172882e-012	7.11.2013 13:17:07	7462,081	1,410688e-013	7.11.2013 13:17:08	7462,617	1,203269e-011	7.11.2013 13:17:08	7463,154	1,235777e-012	7.11.2013 13:17:09	7463,692	1,786989e-012	7.11.2013 13:17:12	7466,688	3,088893e-012	7.11.2013 13:17:12	7466,626	1,641742e-006	
7.11.2013 13:17:10	7464,374	4,146483e-012	7.11.2013 13:17:10	7464,912	1,394045e-013	7.11.2013 13:17:11	7465,449	1,196899e-011	7.11.2013 13:17:11	7465,987	1,228791e-012	7.11.2013 13:17:12	7466,525	1,790487e-012	7.11.2013 13:17:15	7469,531	3,119792e-012	7.11.2013 13:17:15	7469,469	1,641742e-006	
7.11.2013 13:17:12	7467,226	4,126390e-012	7.11.2013 13:17:13	7467,763	1,384239e-013	7.11.2013 13:17:14	7468,301	1,193675e-011	7.11.2013 13:17:14	7468,838	1,227769e-012	7.11.2013 13:17:15	7469,376	1,790688e-012	7.11.2013 13:17:18	7472,364	3,099502e-012	7.11.2013 13:17:18	7472,304	1,634066e-006	
7.11.2013 13:17:15	7470,067	4,119849e-012	7.11.2013 13:17:16	7470,607	1,412669e-013	7.11.2013 13:17:16	7471,144	1,192520e-011	7.11.2013 13:17:17	7471,682	1,224997e-012	7.11.2013 13:17:17	7472,219	1,784004e-012	7.11.2013 13:17:20	7475,202	3,082579e-012	7.11.2013 13:17:20	7475,140	1,634066e-006	
7.11.2013 13:17:18	7472,902	4,112100e-012	7.11.2013 13:17:19	7473,440	1,364058e-013	7.11.2013 13:17:19	7473,978	1,188847e-011	7.11.2013 13:17:20	7474,516	1,226597e-012	7.11.2013 13:17:20	7475,054	1,778485e-012	7.11.2013 13:17:23	7478,036	3,111868e-012	7.11.2013 13:17:23	7477,975	1,634066e-006	
7.11.2013 13:17:21	7475,739	4,099327e-012	7.11.2013 13:17:21	7476,277	1,369522e-013	7.11.2013 13:17:22	7476,815	1,186986e-011	7.11.2013 13:17:23	7477,355	1,222820e-012	7.11.2013 13:17:23	7477,892	1,779013e-012	7.11.2013 13:17:26	7480,870	3,062987e-012	7.11.2013 13:17:26	7480,808	1,634066e-006	
7.11.2013 13:17:24	7478,575	4,096203e-012	7.11.2013 13:17:24	7479,112	1,389190e-013	7.11.2013 13:17:25	7479,650	1,187096e-011	7.11.2013 13:17:25	7480,189	1,221923e-012	7.11.2013 13:17:26	7480,726	1,779126e-012	7.11.2013 13:17:29	7483,713	3,100142e-012	7.11.2013 13:17:29	7483,651	1,634066e-006	
7.11.2013 13:17:27	7481,408	4,094741e-012	7.11.2013 13:17:27	7481,946	1,398885e-013	7.11.2013 13:17:28	7482,485	1,185322e-011	7.11.2013 13:17:28	7483,022	1,220733e-012	7.11.2013 13:17:29	7483,561	1,777338e-012	7.11.2013 13:17:32	7486,562	3,126427e-012	7.11.2013 13:17:32	7486,500	1,657199e-006	
7.11.2013 13:17:29	7484,249	4,098722e-012	7.11.2013 13:17:30	7484,788	1,363012e-013	7.11.2013 13:17:31	7485,325	1,193929e-011	7.11.2013 13:17:31	7485,862	1,235127e-012	7.11.2013 13:17:32	7486,398	1,795792e-012	7.11.2013 13:17:35	7489,397	3,091436e-012	7.11.2013 13:17:35	7489,335	1,672802e-006	
7.11.2013 13:17:32	7487,100	4,217322e-012	7.11.2013 13:17:33	7487,637	1,394073e-013	7.11.2013 13:17:33	7488,176	1,214968e-011	7.11.2013 13:17:34	7488,713	1,246969e-012	7.11.2013 13:17:34	7489,251	1,796368e-012	7.11.2013 13:17:37	7492,233	3,081346e-012	7.11.2013 13:17:37	7492,172	1,672802e-006	
7.11.2013 13:17:35	7489,934	4,230707e-012	7.11.2013 13:17:36	7490,473	1,416585e-013	7.11.2013 13:17:36	7491,010	1,216335e-011	7.11.2013 13:17:37	7491,549	1,245671e-012	7.11.2013 13:17:37	7492,085	1,793874e-012	7.11.2013 13:17:40	7495,063	3,095525e-012	7.11.2013 13:17:40	7495,003	1,664981e-006	
7.11.2013 13:17:38	7492,770	4,228784e-012	7.11.2013 13:17:39	7493,307	1,373413e-013	7.11.2013 13:17:39	7493,844	1,216005e-011	7.11.2013 13:17:40	7494,381	1,244833e-012	7.11.2013 13:17:40	7494,919	1,794186e-012	7.11.2013 13:17:43	7497,898	3,066134e-012	7.11.2013 13:17:43	7497,836	1,664981e-006	
7.11.2013 13:17:41	7495,601	4,226720e-012	7.11.2013 13:17:41	7496,140	1,406025e-013	7.11.2013 13:17:42	7496,678	1,215038e-011	7.11.2013 13:17:42	7497,215	1,241667e-012	7.11.2013 13:17:43	7497,755	1,789763e-012	7.11.2013 13:17:46	7500,732	3,061360e-012	7.11.2013 13:17:46	7500,671	1,664981e-006	
7.11.2013 13:17:44	7498,435	4,220261e-012	7.11.2013 13:17:44	7498,975	1,381099e-013	7.11.2013 13:17:45	7499,512	1,211738e-011	7.11.2013 13:17:45	7500,050	1,245346e-012	7.11.2013 13:17:46	7500,586	1,788683e-012	7.11.2013 13:17:49	7503,572	3,099001e-012	7.11.2013 13:17:49	7503,511	1,664981e-006	
7.11.2013 13:17:46	7501,270	4,213702e-012	7.11.2013 13:17:47	7501,807	1,389568e-013	7.11.2013 13:17:48	7502,344	1,212553e-011	7.11.2013 13:17:48	7502,880	1,244579e-012	7.11.2013 13:17:49	7503,419	1,792416e-012	7.11.2013 13:17:52	7506,403	3,085838e-012	7.11.2013 13:17:52	7506,342	1,664981e-006	
7.11.2013 13:17:49	7504,107	4,209566e-012	7.11.2013 13:17:50	7504,645	1,391975e-013	7.11.2013 13:17:50	7505,183	1,214971e-011	7.11.2013 13:17:51	7505,721	1,246725e-012	7.11.2013 13:17:51	7506,257	1,792565e-012	7.11.2013 13:17:54	7509,240	3,105460e-012	7.11.2013 13:17:54	7509,178	1,664981e-006	
7.11.2013 13:17:52	7506,942	4,207424e-012	7.11.2013 13:17:53	7507,478	1,364617e-013	7.11.2013 13:17:53	7508,019	1,212172e-011	7.11.2013 13:17:54	7508,556	1,245184e-012	7.11.2013 13:17:54	7509,095	1,789412e-012	7.11.2013 13:17:57	7512,073	3,116685e-012	7.11.2013 13:17:57	7512,013	1,664981e-006	
7.11.2013 13:17:55	7509,778	4,204591e-012	7.11.2013 13:17:56	7510,317	1,402124e-013	7.11.2013 13:17:56	7510,853	1,214025e-011	7.11.2013 13:17:57	7511,390	1,246759e-012	7.11.2013 13:17:57	7511,929	1,784651e-012	7.11.2013 13:18:00	7514,913	3,091755e-012	7.11.2013 13:18:00	7514,852	1,664981e-006	
7.11.2013 13:17:58	7512,612	4,202343e-012	7.11.2013 13:17:58	7513,149	1,410542e-013	7.11.2013 13:17:59	7513,686	1,211460e-011	7.11.2013 13:17:59	7514,223	1,243286e-012	7.11.2013 13:18:00	7514,759	1,786281e-012	7.11.2013 13:18:03	7517,753	3,095094e-012	7.11.2013 13:18:03	7517,692	1,664981e-006	
7.11.2013 13:18:01	7515,451	4,198488e-012	7.11.2013 13:18:01	7515,989	1,418551e-013	7.11.2013 13:18:02	7516,527	1,211769e-011	7.11.2013 13:18:02	7517,063	1,240032e-012	7.11.2013 13:18:03	7517,601	1,783812e-012	7.11.2013 13:18:06	7520,584	3,063323e-012	7.11.2013 13:18:06	7520,523	1,657199e-006	
7.11.2013 13:18:04	7518,289	4,201129e-012	7.11.2013 13:18:04	7518,829	1,381980e-013	7.11.2013 13:18:05	7519,366	1,212419e-011	7.11.2013 13:18:05	7519,904	1,240645e-012	7.11.2013 13:18:06	7520,440	1,793665e-012	7.11.2013 13:18:09	7523,415	3,103425e-012	7.11.2013 13:18:09	7523,355	1,657199e-006	
7.11.2013 13:18:06	7521,122	4,196952e-012	7.11.2013 13:18:07	7521,660	1,401554e-013	7.11.2013 13:18:07	7522,198	1,211622e-011	7.11.2013 13:18:08	7522,734	1,244142e-012	7.11.2013 13:18:08	7523,272	1,789907e-012	7.11.2013 13:18:11	7526,257	3,116173e-012	7.11.2013 13:18:11	7526,195	1,657199e-006	
7.11.2013 13:18:09	7523,953	4,199429e-012	7.11.2013 13:18:10	7524,492	1,400684e-013	7.11.2013 13:18:10	7525,029	1,211455e-011	7.11.2013 13:18:11	7525,567	1,238246e-012	7.11.2013 13:18:11	7526,103	1,783317e-012	7.11.2013 13:18:14	7529,095	3,106754e-012	7.11.2013 13:18:14	7529,033	1,657199e-006	
7.11.2013 13:18:12	7526,797	4,196680e-012	7.11.2013 13:18:13	7527,336	1,385997e-013	7.11.2013 13:18:13	7527,873	1,210493e-011	7.11.2013 13:18:14	7528,410	1,243285e-012	7.11.2013 13:18:14	7528,949	1,787093e-012	7.11.2013 13:18:17	7531,945	3,077570e-012	7.11.2013 13:18:17	7531,883	1,664981e-006	
7.11.2013 13:18:15	7529,632	4,192785e-012	7.11.2013 13:18:15	7530,171	1,381882e-013	7.11.2013 13:18:16	7530,708	1,210240e-011	7.11.2013 13:18:16	7531,245	1,241222e-012	7.11.2013 13:18:17	7531,783	1,779871e-012	7.11.2013 13:18:20	7534,784	3,114912e-012	7.11.2013 13:18:20	7534,724	1,657199e-006	
7.11.2013 13:18:18	7532,483	4,190357e-012	7.11.2013 13:18:18	7533,021	1,430046e-013	7.11.2013 13:18:19	7533,558	1,210155e-011	7.11.2013 13:18:19	7534,095	1,237849e-012	7.11.2013 13:18:20	7534,631	1,781203e-012	7.11.2013 13:18:23	7537,618	3,106522e-012	7.11.2013 13:18:23	7537,557	1,664981e-006	
7.11.2013 13:18:21	7535,322	4,184591e-012	7.11.2013 13:18:21	7535,861	1,411958e-013	7.11.2013 13:18:22	7536,400	1,210512e-011	7.11.2013 13:18:22	7536,937	1,237410e-012	7.11.2013 13:18:23	7537,475	1,782881e-012	7.11.2013 13:18:26	7540,449	3,115633e-012	7.11.2013 13:18:26	7540,387	1,657199e-006	
7.11.2013 13:18:23	7538,156	4,189434e-012	7.11.2013 13:18:24	7538,694	1,391394e-013	7.11.2013 13:18:24	7539,230	1,210555e-011	7.11.2013 13:18:25	7539,768	1,238747e-012	7.11.2013 13:18:26	7540,306	1,782100e-012	7.11.2013 13:18:29	7543,294	3,085121e-012	7.11.2013 13:18:28	7543,233	1,657199e-006	
7.11.2013 13:18:26	7540,987	4,192226e-012	7.11.2013 13:18:27	7541,525	1,456019e-013	7.11.2013 13:18:27	7542,063	1,208882e-011	7.11.2013 13:18:28	7542,600	1,244802e-012	7.11.2013 13:18:28	7543,140	1,778898e-012	7.11.2013 13:18:31	7546,125	3,094018e-012	7.11.2013 13:18:31	7546,065	1,664981e-006	
7.11.2013 13:18:29	7543,830	4,191326e-012	7.11.2013 13:18:30	7544,368	1,404657e-013	7.11.2013 13:18:30	7544,905	1,209547e-011	7.11.2013 13:18:31	7545,443	1,242891e-012	7.11.2013 13:18:31	7545,981	1,778391e-012	7.11.2013 13:18:34	7548,959	3,103695e-012	7.11.2013 13:18:34	7548,898	1,657199e-006	
7.11.2013 13:18:32	7546,663	4,186564e-012	7.11.2013 13:18:32	7547,200	1,425934e-013	7.11.2013 13:18:33	7547,739	1,213045e-011	7.11.2013 13:18:33	7548,276	1,241183e-012	7.11.2013 13:18:34	7548,813	1,782416e-012	7.11.2013 13:18:37	7551,801	3,087056e-012	7.11.2013 13:18:37	7551,740	1,657199e-006	
7.11.2013 13:18:35	7549,496	4,192808e-012	7.11.2013 13:18:35	7550,034	1,354779e-013	7.11.2013 13:18:36	7550,573	1,210872e-011	7.11.2013 13:18:36	7551,109	1,242334e-012	7.11.2013 13:18:37	7551,647	1,773572e-012	7.11.2013 13:18:40	7554,638	3,117074e-012	7.11.2013 13:18:40	7554,577	1,657199e-006	
7.11.2013 13:18:38	7552,338	4,191527e-012	7.11.2013 13:18:38	7552,876	1,408125e-013	7.11.2013 13:18:39	7553,414	1,212678e-011	7.11.2013 13:18:39	7553,952	1,242999e-012	7.11.2013 13:18:40	7554,489	1,782417e-012	7.11.2013 13:18:43	7557,480	3,110647e-012	7.11.2013 13:18:43	7557,419	1,657199e-006	
7.11.2013 13:18:40	7555,177	4,191157e-012	7.11.2013 13:18:41	7555,714	1,395690e-013	7.11.2013 13:18:41	7556,253	1,211714e-011	7.11.2013 13:18:42	7556,790	1,244707e-012	7.11.2013 13:18:43	7557,328	1,779043e-012	7.11.2013 13:18:46	7560,313	3,104217e-012	7.11.2013 13:18:45	7560,252	1,664981e-006	
7.11.2013 13:18:43	7558,016	4,190696e-012	7.11.2013 13:18:44	7558,557	1,411076e-013	7.11.2013 13:18:44	7559,094	1,211580e-011	7.11.2013 13:18:45	7559,633	1,241942e-012	7.11.2013 13:18:45	7560,170	1,777286e-012	7.11.2013 13:18:48	7563,144	3,102728e-012	7.11.2013 13:18:48	7563,082	1,657199e-006	
7.11.2013 13:18:46	7560,850	4,188224e-012	7.11.2013 13:18:47	7561,387	1,403788e-013	7.11.2013 13:18:47	7561,925	1,211833e-011	7.11.2013 13:18:48	7562,462	1,246786e-012	7.11.2013 13:18:48	7563,000	1,778089e-012	7.11.2013 13:18:51	7565,976	3,106788e-012	7.11.2013 13:18:51	7565,915	1,657199e-006	
7.11.2013 13:18:49	7563,680	4,188266e-012	7.11.2013 13:18:49	7564,219	1,436085e-013	7.11.2013 13:18:50	7564,756	1,213908e-011	7.11.2013 13:18:51	7565,295	1,243072e-012	7.11.2013 13:18:51	7565,834	1,774951e-012	7.11.2013 13:18:54	7568,809	3,121404e-012	7.11.2013 13:18:54	7568,749	1,657199e-006	
7.11.2013 13:18:52	7566,514	4,192303e-012	7.11.2013 13:18:52	7567,053	1,430049e-013	7.11.2013 13:18:53	7567,591	1,213859e-011	7.11.2013 13:18:53	7568,130	1,242855e-012	7.11.2013 13:18:54	7568,667	1,780375e-012	7.11.2013 13:18:57	7571,644	3,114630e-012	7.11.2013 13:18:57	7571,583	1,657199e-006	
7.11.2013 13:18:55	7569,347	4,197259e-012	7.11.2013 13:18:55	7569,886	1,407146e-013	7.11.2013 13:18:56	7570,424	1,213206e-011	7.11.2013 13:18:56	7570,961	1,248004e-012	7.11.2013 13:18:57	7571,499	1,777985e-012	7.11.2013 13:19:00	7574,474	3,125240e-012	7.11.2013 13:19:00	7574,413	1,657199e-006	
7.11.2013 13:18:57	7572,180	4,193673e-012	7.11.2013 13:18:58	7572,718	1,416042e-013	7.11.2013 13:18:58	7573,255	1,213276e-011	7.11.2013 13:18:59	7573,793	1,243120e-012	7.11.2013 13:19:00	7574,330	1,780915e-012	7.11.2013 13:19:03	7577,307	3,118966e-012	7.11.2013 13:19:02	7577,246	1,664981e-006	
7.11.2013 13:19:00	7575,011	4,191055e-012	7.11.2013 13:19:01	7575,549	1,391317e-013	7.11.2013 13:19:01	7576,086	1,214550e-011	7.11.2013 13:19:02	7576,623	1,244732e-012	7.11.2013 13:19:02	7577,163	1,779237e-012	7.11.2013 13:19:05	7580,139	3,126817e-012	7.11.2013 13:19:05	7580,078	1,657199e-006	
7.11.2013 13:19:03	7577,843	4,193230e-012	7.11.2013 13:19:04	7578,383	1,384523e-013	7.11.2013 13:19:04	7578,919	1,214632e-011	7.11.2013 13:19:05	7579,458	1,238744e-012	7.11.2013 13:19:05	7579,996	1,777628e-012	7.11.2013 13:19:08	7582,973	3,118701e-012	7.11.2013 13:19:08	7582,912	1,664981e-006	
7.11.2013 13:19:06	7580,678	4,190957e-012	7.11.2013 13:19:06	7581,217	1,399612e-013	7.11.2013 13:19:07	7581,755	1,215627e-011	7.11.2013 13:19:08	7582,293	1,242113e-012	7.11.2013 13:19:08	7582,830	1,774835e-012	7.11.2013 13:19:11	7585,803	3,104425e-012	7.11.2013 13:19:11	7585,742	1,664981e-006	
7.11.2013 13:19:09	7583,511	4,194050e-012	7.11.2013 13:19:09	7584,047	1,405094e-013	7.11.2013 13:19:10	7584,586	1,216308e-011	7.11.2013 13:19:10	7585,123	1,244595e-012	7.11.2013 13:19:11	7585,659	1,779819e-012	7.11.2013 13:19:14	7588,637	3,421659e-012	7.11.2013 13:19:14	7588,576	1,664981e-006	
7.11.2013 13:19:12	7586,340	4,197662e-012	7.11.2013 13:19:12	7586,879	1,400275e-013	7.11.2013 13:19:13	7587,417	1,443870e-011	7.11.2013 13:19:13	7587,956	1,245630e-012	7.11.2013 13:19:14	7588,493	1,782597e-012	7.11.2013 13:19:17	7591,473	3,226876e-012	7.11.2013 13:19:17	7591,411	1,657199e-006	
7.11.2013 13:19:14	7589,176	4,195990e-012	7.11.2013 13:19:15	7589,714	1,413969e-013	7.11.2013 13:19:15	7590,251	1,217669e-011	7.11.2013 13:19:16	7590,789	1,248556e-012	7.11.2013 13:19:17	7591,327	1,781672e-012	7.11.2013 13:19:20	7594,315	3,213935e-012	7.11.2013 13:19:19	7594,253	1,664981e-006	
7.11.2013 13:19:17	7592,010	4,203981e-012	7.11.2013 13:19:18	7592,549	1,393209e-013	7.11.2013 13:19:18	7593,085	1,218264e-011	7.11.2013 13:19:19	7593,625	1,247210e-012	7.11.2013 13:19:19	7594,163	1,778739e-012	7.11.2013 13:19:22	7597,150	3,171051e-012	7.11.2013 13:19:22	7597,090	1,657199e-006	
7.11.2013 13:19:20	7594,854	4,198936e-012	7.11.2013 13:19:21	7595,391	1,404125e-013	7.11.2013 13:19:21	7595,928	1,217177e-011	7.11.2013 13:19:22	7596,465	1,243817e-012	7.11.2013 13:19:22	7597,003	1,783488e-012	7.11.2013 13:19:25	7599,989	3,151216e-012	7.11.2013 13:19:25	7599,928	1,664981e-006	
7.11.2013 13:19:23	7597,687	4,196547e-012	7.11.2013 13:19:23	7598,227	1,424238e-013	7.11.2013 13:19:24	7598,765	1,217888e-011	7.11.2013 13:19:25	7599,301	1,244018e-012	7.11.2013 13:19:25	7599,836	1,777240e-012	7.11.2013 13:19:28	7602,832	3,128147e-012	7.11.2013 13:19:28	7602,771	1,657199e-006	
7.11.2013 13:19:26	7600,523	4,196150e-012	7.11.2013 13:19:26	7601,060	1,410284e-013	7.11.2013 13:19:27	7601,594	1,217766e-011	7.11.2013 13:19:27	7602,131	1,248722e-012	7.11.2013 13:19:28	7602,667	1,782126e-012	7.11.2013 13:19:31	7605,671	3,169601e-012	7.11.2013 13:19:31	7605,609	1,657199e-006	
7.11.2013 13:19:29	7603,366	4,192547e-012	7.11.2013 13:19:29	7603,904	1,427499e-013	7.11.2013 13:19:30	7604,442	1,218526e-011	7.11.2013 13:19:30	7604,979	1,248282e-012	7.11.2013 13:19:31	7605,517	1,777789e-012	7.11.2013 13:19:34	7608,512	3,129374e-012	7.11.2013 13:19:34	7608,451	1,657199e-006	
7.11.2013 13:19:31	7606,207	4,199449e-012	7.11.2013 13:19:32	7606,746	1,422198e-013	7.11.2013 13:19:32	7607,284	1,217577e-011	7.11.2013 13:19:33	7607,822	1,246584e-012	7.11.2013 13:19:34	7608,358	1,779496e-012	7.11.2013 13:19:37	7611,330	3,163362e-012	7.11.2013 13:19:36	7611,268	1,657199e-006	
7.11.2013 13:19:34	7609,046	4,190748e-012	7.11.2013 13:19:35	7609,581	1,388624e-013	7.11.2013 13:19:35	7610,116	1,217971e-011	7.11.2013 13:19:36	7610,652	1,240232e-012	7.11.2013 13:19:36	7611,188	1,777213e-012	7.11.2013 13:19:39	7614,151	3,141323e-012	7.11.2013 13:19:39	7614,090	1,657199e-006	
7.11.2013 13:19:37	7611,866	4,193633e-012	7.11.2013 13:19:38	7612,402	1,421875e-013	7.11.2013 13:19:38	7612,938	1,218520e-011	7.11.2013 13:19:39	7613,474	1,250137e-012	7.11.2013 13:19:39	7614,008	1,777802e-012	7.11.2013 13:19:42	7616,981	3,121021e-012	7.11.2013 13:19:42	7616,920	1,657199e-006	
7.11.2013 13:19:40	7614,686	4,191747e-012	7.11.2013 13:19:40	7615,222	1,407331e-013	7.11.2013 13:19:41	7615,757	1,217385e-011	7.11.2013 13:19:42	7616,294	1,243084e-012	7.11.2013 13:19:42	7616,833	1,775152e-012	7.11.2013 13:19:45	7619,807	3,146135e-012	7.11.2013 13:19:45	7619,746	1,657199e-006	
7.11.2013 13:19:43	7617,518	4,196742e-012	7.11.2013 13:19:43	7618,056	1,395324e-013	7.11.2013 13:19:44	7618,591	1,219897e-011	7.11.2013 13:19:44	7619,127	1,248254e-012	7.11.2013 13:19:45	7619,664	1,777604e-012	7.11.2013 13:19:48	7622,641	3,112846e-012	7.11.2013 13:19:48	7622,580	1,657199e-006	
7.11.2013 13:19:46	7620,344	4,193401e-012	7.11.2013 13:19:46	7620,883	1,389567e-013	7.11.2013 13:19:47	7621,421	1,219305e-011	7.11.2013 13:19:47	7621,960	1,247824e-012	7.11.2013 13:19:48	7622,497	1,774694e-012	7.11.2013 13:19:51	7625,474	3,139109e-012	7.11.2013 13:19:51	7625,412	1,657199e-006	
7.11.2013 13:19:48	7623,179	4,197574e-012	7.11.2013 13:19:49	7623,716	1,408604e-013	7.11.2013 13:19:49	7624,255	1,219295e-011	7.11.2013 13:19:50	7624,792	1,248495e-012	7.11.2013 13:19:51	7625,329	1,776493e-012	7.11.2013 13:19:54	7628,316	3,156895e-012	7.11.2013 13:19:53	7628,254	1,664981e-006	
7.11.2013 13:19:51	7626,010	4,199676e-012	7.11.2013 13:19:52	7626,549	1,403861e-013	7.11.2013 13:19:52	7627,086	1,220264e-011	7.11.2013 13:19:53	7627,625	1,247122e-012	7.11.2013 13:19:53	7628,162	1,773709e-012	7.11.2013 13:19:56	7631,152	3,161787e-012	7.11.2013 13:19:56	7631,091	1,664981e-006	
7.11.2013 13:19:54	7628,854	4,200365e-012	7.11.2013 13:19:55	7629,393	1,404504e-013	7.11.2013 13:19:55	7629,932	1,219296e-011	7.11.2013 13:19:56	7630,469	1,242669e-012	7.11.2013 13:19:56	7631,007	1,777368e-012	7.11.2013 13:19:59	7633,981	3,134341e-012	7.11.2013 13:19:59	7633,920	1,657199e-006	
7.11.2013 13:19:57	7631,688	4,201786e-012	7.11.2013 13:19:57	7632,226	1,404111e-013	7.11.2013 13:19:58	7632,763	1,220336e-011	7.11.2013 13:19:59	7633,301	1,243148e-012	7.11.2013 13:19:59	7633,837	1,773236e-012	7.11.2013 13:20:02	7636,812	3,153787e-012	7.11.2013 13:20:02	7636,751	1,657199e-006	
